id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total
455319,2022,"-2.362.017.968.028.030,00","-46.737.082.471.965.200,00",5,kilometer,178,"R$ 25.049,27",7,6,5,9,27
447281,2022,"-23.595.263.793.023.500,00","-46.696.203.926.430.100,00",5,kilometer,153,"R$ 24.302,81",4,4,11,7,26
447282,2022,"-23.592.101.131.339.800,00","-4.670.156.251.203.800,00",5,kilometer,204,"R$ 24.384,49",,8,6,11,25
447284,2022,"-2.358.866.858.826.910,00","-4.669.789.567.003.230,00",5,kilometer,162,"R$ 31.177,78",,0,8,15,23
447285,2022,"-2.359.100.123.612.900,00","-4.669.499.320.581.120,00",5,kilometer,190,"R$ 25.539,47",4,3,8,7,22
455487,2022,"-23.634.229.465.008.200,00","-46.725.068.617.866.600,00",5,kilometer,293,"R$ 24.477,72",6,8,,3,17
447271,2022,"-2.359.186.916.486.790,00","-4.671.011.229.144,00",5,kilometer,213,"R$ 23.781,71",,,9,,
441456,2022,"-23.607.266.868.567.300,00","-46.695.926.416.179.400,00",5,kilometer,309,"R$ 23.757,05",26,10,10,8,
458362,2022,"-23.602.210.798.311.100,00","-4.672.496.696.083.030,00",5,kilometer,233,"R$ 23.740,29",10,12,14,15,
455401,2022,"-23.625.799.637.998.400,00","-46.720.642.908.339.900,00",5,kilometer,293,"R$ 23.700,98",26,30,23,17,
441484,2022,"-23.612.312.669.578.700,00","-4.669.157.403.085.290,00",5,kilometer,427,"R$ 23.652,20",32,46,33,21,
441534,2022,"-23.620.191.322.105.500,00","-46.697.363.530.025.600,00",5,kilometer,126,"R$ 23.545,92",,,,,
447301,2022,"-235.910.377.891.918,00","-4.670.461.074.075.400,00",5,kilometer,164,"R$ 23.500,09",,6,6,23,
452150,2022,"-23.634.216.648.988.200,00","-4.670.862.355.720.760,00",5,kilometer,792,"R$ 23.468,64",37,53,50,49,
455498,2022,"-2.362.747.791.058.430,00","-467.384.725.689.133,00",5,kilometer,237,"R$ 23.394,42",18,16,14,17,
455488,2022,"-23.628.606.082.256.100,00","-46.720.395.255.252.200,00",5,kilometer,702,"R$ 23.338,27",37,34,41,30,
