id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total
432238,2022,-23.6597806248331,-46.6892432966219,5,kilometer,609.0,"10087,58",22.0,31.0,36.0,44.0,133
432239,2022,-23.6607942214041,-46.6938012852657,5,kilometer,348.0,"9248,3",12.0,12.0,13.0,10.0,47
432243,2022,-23.6575843356517,-46.6931996042373,5,kilometer,290.0,"12106,07",10.0,10.0,25.0,13.0,58
432244,2022,-23.6692326455948,-46.7025849711557,5,kilometer,767.0,"17668,93",45.0,54.0,59.0,48.0,206
432251,2022,-23.656968339771,-46.6809107525291,5,kilometer,347.0,"9909,36",9.0,5.0,7.0,13.0,34
432252,2022,-23.653301171281,-46.6864841021694,5,kilometer,429.0,"14526,15",11.0,15.0,22.0,35.0,83
432254,2022,-23.6651004794641,-46.695524010303906,5,kilometer,64.0,"6472,26",0.0,,,0.0,0
432255,2022,-23.6664464696859,-46.6954406618403,5,kilometer,446.0,"18022,96",17.0,33.0,39.0,27.0,116
432256,2022,-23.6654593552798,-46.6966290435716,5,kilometer,429.0,"18454,37",12.0,31.0,33.0,32.0,108
432257,2022,-23.6617206318935,-46.6852648931757,5,kilometer,352.0,"5144,6",11.0,14.0,11.0,15.0,51
432292,2022,-23.6695085823736,-46.6915524284099,5,kilometer,518.0,"10048,49",45.0,32.0,33.0,15.0,125
432293,2022,-23.6692355910691,-46.6899413728143,5,kilometer,362.0,"9190,2",21.0,25.0,26.0,13.0,85
432294,2022,-23.670227368226,-46.6930028332027,5,kilometer,603.0,"4806,13",24.0,30.0,29.0,35.0,118
432303,2022,-23.6644658909876,-46.707494133594096,5,kilometer,654.0,"13315,25",60.0,61.0,35.0,30.0,186
432304,2022,-23.6704562376011,-46.70151447000271,5,kilometer,660.0,"17575,33",26.0,53.0,47.0,48.0,174
432305,2022,-23.6701796885727,-46.6954481259508,5,kilometer,707.0,"8568,82",35.0,52.0,46.0,41.0,174
432306,2022,-23.666574545177,-46.686166580508,5,kilometer,,,,,,,0
432310,2022,-23.6618702548635,-46.6935377712774,5,kilometer,119.0,"4993,45",,6.0,6.0,,12
432311,2022,-23.6642429711497,-46.6935905618602,5,kilometer,511.0,"10216,64",23.0,24.0,29.0,35.0,111
432312,2022,-23.6641817155074,-46.6915629268878,5,kilometer,545.0,"14377,71",34.0,47.0,42.0,32.0,155
432313,2022,-23.665794838788,-46.6920741745454,5,kilometer,452.0,"4272,59",16.0,20.0,22.0,17.0,75
432314,2022,-23.6637961902085,-46.6890556792891,5,kilometer,347.0,"8129,43",8.0,14.0,9.0,18.0,49
432316,2022,-23.6643642467563,-46.6824126131726,5,kilometer,454.0,"10376,77",17.0,25.0,34.0,28.0,104
432321,2022,-23.6597397180365,-46.6800999395513,5,kilometer,664.0,"20302,3",35.0,48.0,61.0,59.0,203
432322,2022,-23.6602493372024,-46.6814779120449,5,kilometer,739.0,"27906,45",28.0,63.0,82.0,57.0,230
432323,2022,-23.6592664262579,-46.6817304052628,5,kilometer,528.0,"23468,55",28.0,42.0,50.0,50.0,170
432324,2022,-23.65755206541,-46.6813785816714,5,kilometer,274.0,"5608,52",11.0,12.0,9.0,14.0,46
432325,2022,-23.6623523902776,-46.681866123431504,5,kilometer,304.0,"6807,87",6.0,9.0,22.0,14.0,51
432326,2022,-23.661791386242,-46.6844364732758,5,kilometer,527.0,"6375,1",23.0,34.0,41.0,26.0,124
432327,2022,-23.662046476873,-46.6840960059046,5,kilometer,282.0,"5912,06",10.0,14.0,19.0,14.0,57
432328,2022,-23.6645378450829,-46.6944485562479,5,kilometer,502.0,"6270,37",17.0,14.0,26.0,20.0,77
432329,2022,-23.6637416286427,-46.6953823113537,5,kilometer,526.0,"5658,39",16.0,22.0,22.0,33.0,93
