id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total,unidade
455529,2022,-23.6327026686674,-46.73872405024031,5,kilometer,174.0,"R$ 7.473,63",6.0,,4.0,4.0,,morumbi
430837,2022,-23.5831265717342,-46.7281603062985,5,kilometer,451.0,"R$ 7.470,88",19.0,13.0,25.0,18.0,,morumbi
430836,2022,-23.5802414509263,-46.7258978953356,5,kilometer,438.0,"R$ 7.461,69",9.0,21.0,21.0,22.0,,morumbi
452259,2022,-23.629776550523,-46.69209139728071,5,kilometer,293.0,"R$ 7.458,33",6.0,8.0,8.0,6.0,,morumbi
441540,2022,-23.6220105460389,-46.6893776898292,5,kilometer,325.0,"R$ 7.447,39",3.0,10.0,6.0,11.0,,morumbi
430849,2022,-23.5776550799685,-46.7170605123796,5,kilometer,251.0,"R$ 7.431,40",7.0,9.0,7.0,9.0,,morumbi
458076,2022,-23.6068603015713,-46.740017369958096,5,kilometer,256.0,"R$ 7.427,31",3.0,12.0,13.0,9.0,,morumbi
463603,2022,-23.6009726529349,-46.7712178666695,5,kilometer,153.0,"R$ 7.426,97",,,10.0,5.0,,morumbi
452246,2022,-23.6400888948094,-46.7133741117779,5,kilometer,327.0,"R$ 7.426,96",7.0,12.0,9.0,15.0,,morumbi
430840,2022,-23.5811348546748,-46.7374935544922,5,kilometer,453.0,"R$ 7.424,08",13.0,18.0,17.0,22.0,,morumbi
455347,2022,-23.6284413414984,-46.7367443589352,5,kilometer,149.0,"R$ 7.422,07",7.0,6.0,10.0,3.0,,morumbi
463910,2022,-23.6166942115989,-46.76973619040751,5,kilometer,365.0,"R$ 7.406,94",20.0,32.0,29.0,16.0,,morumbi
432874,2022,-23.6167014588384,-46.759280692598495,5,kilometer,552.0,"R$ 7.401,33",37.0,28.0,49.0,35.0,,morumbi
441480,2022,-23.613492175095,-46.68924593564,5,kilometer,247.0,"R$ 7.396,81",11.0,6.0,11.0,11.0,,morumbi
455307,2022,-23.6390485533342,-46.7343673976095,5,kilometer,240.0,"R$ 7.392,56",10.0,15.0,6.0,7.0,,morumbi
441583,2022,-23.6060017263826,-46.6959963025556,5,kilometer,235.0,"R$ 7.375,23",12.0,8.0,7.0,11.0,,morumbi
455381,2022,-23.6382721661286,-46.7353619359022,5,kilometer,393.0,"R$ 7.356,36",17.0,19.0,13.0,17.0,,morumbi
452253,2022,-23.6301359385768,-46.7002725915892,5,kilometer,303.0,"R$ 7.355,98",7.0,14.0,11.0,21.0,,morumbi
463797,2022,-23.6177401525548,-46.774416818267504,5,kilometer,466.0,"R$ 7.343,24",36.0,35.0,33.0,27.0,,morumbi
458075,2022,-23.6060675832678,-46.7383458803043,5,kilometer,383.0,"R$ 7.336,20",13.0,10.0,18.0,14.0,,morumbi
430906,2022,-23.5799601407246,-46.7357194918563,5,kilometer,309.0,"R$ 7.333,14",7.0,10.0,12.0,17.0,,morumbi
455371,2022,-23.6215757839098,-46.737924337819294,5,kilometer,254.0,"R$ 7.316,25",9.0,16.0,20.0,7.0,,morumbi
458245,2022,-23.5878347443379,-46.744247193728,5,kilometer,232.0,"R$ 7.302,49",8.0,9.0,,8.0,,morumbi
458167,2022,-23.6019857383091,-46.7426280549816,5,kilometer,216.0,"R$ 7.302,07",8.0,9.0,7.0,9.0,,morumbi
455345,2022,-23.626122400406,-46.735647750759,5,kilometer,120.0,"R$ 7.292,21",,,0.0,4.0,,morumbi
452309,2022,-23.6330206841231,-46.71406039124351,5,kilometer,508.0,"R$ 7.286,32",17.0,18.0,20.0,21.0,,morumbi
431388,2022,-23.5763511257705,-46.7397982985878,5,kilometer,506.0,"R$ 7.272,17",12.0,19.0,28.0,25.0,,morumbi
430839,2022,-23.5839895987869,-46.73196582266711,5,kilometer,200.0,"R$ 7.268,72",,9.0,6.0,5.0,,morumbi
458074,2022,-23.6050862337605,-46.7380007898874,5,kilometer,406.0,"R$ 7.263,81",16.0,25.0,20.0,23.0,,morumbi
458260,2022,-23.5909536889143,-46.7297073135771,5,kilometer,166.0,"R$ 7.261,87",3.0,5.0,6.0,5.0,,morumbi
463452,2022,-23.6065501923813,-46.772870734559,5,kilometer,723.0,"R$ 7.256,39",26.0,37.0,39.0,51.0,,morumbi
455646,2022,-23.6239334236575,-46.744294518211,5,kilometer,384.0,"R$ 7.246,30",20.0,18.0,16.0,17.0,,morumbi
441479,2022,-23.6128696139503,-46.6900371282168,5,kilometer,211.0,"R$ 7.241,67",7.0,7.0,6.0,6.0,,morumbi
463573,2022,-23.6286551452294,-46.7731169592167,5,kilometer,601.0,"R$ 7.235,85",28.0,40.0,32.0,33.0,,morumbi
458276,2022,-23.5867251475943,-46.727608926457904,5,kilometer,366.0,"R$ 7.229,37",7.0,3.0,17.0,13.0,,morumbi
463820,2022,-23.6178904899145,-46.77174163813729,5,kilometer,802.0,"R$ 7.227,63",54.0,69.0,46.0,35.0,,morumbi
455653,2022,-23.6362312932745,-46.7382043411174,5,kilometer,311.0,"R$ 7.206,51",14.0,22.0,16.0,13.0,,morumbi
447268,2022,-23.5855396095193,-46.7201730640786,5,kilometer,257.0,"R$ 7.189,14",11.0,5.0,3.0,5.0,,morumbi
452359,2022,-23.6366855523232,-46.7178421101818,5,kilometer,750.0,"R$ 7.184,79",20.0,15.0,10.0,17.0,,morumbi
463800,2022,-23.6110120349894,-46.7684193047746,5,kilometer,603.0,"R$ 7.140,87",38.0,47.0,45.0,40.0,,morumbi
452234,2022,-23.6457174846134,-46.706335366689,5,kilometer,133.0,"R$ 7.109,67",5.0,6.0,,4.0,,morumbi
463612,2022,-23.6025385106586,-46.7676101821622,5,kilometer,482.0,"R$ 7.106,26",39.0,29.0,26.0,27.0,,morumbi
430871,2022,-23.5791936569428,-46.7488445638749,5,kilometer,394.0,"R$ 7.095,55",16.0,15.0,19.0,16.0,,morumbi
431336,2022,-23.5797692196713,-46.7427930583996,5,kilometer,363.0,"R$ 7.075,41",12.0,13.0,18.0,17.0,,morumbi
455367,2022,-23.6196752816463,-46.7363984149078,5,kilometer,116.0,"R$ 7.075,25",5.0,5.0,5.0,6.0,,morumbi
458224,2022,-23.6107536083053,-46.7435727926616,5,kilometer,349.0,"R$ 7.067,88",7.0,4.0,17.0,17.0,,morumbi
432930,2022,-23.627265465006,-46.7473999252364,5,kilometer,335.0,"R$ 7.056,90",25.0,19.0,10.0,7.0,,morumbi
431348,2022,-23.5809199968997,-46.7164976736815,5,kilometer,256.0,"R$ 7.050,74",3.0,9.0,7.0,10.0,,morumbi
458144,2022,-23.6100136179726,-46.7501049881609,5,kilometer,224.0,"R$ 7.049,21",6.0,5.0,9.0,9.0,,morumbi
463798,2022,-23.6181544899001,-46.77493239471151,5,kilometer,510.0,"R$ 7.028,09",35.0,39.0,38.0,30.0,,morumbi
458256,2022,-23.5859255216803,-46.740456348819,5,kilometer,314.0,"R$ 7.023,12",19.0,14.0,9.0,12.0,,morumbi
458128,2022,-23.587415376321,-46.7448739941386,5,kilometer,238.0,"R$ 7.012,55",7.0,6.0,10.0,9.0,,morumbi
445447,2022,-23.6515419525473,-46.7455764762261,5,kilometer,894.0,"R$ 6.994,29",65.0,61.0,64.0,47.0,,morumbi
458127,2022,-23.5863712167905,-46.745666377059294,5,kilometer,309.0,"R$ 6.984,64",15.0,8.0,11.0,11.0,,morumbi
432900,2022,-23.6197245286865,-46.7561726239665,5,kilometer,382.0,"R$ 6.983,29",24.0,15.0,20.0,21.0,,morumbi
447238,2022,-23.6094531227425,-46.7230787044268,5,kilometer,165.0,"R$ 6.965,40",12.0,7.0,13.0,8.0,,morumbi
458315,2022,-23.6080716165646,-46.727275920993904,5,kilometer,373.0,"R$ 6.956,83",18.0,11.0,7.0,15.0,,morumbi
431363,2022,-23.5797040651808,-46.7487753869578,5,kilometer,368.0,"R$ 6.953,44",12.0,23.0,13.0,29.0,,morumbi
452225,2022,-23.6333552045203,-46.6981485542752,5,kilometer,245.0,"R$ 6.928,72",7.0,4.0,8.0,9.0,,morumbi
458132,2022,-23.5903216547699,-46.7290510544435,5,kilometer,297.0,"R$ 6.922,11",14.0,8.0,,7.0,,morumbi
447206,2022,-23.5861407584829,-46.7207219410584,5,kilometer,265.0,"R$ 6.917,65",,6.0,,,,morumbi
458247,2022,-23.5873427242927,-46.7420785205191,5,kilometer,428.0,"R$ 6.907,08",9.0,19.0,17.0,21.0,,morumbi
458340,2022,-23.6116027610976,-46.7507940588377,5,kilometer,375.0,"R$ 6.904,18",33.0,21.0,18.0,8.0,,morumbi
463611,2022,-23.6022876507184,-46.7680206563916,5,kilometer,471.0,"R$ 6.890,20",36.0,22.0,32.0,31.0,,morumbi
458251,2022,-23.5856765589484,-46.7390032924432,5,kilometer,333.0,"R$ 6.872,97",21.0,22.0,12.0,11.0,,morumbi
431356,2022,-23.582785049221,-46.744512969762894,5,kilometer,354.0,"R$ 6.872,11",18.0,16.0,17.0,12.0,,morumbi
458129,2022,-23.5856949145686,-46.7422710880856,5,kilometer,282.0,"R$ 6.851,30",8.0,11.0,18.0,15.0,,morumbi
463610,2022,-23.6020790688855,-46.768305582675104,5,kilometer,472.0,"R$ 6.834,85",44.0,30.0,28.0,19.0,,morumbi
458273,2022,-23.5984806472996,-46.7256203070766,5,kilometer,545.0,"R$ 6.794,24",14.0,30.0,22.0,34.0,,morumbi
441481,2022,-23.6149584887497,-46.688575523824895,5,kilometer,98.0,"R$ 6.785,86",4.0,6.0,,5.0,,morumbi
455624,2022,-23.6226756251554,-46.7298283720072,5,kilometer,334.0,"R$ 6.776,19",31.0,17.0,12.0,18.0,,morumbi
452286,2022,-23.6258140821986,-46.6994630637192,5,kilometer,332.0,"R$ 6.767,58",6.0,5.0,10.0,10.0,,morumbi
458173,2022,-23.5912390740009,-46.734468937936,5,kilometer,362.0,"R$ 6.750,92",5.0,12.0,10.0,19.0,,morumbi
458255,2022,-23.5873217711632,-46.7405176148863,5,kilometer,388.0,"R$ 6.739,17",12.0,14.0,21.0,22.0,,morumbi
463816,2022,-23.6151161973014,-46.7695504946491,5,kilometer,383.0,"R$ 6.690,48",26.0,37.0,27.0,19.0,,morumbi
431384,2022,-23.5809996674723,-46.7460789405062,5,kilometer,82.0,"R$ 6.679,16",,,,4.0,,morumbi
430822,2022,-23.5789465406609,-46.729445959942495,5,kilometer,69.0,"R$ 6.679,00",,,4.0,4.0,,morumbi
434083,2022,-23.649540290374,-46.757252505970094,5,kilometer,596.0,"R$ 6.675,83",15.0,23.0,25.0,23.0,,morumbi
458227,2022,-23.6111385148711,-46.7473251687074,5,kilometer,248.0,"R$ 6.667,99",15.0,19.0,9.0,11.0,,morumbi
431360,2022,-23.5812214615945,-46.745522241840895,5,kilometer,149.0,"R$ 6.654,61",6.0,9.0,6.0,5.0,,morumbi
463834,2022,-23.6028551566314,-46.760544315972496,5,kilometer,406.0,"R$ 6.652,19",27.0,36.0,20.0,24.0,,morumbi
430888,2022,-23.5777177278237,-46.737105219626,5,kilometer,388.0,"R$ 6.635,71",9.0,17.0,14.0,20.0,,morumbi
432828,2022,-23.6197490407784,-46.7612336895031,5,kilometer,773.0,"R$ 6.632,10",38.0,56.0,57.0,66.0,,morumbi
445615,2022,-23.6449085062425,-46.744683402379295,5,kilometer,250.0,"R$ 6.631,25",12.0,8.0,7.0,8.0,,morumbi
431361,2022,-23.5815562582935,-46.7461773242178,5,kilometer,126.0,"R$ 6.630,57",3.0,5.0,7.0,9.0,,morumbi
445448,2022,-23.6517913643394,-46.7447554292331,5,kilometer,608.0,"R$ 6.624,83",32.0,24.0,39.0,45.0,,morumbi
430905,2022,-23.5821748435694,-46.7349655006594,5,kilometer,253.0,"R$ 6.618,08",9.0,17.0,8.0,18.0,,morumbi
430875,2022,-23.5742504889942,-46.7317343577004,5,kilometer,222.0,"R$ 6.615,62",6.0,5.0,6.0,6.0,,morumbi
441392,2022,-23.601226757574,-46.690382735581,5,kilometer,243.0,"R$ 6.599,15",3.0,15.0,11.0,14.0,,morumbi
458131,2022,-23.5877776537355,-46.7296703882517,5,kilometer,360.0,"R$ 6.592,96",6.0,9.0,16.0,17.0,,morumbi
432825,2022,-23.6174773810144,-46.760325486462,5,kilometer,599.0,"R$ 6.580,93",41.0,29.0,27.0,37.0,,morumbi
458244,2022,-23.5867184414455,-46.7453015895942,5,kilometer,259.0,"R$ 6.574,22",9.0,9.0,11.0,9.0,,morumbi
463629,2022,-23.6118168144539,-46.76026265587,5,kilometer,262.0,"R$ 6.572,75",15.0,17.0,11.0,9.0,,morumbi
458261,2022,-23.5925792674429,-46.72880342323791,5,kilometer,227.0,"R$ 6.567,20",6.0,10.0,6.0,6.0,,morumbi
463887,2022,-23.6069173506311,-46.7697802574447,5,kilometer,353.0,"R$ 6.555,98",21.0,25.0,31.0,28.0,,morumbi
458130,2022,-23.5865235675373,-46.73934678375151,5,kilometer,277.0,"R$ 6.555,14",9.0,4.0,7.0,22.0,,morumbi
445686,2022,-23.653483851818,-46.74785916372431,5,kilometer,236.0,"R$ 6.537,50",9.0,13.0,12.0,13.0,,morumbi
455344,2022,-23.6258265688231,-46.736412251587694,5,kilometer,190.0,"R$ 6.535,29",4.0,3.0,5.0,9.0,,morumbi
455304,2022,-23.6383688067872,-46.7361068238125,5,kilometer,357.0,"R$ 6.533,63",15.0,16.0,13.0,19.0,,morumbi
447187,2022,-23.5889390537475,-46.7166660961468,5,kilometer,99.0,"R$ 6.499,88",0.0,,,,,morumbi
432826,2022,-23.6179207080646,-46.760188657671904,5,kilometer,283.0,"R$ 6.498,12",13.0,21.0,15.0,7.0,,morumbi
430814,2022,-23.5763306231868,-46.7357366649645,5,kilometer,377.0,"R$ 6.494,87",19.0,19.0,25.0,25.0,,morumbi
458326,2022,-23.6100831691064,-46.7449323628761,5,kilometer,172.0,"R$ 6.486,46",6.0,13.0,6.0,6.0,,morumbi
463749,2022,-23.6107940017223,-46.765838889195294,5,kilometer,588.0,"R$ 6.482,52",33.0,32.0,36.0,46.0,,morumbi
452207,2022,-23.6442826236113,-46.7010365483476,5,kilometer,260.0,"R$ 6.480,80",18.0,14.0,9.0,4.0,,morumbi
447230,2022,-23.6095632008339,-46.7243598834436,5,kilometer,478.0,"R$ 6.465,40",21.0,17.0,19.0,18.0,,morumbi
447245,2022,-23.6161663234425,-46.702711538024495,5,kilometer,171.0,"R$ 6.458,61",5.0,6.0,7.0,8.0,,morumbi
458165,2022,-23.6066183519589,-46.7388271220886,5,kilometer,341.0,"R$ 6.440,68",7.0,9.0,19.0,17.0,,morumbi
458166,2022,-23.6025557513355,-46.7409959654371,5,kilometer,328.0,"R$ 6.423,00",8.0,13.0,14.0,21.0,,morumbi
441418,2022,-23.6091283243582,-46.6886681782922,5,kilometer,225.0,"R$ 6.382,94",11.0,8.0,9.0,6.0,,morumbi
431359,2022,-23.5814806837124,-46.7456413653378,5,kilometer,118.0,"R$ 6.379,88",,,4.0,5.0,,morumbi
452358,2022,-23.636080506366,-46.7161939323448,5,kilometer,11.0,"R$ 6.375,00",0.0,0.0,0.0,0.0,,morumbi
430867,2022,-23.5817440760799,-46.7415481373088,5,kilometer,557.0,"R$ 6.357,60",16.0,21.0,20.0,34.0,,morumbi
432861,2022,-23.6418884270104,-46.7594692520452,5,kilometer,546.0,"R$ 6.349,87",23.0,31.0,40.0,33.0,,morumbi
458078,2022,-23.6027409255337,-46.7419385135497,5,kilometer,257.0,"R$ 6.349,32",8.0,11.0,8.0,11.0,,morumbi
458364,2022,-23.59562453241,-46.750684402811,5,kilometer,361.0,"R$ 6.348,62",10.0,22.0,28.0,26.0,,morumbi
441523,2022,-23.6167685772112,-46.6906426032416,5,kilometer,364.0,"R$ 6.347,32",8.0,17.0,15.0,12.0,,morumbi
458265,2022,-23.5949298116103,-46.7273127037512,5,kilometer,280.0,"R$ 6.345,12",4.0,9.0,12.0,13.0,,morumbi
458365,2022,-23.5959755033643,-46.749728689336,5,kilometer,524.0,"R$ 6.338,68",29.0,45.0,40.0,26.0,,morumbi
463821,2022,-23.6180767375259,-46.7723009140424,5,kilometer,717.0,"R$ 6.336,57",60.0,52.0,47.0,41.0,,morumbi
458378,2022,-23.6002028708248,-46.74149516445991,5,kilometer,286.0,"R$ 6.305,38",9.0,13.0,11.0,14.0,,morumbi
458196,2022,-23.5883578731358,-46.73945595855071,5,kilometer,321.0,"R$ 6.296,45",16.0,15.0,15.0,17.0,,morumbi
452349,2022,-23.6342332955433,-46.6946349637944,5,kilometer,98.0,"R$ 6.285,58",,3.0,,5.0,,morumbi
445620,2022,-23.6475372865211,-46.740373239793,5,kilometer,531.0,"R$ 6.244,48",39.0,25.0,33.0,35.0,,morumbi
452272,2022,-23.6318098513269,-46.7155407426761,5,kilometer,71.0,"R$ 6.242,92",3.0,4.0,4.0,5.0,,morumbi
458225,2022,-23.6103119120264,-46.744062120969,5,kilometer,383.0,"R$ 6.237,33",11.0,15.0,13.0,20.0,,morumbi
450684,2022,-23.5846406330124,-46.76113776588431,5,kilometer,302.0,"R$ 6.230,83",9.0,17.0,13.0,20.0,,morumbi
463744,2022,-23.6084130222526,-46.7672237762925,5,kilometer,916.0,"R$ 6.210,74",28.0,63.0,74.0,59.0,,morumbi
458368,2022,-23.6075096407333,-46.74952448962831,5,kilometer,352.0,"R$ 6.210,62",11.0,16.0,12.0,16.0,,morumbi
455323,2022,-23.6167671779434,-46.747219916418,5,kilometer,680.0,"R$ 6.201,98",41.0,38.0,26.0,32.0,,morumbi
463627,2022,-23.6109248794928,-46.757224406688,5,kilometer,311.0,"R$ 6.188,81",11.0,13.0,11.0,14.0,,morumbi
432527,2022,-23.6439615797808,-46.7559364761473,5,kilometer,681.0,"R$ 6.186,86",30.0,36.0,43.0,37.0,,morumbi
452148,2022,-23.6417544979346,-46.711687356045694,5,kilometer,615.0,"R$ 6.186,84",25.0,34.0,36.0,24.0,,morumbi
463630,2022,-23.6118446503393,-46.7598954799821,5,kilometer,259.0,"R$ 6.177,14",17.0,21.0,16.0,13.0,,morumbi
458146,2022,-23.5849224689082,-46.725797861069104,5,kilometer,507.0,"R$ 6.173,99",9.0,11.0,20.0,19.0,,morumbi
432887,2022,-23.6243380497092,-46.7580567461883,5,kilometer,385.0,"R$ 6.153,25",19.0,23.0,18.0,23.0,,morumbi
463628,2022,-23.6106769169703,-46.7564136810313,5,kilometer,396.0,"R$ 6.151,60",10.0,11.0,19.0,19.0,,morumbi
441511,2022,-23.6154821882134,-46.6914133098167,5,kilometer,360.0,"R$ 6.139,98",15.0,19.0,16.0,30.0,,morumbi
458158,2022,-23.6037477620379,-46.7395756888781,5,kilometer,406.0,"R$ 6.135,62",12.0,15.0,16.0,15.0,,morumbi
455542,2022,-23.6207868331042,-46.7475335466592,5,kilometer,454.0,"R$ 6.124,93",38.0,25.0,18.0,27.0,,morumbi
458115,2022,-23.6080511657382,-46.745894669176494,5,kilometer,227.0,"R$ 6.123,00",9.0,10.0,10.0,11.0,,morumbi
445837,2022,-23.6441573876494,-46.7368128678768,5,kilometer,601.0,"R$ 6.117,52",18.0,26.0,27.0,45.0,,morumbi
430880,2022,-23.5768216561451,-46.7356219266926,5,kilometer,318.0,"R$ 6.101,03",6.0,14.0,26.0,12.0,,morumbi
450214,2022,-23.5866074196157,-46.7656533559137,5,kilometer,111.0,"R$ 6.076,47",6.0,7.0,9.0,7.0,,morumbi
463669,2022,-23.6044351963827,-46.7517572777304,5,kilometer,359.0,"R$ 6.073,41",20.0,27.0,20.0,20.0,,morumbi
432824,2022,-23.6170580475385,-46.7602857740488,5,kilometer,466.0,"R$ 6.070,21",26.0,39.0,24.0,20.0,,morumbi
463886,2022,-23.6045737828458,-46.7750307812686,5,kilometer,337.0,"R$ 6.055,57",14.0,14.0,21.0,32.0,,morumbi
458092,2022,-23.6037114881175,-46.7463602562187,5,kilometer,276.0,"R$ 6.052,34",6.0,9.0,9.0,14.0,,morumbi
463746,2022,-23.6090611203136,-46.7665605730298,5,kilometer,642.0,"R$ 6.051,37",31.0,49.0,50.0,55.0,,morumbi
441356,2022,-23.6187501592204,-46.6950727358804,5,kilometer,302.0,"R$ 6.048,31",11.0,12.0,14.0,12.0,,morumbi
432830,2022,-23.6157877138954,-46.75613751529031,5,kilometer,360.0,"R$ 6.045,18",22.0,27.0,13.0,15.0,,morumbi
431357,2022,-23.5821007928335,-46.746769570786,5,kilometer,313.0,"R$ 6.030,79",10.0,15.0,16.0,11.0,,morumbi
455433,2022,-23.6123223226752,-46.7278125919548,5,kilometer,90.0,"R$ 6.019,48",5.0,,3.0,9.0,,morumbi
450838,2022,-23.574788952985,-46.7399621602168,5,kilometer,341.0,"R$ 6.019,05",7.0,11.0,13.0,16.0,,morumbi
458366,2022,-23.6116199818179,-46.746992854942704,5,kilometer,372.0,"R$ 6.013,73",12.0,15.0,13.0,17.0,,morumbi
458234,2022,-23.5946596791896,-46.7576138117486,5,kilometer,341.0,"R$ 6.005,28",12.0,22.0,16.0,22.0,,morumbi
430886,2022,-23.5785039885862,-46.729797202789904,5,kilometer,496.0,"R$ 5.994,61",8.0,26.0,24.0,24.0,,morumbi
432936,2022,-23.6180576839204,-46.75909302822689,5,kilometer,294.0,"R$ 5.926,79",13.0,19.0,16.0,24.0,,morumbi
455441,2022,-23.6136720364868,-46.7295415389364,5,kilometer,287.0,"R$ 5.896,46",16.0,13.0,16.0,8.0,,morumbi
455530,2022,-23.6321689450854,-46.7383095232294,5,kilometer,247.0,"R$ 5.895,10",15.0,14.0,11.0,12.0,,morumbi
458134,2022,-23.5942519251695,-46.7284555817701,5,kilometer,227.0,"R$ 5.881,81",6.0,6.0,8.0,7.0,,morumbi
452362,2022,-23.6479256608689,-46.7136534107887,5,kilometer,334.0,"R$ 5.878,25",9.0,18.0,14.0,6.0,,morumbi
458188,2022,-23.5991448482036,-46.7515294241908,5,kilometer,364.0,"R$ 5.852,91",12.0,19.0,25.0,21.0,,morumbi
432625,2022,-23.6477660093487,-46.7608419520596,5,kilometer,715.0,"R$ 5.846,36",26.0,35.0,31.0,61.0,,morumbi
450657,2022,-23.5766016909477,-46.7461659363508,5,kilometer,329.0,"R$ 5.844,44",14.0,15.0,13.0,10.0,,morumbi
430815,2022,-23.574885343914,-46.73657993956751,5,kilometer,657.0,"R$ 5.844,37",20.0,22.0,22.0,26.0,,morumbi
432843,2022,-23.6468345232757,-46.7579632866815,5,kilometer,450.0,"R$ 5.831,33",20.0,28.0,33.0,38.0,,morumbi
432465,2022,-23.6394333064007,-46.7589865206733,5,kilometer,270.0,"R$ 5.826,36",16.0,7.0,19.0,17.0,,morumbi
455330,2022,-23.6167701080826,-46.7437550100611,5,kilometer,355.0,"R$ 5.817,95",14.0,17.0,8.0,13.0,,morumbi
432832,2022,-23.6170889494703,-46.7559856747128,5,kilometer,408.0,"R$ 5.808,61",37.0,23.0,24.0,14.0,,morumbi
452284,2022,-23.624928705256,-46.6975643836723,5,kilometer,42.0,"R$ 5.805,32",0.0,0.0,0.0,,,morumbi
431383,2022,-23.5823633010484,-46.7453920406362,5,kilometer,376.0,"R$ 5.801,63",25.0,23.0,20.0,20.0,,morumbi
458274,2022,-23.6160702326958,-46.7488270266992,5,kilometer,388.0,"R$ 5.796,90",13.0,16.0,18.0,19.0,,morumbi
452163,2022,-23.6332109750903,-46.710723293987,5,kilometer,300.0,"R$ 5.781,47",7.0,11.0,11.0,8.0,,morumbi
445624,2022,-23.6439328109397,-46.738951220189904,5,kilometer,449.0,"R$ 5.778,38",9.0,16.0,17.0,27.0,,morumbi
463634,2022,-23.6205053967042,-46.7653878739124,5,kilometer,456.0,"R$ 5.773,95",20.0,34.0,29.0,29.0,,morumbi
452248,2022,-23.6372407736931,-46.710632573926894,5,kilometer,349.0,"R$ 5.759,24",10.0,9.0,16.0,17.0,,morumbi
430842,2022,-23.5780171829764,-46.74099784079471,5,kilometer,409.0,"R$ 5.759,22",14.0,20.0,14.0,20.0,,morumbi
463666,2022,-23.6045242399262,-46.75898349671351,5,kilometer,509.0,"R$ 5.752,50",33.0,22.0,31.0,19.0,,morumbi
450870,2022,-23.5753099531678,-46.7439465016796,5,kilometer,433.0,"R$ 5.751,61",18.0,16.0,25.0,22.0,,morumbi
455348,2022,-23.6277300017814,-46.73664549541591,5,kilometer,301.0,"R$ 5.726,49",12.0,13.0,8.0,15.0,,morumbi
432935,2022,-23.6266777877491,-46.7567267458264,5,kilometer,345.0,"R$ 5.725,41",31.0,20.0,20.0,14.0,,morumbi
458126,2022,-23.5858174229618,-46.746444770919695,5,kilometer,222.0,"R$ 5.717,15",3.0,10.0,8.0,9.0,,morumbi
432842,2022,-23.6462351708974,-46.758670756917,5,kilometer,583.0,"R$ 5.715,81",24.0,27.0,27.0,36.0,,morumbi
452326,2022,-23.6470241191956,-46.70665651377311,5,kilometer,345.0,"R$ 5.709,45",11.0,14.0,13.0,8.0,,morumbi
452252,2022,-23.6288377328201,-46.69897556022151,5,kilometer,289.0,"R$ 5.698,64",10.0,13.0,12.0,12.0,,morumbi
458145,2022,-23.5863325609752,-46.7293105416702,5,kilometer,320.0,"R$ 5.694,99",7.0,28.0,20.0,15.0,,morumbi
430879,2022,-23.5788029340428,-46.73283326585351,5,kilometer,253.0,"R$ 5.680,10",4.0,19.0,20.0,10.0,,morumbi
463605,2022,-23.6049009046132,-46.77181173544791,5,kilometer,787.0,"R$ 5.677,41",30.0,51.0,30.0,40.0,,morumbi
463807,2022,-23.6101929375428,-46.76791039226529,5,kilometer,491.0,"R$ 5.671,78",30.0,20.0,33.0,27.0,,morumbi
445683,2022,-23.651702643054,-46.747151240772304,5,kilometer,187.0,"R$ 5.658,60",24.0,9.0,10.0,4.0,,morumbi
463796,2022,-23.6173016468221,-46.77502473168249,5,kilometer,439.0,"R$ 5.649,01",28.0,33.0,31.0,31.0,,morumbi
432782,2022,-23.6428283429693,-46.7677013796968,5,kilometer,712.0,"R$ 5.646,62",41.0,42.0,37.0,31.0,,morumbi
458232,2022,-23.5928282237532,-46.75748308946471,5,kilometer,309.0,"R$ 5.625,00",23.0,18.0,24.0,23.0,,morumbi
463458,2022,-23.6111485121893,-46.7672154148076,5,kilometer,519.0,"R$ 5.621,51",30.0,43.0,32.0,35.0,,morumbi
450154,2022,-23.5901176379503,-46.7703767642314,5,kilometer,263.0,"R$ 5.620,48",4.0,10.0,6.0,13.0,,morumbi
458258,2022,-23.5893659406962,-46.7312069993164,5,kilometer,442.0,"R$ 5.580,33",16.0,13.0,12.0,18.0,,morumbi
463433,2022,-23.6057681501856,-46.750674586618096,5,kilometer,436.0,"R$ 5.568,17",15.0,19.0,22.0,28.0,,morumbi
452294,2022,-23.6510495913344,-46.7174003554866,5,kilometer,375.0,"R$ 5.545,47",7.0,14.0,7.0,12.0,,morumbi
445446,2022,-23.6518720326642,-46.7494552273854,5,kilometer,633.0,"R$ 5.536,09",30.0,28.0,36.0,38.0,,morumbi
432528,2022,-23.6451577487148,-46.7566130891255,5,kilometer,721.0,"R$ 5.532,24",25.0,37.0,50.0,57.0,,morumbi
458267,2022,-23.5966942393578,-46.727360132346,5,kilometer,281.0,"R$ 5.530,19",10.0,12.0,16.0,15.0,,morumbi
432896,2022,-23.6183234779714,-46.756284911487,5,kilometer,204.0,"R$ 5.526,87",9.0,13.0,11.0,13.0,,morumbi
430855,2022,-23.580727789701,-46.7408025979092,5,kilometer,206.0,"R$ 5.524,38",6.0,4.0,7.0,12.0,,morumbi
458172,2022,-23.5951974631535,-46.74219512371111,5,kilometer,179.0,"R$ 5.519,42",3.0,5.0,6.0,13.0,,morumbi
450215,2022,-23.5912354083325,-46.7641098923085,5,kilometer,400.0,"R$ 5.518,33",22.0,20.0,14.0,17.0,,morumbi
