id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total,unidade
455319,2022,-23.6201796802803,-46.7370824719652,5,kilometer,178.0,"R$ 25.049,27",7.0,6.0,5.0,9.0,27.0,morumbi
447281,2022,-23.5952637930235,-46.696203926430094,5,kilometer,153.0,"R$ 24.302,81",4.0,4.0,11.0,7.0,26.0,morumbi
447282,2022,-23.5921011313398,-46.701562512038,5,kilometer,204.0,"R$ 24.384,49",,8.0,6.0,11.0,25.0,morumbi
447284,2022,-23.5886685882691,-46.6978956700323,5,kilometer,162.0,"R$ 31.177,78",,0.0,8.0,15.0,23.0,morumbi
447285,2022,-23.591001236129,-46.6949932058112,5,kilometer,190.0,"R$ 25.539,47",4.0,3.0,8.0,7.0,22.0,morumbi
455487,2022,-23.6342294650082,-46.7250686178666,5,kilometer,293.0,"R$ 24.477,72",6.0,8.0,,3.0,17.0,morumbi
447271,2022,-23.5918691648679,-46.71011229144,5,kilometer,213.0,"R$ 23.781,71",,,9.0,,,morumbi
441456,2022,-23.6072668685673,-46.6959264161794,5,kilometer,309.0,"R$ 23.757,05",26.0,10.0,10.0,8.0,,morumbi
458362,2022,-23.6022107983111,-46.7249669608303,5,kilometer,233.0,"R$ 23.740,29",10.0,12.0,14.0,15.0,,morumbi
455401,2022,-23.6257996379984,-46.720642908339904,5,kilometer,293.0,"R$ 23.700,98",26.0,30.0,23.0,17.0,,morumbi
441484,2022,-23.6123126695787,-46.6915740308529,5,kilometer,427.0,"R$ 23.652,20",32.0,46.0,33.0,21.0,,morumbi
441534,2022,-23.6201913221055,-46.6973635300256,5,kilometer,126.0,"R$ 23.545,92",,,,,,morumbi
447301,2022,-23.5910377891918,-46.704610740754,5,kilometer,164.0,"R$ 23.500,09",,6.0,6.0,23.0,,morumbi
452150,2022,-23.6342166489882,-46.7086235572076,5,kilometer,792.0,"R$ 23.468,64",37.0,53.0,50.0,49.0,,morumbi
455498,2022,-23.6274779105843,-46.738472568913295,5,kilometer,237.0,"R$ 23.394,42",18.0,16.0,14.0,17.0,,morumbi
455488,2022,-23.6286060822561,-46.7203952552522,5,kilometer,702.0,"R$ 23.338,27",37.0,34.0,41.0,30.0,,morumbi
455621,2022,-23.6324117299104,-46.7234768789076,5,kilometer,209.0,"R$ 23.306,02",10.0,9.0,25.0,24.0,,morumbi
447283,2022,-23.5961269813356,-46.701992728059295,5,kilometer,174.0,"R$ 23.186,05",4.0,,7.0,10.0,,morumbi
455410,2022,-23.6278617475644,-46.7186521947362,5,kilometer,319.0,"R$ 23.164,63",13.0,15.0,11.0,21.0,,morumbi
447172,2022,-23.5901904430389,-46.7073854524962,5,kilometer,250.0,"R$ 22.974,36",4.0,3.0,6.0,10.0,,morumbi
441452,2022,-23.6107175460334,-46.6903685652938,5,kilometer,173.0,"R$ 22.767,22",13.0,11.0,4.0,9.0,,morumbi
455409,2022,-23.6291831316125,-46.7198059900478,5,kilometer,197.0,"R$ 22.717,19",12.0,12.0,14.0,16.0,,morumbi
