id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total,unidade
447277,2022,"-23.583.810.271.586.800,00","-46.704.236.132.618.700,00",5,kilometer,205.0,"R$ 26.124,55",3.0,4.0,9.0,11.0,27.0,morumbi
455319,2022,"-2.362.017.968.028.030,00","-46.737.082.471.965.200,00",5,kilometer,178.0,"R$ 25.049,27",7.0,6.0,5.0,9.0,27.0,morumbi
447281,2022,"-23.595.263.793.023.500,00","-46.696.203.926.430.100,00",5,kilometer,153.0,"R$ 24.302,81",4.0,4.0,11.0,7.0,26.0,morumbi
447282,2022,"-23.592.101.131.339.800,00","-4.670.156.251.203.800,00",5,kilometer,204.0,"R$ 24.384,49",,8.0,6.0,11.0,25.0,morumbi
447284,2022,"-2.358.866.858.826.910,00","-4.669.789.567.003.230,00",5,kilometer,162.0,"R$ 31.177,78",,0.0,8.0,15.0,23.0,morumbi
447285,2022,"-2.359.100.123.612.900,00","-4.669.499.320.581.120,00",5,kilometer,190.0,"R$ 25.539,47",4.0,3.0,8.0,7.0,22.0,morumbi
455487,2022,"-23.634.229.465.008.200,00","-46.725.068.617.866.600,00",5,kilometer,293.0,"R$ 24.477,72",6.0,8.0,,3.0,17.0,morumbi
447271,2022,"-2.359.186.916.486.790,00","-4.671.011.229.144,00",5,kilometer,213.0,"R$ 23.781,71",,,9.0,,,morumbi
441456,2022,"-23.607.266.868.567.300,00","-46.695.926.416.179.400,00",5,kilometer,309.0,"R$ 23.757,05",26.0,10.0,10.0,8.0,,morumbi
458362,2022,"-23.602.210.798.311.100,00","-4.672.496.696.083.030,00",5,kilometer,233.0,"R$ 23.740,29",10.0,12.0,14.0,15.0,,morumbi
455401,2022,"-23.625.799.637.998.400,00","-46.720.642.908.339.900,00",5,kilometer,293.0,"R$ 23.700,98",26.0,30.0,23.0,17.0,,morumbi
