id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total,CEP,Bairro,Cidade,UF,Logradouro
450699,2022,-23.5784562285739,-46.7461000159869,5,kilometer,247,"4684,42",9.0,10.0,9.0,11.0,,05365-150,Rio Pequeno,São Paulo,São Paulo,Rua  José Xavier de Araújo
458328,2022,-23.6116892094057,-46.7427657882398,5,kilometer,139,"4683,95",5.0,,4.0,6.0,,05639-100,Ferreira,São Paulo,São Paulo,Rua Olimpio Rodrigues da Silva
452160,2022,-23.6537261345606,-46.7125669734271,5,kilometer,443,"4683,18",19.0,15.0,21.0,19.0,,04752-005,Santo Amaro,São Paulo,São Paulo,Rua Amador Bueno
458338,2022,-23.6096781751608,-46.7513356186742,5,kilometer,46,"4681,11",,,0.0,3.0,,05521-400,Ferreira,São Paulo,São Paulo,Avenida João Caiaffa
430885,2022,-23.577531581283,-46.7266695861894,5,kilometer,425,"4676,21",21.0,22.0,16.0,21.0,,05540-020,Caxingui,São Paulo,São Paulo,Rua Doutor Alfredo di Vernieri
458294,2022,-23.5961415847299,-46.74392337248391,5,kilometer,246,"4674,18",9.0,8.0,10.0,6.0,,05520-200,Ferreira,São Paulo,São Paulo,Rua Ivo de Campos Marques
458289,2022,-23.5938749840044,-46.7593229977168,5,kilometer,47,"4673,89",0.0,,,,,05528-200,Jardim Jussara,São Paulo,São Paulo,Rua Bartolomeu Bon
445471,2022,-23.6482214961695,-46.735832300632495,5,kilometer,379,"4670,25",14.0,19.0,20.0,21.0,,05836-350,Jardim São Luís,São Paulo,São Paulo,Travessa Andréa Cima
430820,2022,-23.575113494135,-46.727687291391,5,kilometer,274,"4669,42",4.0,17.0,14.0,7.0,,05539-000,Caxingui,São Paulo,São Paulo,Rua Nicolau Pereira Lima
452242,2022,-23.6490772428669,-46.7084939522077,5,kilometer,167,"4659,44",9.0,6.0,9.0,10.0,,04752-010,Santo Amaro,São Paulo,São Paulo,Rua Engenheiro Tomé Filho
458096,2022,-23.5882964547478,-46.7372968699248,5,kilometer,250,"4658,06",9.0,11.0,9.0,12.0,,05537-000,Vila Sônia,São Paulo,São Paulo,Rua Júlio Rebollo Perez
445625,2022,-23.6466834649904,-46.7384862984468,5,kilometer,451,"4651,65",21.0,20.0,27.0,27.0,,05836-180,Jardim São Luís,São Paulo,São Paulo,Avenida Tomás de Sousa
432617,2022,-23.632838013146,-46.75628406489911,5,kilometer,331,"4645,24",13.0,17.0,11.0,29.0,,05766-290,Campo Limpo,São Paulo,São Paulo,Avenida Andréa Pisano
463948,2022,-23.6016417460232,-46.7691420864258,5,kilometer,597,"4638,32",34.0,45.0,27.0,13.0,,06755-260,Jardim Monte Alegre,Taboão da Serra,São Paulo,
431364,2022,-23.5844609818103,-46.7480162625734,5,kilometer,357,"4631,68",19.0,25.0,18.0,17.0,,05594-010,Butantã,São Paulo,São Paulo,Rodovia Raposo Tavares
458229,2022,-23.5964274802839,-46.75703209982991,5,kilometer,569,"4631,11",24.0,42.0,36.0,34.0,,05528-040,Vila Sônia,São Paulo,São Paulo,Rua Domingos Rodrigues Leal
432889,2022,-23.6165146516514,-46.7567783799093,5,kilometer,371,"4619,1",23.0,25.0,17.0,15.0,,05752-590,Jardim Maria Duarte,São Paulo,São Paulo,Estrada do Campo Limpo
458117,2022,-23.609185388616,-46.7506234487281,5,kilometer,169,"4615,71",4.0,5.0,9.0,10.0,,05521-400,Ferreira,São Paulo,São Paulo,Rua Pinto Serva
431374,2022,-23.5844641327524,-46.7421762916506,5,kilometer,166,"4611,67",7.0,9.0,5.0,8.0,,05594-020,Butantã,São Paulo,São Paulo,Rua Roberto Valentino de Camargo
450125,2022,-23.5941146824252,-46.761872696912896,5,kilometer,453,"4611,02",21.0,25.0,26.0,24.0,,05528-290,Jardim Dracena,São Paulo,São Paulo,
447229,2022,-23.6087552074472,-46.7248797135484,5,kilometer,441,"4610,61",18.0,19.0,30.0,21.0,,05658-070,Morumbi,São Paulo,São Paulo,Rua Antônio Júlio dos Santos
455324,2022,-23.6159512274165,-46.7443202676868,5,kilometer,355,"4601,23",10.0,17.0,18.0,18.0,,05709-020,Vila Andrade,São Paulo,São Paulo,Rua Doutor José Pinto Antunes
463608,2022,-23.6030411444419,-46.7683292350651,5,kilometer,374,"4595,08",18.0,24.0,20.0,16.0,,06755-390,Jardim Monte Alegre,Taboão da Serra,São Paulo,Rua Vitório D'Amico
450774,2022,-23.5773067290112,-46.7442923811723,5,kilometer,305,"4587,07",8.0,18.0,12.0,17.0,,05363-170,Rio Pequeno,São Paulo,São Paulo,Rua Heráchydes d'Ávila Prado
458079,2022,-23.6038049156721,-46.742066109760096,5,kilometer,345,"4576,77",7.0,13.0,21.0,20.0,,05634-020,Ferreira,São Paulo,São Paulo,Rua Ibirapora
432692,2022,-23.6188434239619,-46.7616561888928,5,kilometer,634,"4576,59",33.0,48.0,47.0,25.0,,05784-120,Jardim Maria Duarte,São Paulo,São Paulo,Rua Carubinha
458264,2022,-23.595175548216,-46.7298974192346,5,kilometer,157,"4574,51",6.0,7.0,5.0,12.0,,05624-001,Vila Sônia,São Paulo,São Paulo,Rua Dias Vieira
450182,2022,-23.5934986050343,-46.7678058223148,5,kilometer,685,"4567,28",44.0,49.0,45.0,41.0,,05547-110,Jardim Guaraú,São Paulo,São Paulo,
452277,2022,-23.6372598263123,-46.7141528523502,5,kilometer,378,"4565,12",18.0,9.0,5.0,16.0,,04726-001,Granja Julieta,São Paulo,São Paulo,Rua Dona Aurora Alegretti
445469,2022,-23.6427968261686,-46.746061737115696,5,kilometer,715,"4545,64",32.0,41.0,39.0,36.0,,05777-100,Jardim São Luís,São Paulo,São Paulo,Rua Afonso Mendes de Estrada
450855,2022,-23.5733227992576,-46.7394430736455,5,kilometer,473,"4541,89",15.0,17.0,18.0,33.0,,05588-000,Butantã,São Paulo,São Paulo,Avenida Engenheiro Heitor Antônio Eiras Garcia
463880,2022,-23.6074211830291,-46.7760916557868,5,kilometer,583,"4541,32",14.0,25.0,28.0,41.0,,06757-290,Cidade Intercap,Taboão da Serra,São Paulo,Rua Uruguai
463897,2022,-23.6181239271999,-46.7731650727508,5,kilometer,425,"4534,67",19.0,19.0,31.0,29.0,,06765-000,Jardim Helena,Taboão da Serra,São Paulo,
463632,2022,-23.6141487529875,-46.75960714617511,5,kilometer,65,"4503,88",3.0,3.0,3.0,4.0,,06775-460,Jardim Bontempo,Taboão da Serra,São Paulo,Rua José Pestana
455620,2022,-23.621957109853,-46.7233473530884,5,kilometer,1292,"4500,65",82.0,71.0,45.0,54.0,,05712-040,Vila Andrade,São Paulo,São Paulo,Calçada Partilhada Avenida Hebe Camargo
458168,2022,-23.6002197355408,-46.74984335214,5,kilometer,312,"4496,22",12.0,21.0,19.0,22.0,,06753-000,Vila Sônia,São Paulo,São Paulo,Rua Lauro Freire
430825,2022,-23.5751586768364,-46.7382777106321,5,kilometer,324,"4491,9",7.0,13.0,8.0,14.0,,05589-040,Butantã,São Paulo,São Paulo,Rua Engenheiro Dácio Aguiar de Moraes
458136,2022,-23.5959247446831,-46.7286810397148,5,kilometer,180,"4491,66",8.0,7.0,9.0,11.0,,05624-001,Vila Sônia,São Paulo,São Paulo,Rua Manoel Jacinto
432882,2022,-23.6210294393658,-46.7518500497626,5,kilometer,420,"4489,11",16.0,18.0,19.0,25.0,,05755-150,Jardim Maria Duarte,São Paulo,São Paulo,
432780,2022,-23.6232826971566,-46.7491375329668,5,kilometer,690,"4484,53",66.0,41.0,42.0,30.0,,05734-040,Jardim Maria Duarte,São Paulo,São Paulo,Rua José Roberto Pereira da Silva
430918,2022,-23.5839572978772,-46.7397357461225,5,kilometer,548,"4474,15",19.0,19.0,26.0,28.0,,05594-001,Butantã,São Paulo,São Paulo,Rua Augusto Farina
432954,2022,-23.629069258756,-46.7504724317692,5,kilometer,396,"4459,44",35.0,20.0,13.0,14.0,,05736-040,Jardim Maria Duarte,São Paulo,São Paulo,Rua Clodomiro de Oliveira
432838,2022,-23.6298466622793,-46.7607440319037,5,kilometer,624,"4457,22",54.0,47.0,36.0,35.0,,05757-200,Jardim Maria Duarte,São Paulo,São Paulo,Rua Maria de Loudes Salomão
445681,2022,-23.650992048499,-46.7476915563356,5,kilometer,471,"4456,3",42.0,27.0,27.0,27.0,,05846-410,Jardim São Luís,São Paulo,São Paulo,Rua Santa Archelia
463811,2022,-23.6107938996816,-46.7667796587435,5,kilometer,486,"4455,18",31.0,43.0,35.0,20.0,,06763-015,Chácara Marapuí,Taboão da Serra,São Paulo,
463833,2022,-23.6024799366072,-46.7626333874465,5,kilometer,303,"4449,52",11.0,14.0,9.0,17.0,,06764-160,Parque Assunção,Taboão da Serra,São Paulo,Travessa dos Cravos
445673,2022,-23.6472037086636,-46.750182289376895,5,kilometer,694,"4448,8",26.0,34.0,42.0,42.0,,05846-410,Jardim São Luís,São Paulo,São Paulo,Rua Cuatiara
458174,2022,-23.5957604480278,-46.734979886763,5,kilometer,322,"4437,17",10.0,10.0,15.0,17.0,,05626-000,Vila Sônia,São Paulo,São Paulo,Rua Guanás
455661,2022,-23.6247202316908,-46.7450660450996,5,kilometer,578,"4432,37",44.0,22.0,21.0,28.0,,05734-140,Vila Andrade,São Paulo,São Paulo,Rua Christian Berard
432781,2022,-23.6423894207505,-46.7692000399598,5,kilometer,579,"4426,72",18.0,31.0,33.0,51.0,,05794-400,Campo Limpo,São Paulo,São Paulo,Rua Jacob Medeiros de Miranda
463879,2022,-23.6069714286621,-46.7775518375426,5,kilometer,279,"4405,65",7.0,14.0,17.0,13.0,,06757-290,Cidade Intercap,Taboão da Serra,São Paulo,Rua Rio de Janeiro
463907,2022,-23.6212938822603,-46.7663173608338,5,kilometer,299,"4400,77",20.0,16.0,23.0,16.0,,06764-390,Parque Albina,Taboão da Serra,São Paulo,
463670,2022,-23.606510623414,-46.7553287630051,5,kilometer,106,"4378,79",3.0,5.0,0.0,3.0,,06754-220,Centro,Taboão da Serra,São Paulo,Rua Rafael Jurado Neves
458222,2022,-23.61422761207,-46.7427023899316,5,kilometer,510,"4377,02",15.0,13.0,19.0,24.0,,05711-001,Ferreira,São Paulo,São Paulo,Rua Doutor Luiz Migliano
458198,2022,-23.5942380660125,-46.7323190980803,5,kilometer,248,"4372,22",3.0,10.0,7.0,15.0,,05521-000,Vila Sônia,São Paulo,São Paulo,Rua Grauçá
452193,2022,-23.6439057686404,-46.713564903179694,5,kilometer,640,"4361,49",23.0,28.0,24.0,33.0,,04727-001,Granja Julieta,São Paulo,São Paulo,Rua Joaquim dos Reis
455650,2022,-23.6334175427183,-46.7407870727633,5,kilometer,565,"4352,31",35.0,33.0,31.0,20.0,,05776-340,Vila Andrade,São Paulo,São Paulo,Rua Maria José da Conceição
463463,2022,-23.6090622229652,-46.767828458471904,5,kilometer,500,"4341,02",21.0,33.0,44.0,33.0,,06768-000,Chácara Marapuí,Taboão da Serra,São Paulo,
463654,2022,-23.600934882713,-46.7668879195968,5,kilometer,452,"4338,75",21.0,25.0,29.0,27.0,,06754-160,Jardim Monte Alegre,Taboão da Serra,São Paulo,Rua Francisco Perez
432789,2022,-23.6407897372709,-46.7691462159198,5,kilometer,605,"4336,06",45.0,47.0,36.0,25.0,,05794-400,Campo Limpo,São Paulo,São Paulo,
450083,2022,-23.5926833614444,-46.7714047167835,5,kilometer,445,"4331,99",12.0,15.0,24.0,22.0,,05547-050,Jardim Guaraú,São Paulo,São Paulo,Rua José Casas Garcia
458119,2022,-23.5950240651496,-46.756515220387,5,kilometer,314,"4318,98",17.0,11.0,15.0,19.0,,05528-040,Vila Sônia,São Paulo,São Paulo,Rua Rafael Ferrari
463905,2022,-23.6214360249002,-46.7668915964755,5,kilometer,327,"4316,37",25.0,28.0,18.0,23.0,,05785-180,Jardim Helena,Taboão da Serra,São Paulo,Rua César Simões
463456,2022,-23.6198798887574,-46.76620212490951,5,kilometer,489,"4315,26",25.0,27.0,36.0,33.0,,06764-390,Parque Albina,Taboão da Serra,São Paulo,
430833,2022,-23.5746948364965,-46.7221907193544,5,kilometer,138,"4298,98",3.0,4.0,,4.0,,05540-030,Caxingui,São Paulo,São Paulo,Rua José Maria Cerdeira Diz
432743,2022,-23.6415056424871,-46.7550127532069,5,kilometer,686,"4283,0",36.0,44.0,38.0,37.0,,05763-450,Campo Limpo,São Paulo,São Paulo,Rua James Ensor
445618,2022,-23.6441090278891,-46.7423937064872,5,kilometer,304,"4273,98",13.0,7.0,12.0,15.0,,05777-100,Jardim São Luís,São Paulo,São Paulo,Rua Doutor André Brenha Ribeiro
432463,2022,-23.6315560742221,-46.7605924987922,5,kilometer,570,"4258,63",37.0,36.0,36.0,47.0,,05767-470,Campo Limpo,São Paulo,São Paulo,
452306,2022,-23.6435925675772,-46.7169080863634,5,kilometer,267,"4254,91",11.0,11.0,12.0,13.0,,04727-001,Granja Julieta,São Paulo,São Paulo,Rua Anhembi
432583,2022,-23.6377259457012,-46.751641393833104,5,kilometer,410,"4252,03",18.0,19.0,25.0,24.0,,05776-340,Campo Limpo,São Paulo,São Paulo,Rua Antônio Domingues Galera
463602,2022,-23.6015769930951,-46.7729574734334,5,kilometer,448,"4249,22",14.0,24.0,34.0,22.0,,05576-100,Jardim Monte Alegre,Taboão da Serra,São Paulo,Rua Ametista
432790,2022,-23.6413038719055,-46.7687757673348,5,kilometer,361,"4246,06",15.0,26.0,25.0,14.0,,05794-400,Campo Limpo,São Paulo,São Paulo,
430877,2022,-23.5739751012163,-46.728887335786496,5,kilometer,237,"4244,47",5.0,8.0,4.0,16.0,,05587-160,Caxingui,São Paulo,São Paulo,Rua Professor Vicente Peixoto
458333,2022,-23.5936143371122,-46.74641676388529,5,kilometer,379,"4242,86",15.0,19.0,21.0,19.0,,05528-000,Jardim Jussara,São Paulo,São Paulo,Rua Canindezinho
463613,2022,-23.6024976261911,-46.7670361498832,5,kilometer,427,"4232,48",20.0,24.0,33.0,32.0,,06755-260,Jardim Monte Alegre,Taboão da Serra,São Paulo,Avenida José André de Moraes
433421,2022,-23.6413960848905,-46.76271668834951,5,kilometer,532,"4220,1",30.0,39.0,58.0,45.0,,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Simão Rodrigues Henriques
432953,2022,-23.6293303271139,-46.7507024848984,5,kilometer,422,"4215,03",32.0,25.0,22.0,16.0,,05736-040,Campo Limpo,São Paulo,São Paulo,Rua Carlos Magalhães
431390,2022,-23.5815162747911,-46.74865863299591,5,kilometer,263,"4209,99",15.0,9.0,10.0,7.0,,05596-030,Butantã,São Paulo,São Paulo,Rua Antônio de Almeida Naves
463607,2022,-23.6055148124832,-46.7669877463936,5,kilometer,177,"4202,95",0.0,12.0,4.0,14.0,,06755-390,Jardim Monte Alegre,Taboão da Serra,São Paulo,Rua Maria Mari
432890,2022,-23.6168046375371,-46.7563602001688,5,kilometer,382,"4187,26",14.0,33.0,19.0,19.0,,05755-080,Jardim Maria Duarte,São Paulo,São Paulo,
458072,2022,-23.6014114144163,-46.7383425610985,5,kilometer,259,"4181,39",10.0,5.0,9.0,14.0,,05520-200,Ferreira,São Paulo,São Paulo,Rua José Pedro do Amaral
432845,2022,-23.6186861367703,-46.7543244657474,5,kilometer,541,"4173,65",12.0,24.0,29.0,28.0,,05755-090,Jardim Maria Duarte,São Paulo,São Paulo,Rua Jaracatia
463665,2022,-23.605047825999,-46.7620037660456,5,kilometer,255,"4161,96",14.0,9.0,13.0,10.0,,06764-160,Parque Assunção,Taboão da Serra,São Paulo,Praça Miguel Ortega
431376,2022,-23.5836768455672,-46.7431573237435,5,kilometer,645,"4153,03",22.0,30.0,32.0,40.0,,05594-020,Butantã,São Paulo,São Paulo,Rua Roberto Valentino de Camargo
458286,2022,-23.6015390300148,-46.7509907865622,5,kilometer,232,"4150,02",7.0,12.0,12.0,14.0,,05525-050,Ferreira,São Paulo,São Paulo,Rua Sargento Estanislau Custódio
452245,2022,-23.6481467735633,-46.7104850499784,5,kilometer,826,"4137,98",31.0,30.0,30.0,42.0,,04724-001,Granja Julieta,São Paulo,São Paulo,Rua Barão do Rio Branco
463564,2022,-23.6160444632839,-46.7665632731086,5,kilometer,493,"4132,44",22.0,30.0,27.0,27.0,,06764-390,Parque Albina,Taboão da Serra,São Paulo,Rua Frederico Fiedler
432840,2022,-23.6186041652808,-46.759501187046,5,kilometer,275,"4122,23",11.0,18.0,9.0,16.0,,05784-160,Jardim Maria Duarte,São Paulo,São Paulo,Estrada Velha de Itapecerica
458332,2022,-23.5923031825468,-46.7444852514394,5,kilometer,643,"4115,28",28.0,32.0,28.0,39.0,,05541-000,Vila Sônia,São Paulo,São Paulo,Rua Jacinto Ribeiro
463957,2022,-23.6081492265109,-46.7567044810947,5,kilometer,507,"4103,85",19.0,13.0,10.0,19.0,,06754-070,Centro,Taboão da Serra,São Paulo,Rua Ernesto Capelari
450635,2022,-23.5778946461398,-46.7548343025908,5,kilometer,850,"4096,63",28.0,41.0,40.0,54.0,,05368-020,Rio Pequeno,São Paulo,São Paulo,Rua Doutor José de Martini
445412,2022,-23.6549467615221,-46.7483998565018,5,kilometer,436,"4095,11",21.0,25.0,31.0,32.0,,05847-000,Jardim São Luís,São Paulo,São Paulo,Avenida Jacobus Baldi
432571,2022,-23.6326875505398,-46.7746649228913,5,kilometer,777,"4075,92",43.0,49.0,31.0,47.0,,05788-290,Campo Limpo,São Paulo,São Paulo,Rua Professor Conrado de Deo
458275,2022,-23.6106522600227,-46.7493724172858,5,kilometer,483,"4064,31",12.0,12.0,19.0,22.0,,05741-170,Ferreira,São Paulo,São Paulo,Rua Engenheiro Saraiva de Oliveira
432888,2022,-23.6251792799272,-46.7578182840632,5,kilometer,385,"4060,81",16.0,16.0,19.0,30.0,,05755-150,Jardim Maria Duarte,São Paulo,São Paulo,Rua Gervásio dos Santos
432449,2022,-23.629184717233,-46.766855933105,5,kilometer,240,"4056,43",8.0,8.0,6.0,13.0,,06765-165,Campo Limpo,São Paulo,São Paulo,Rua Roberto Sampaio Penna
463814,2022,-23.6090713488256,-46.764642171517,5,kilometer,9,"4056,25",0.0,0.0,0.0,0.0,,06763-015,Chácara Marapuí,Taboão da Serra,São Paulo,Avenida José Dini
445454,2022,-23.6491893004303,-46.7452182400334,5,kilometer,716,"4052,53",29.0,45.0,42.0,40.0,,05842-070,Jardim São Luís,São Paulo,São Paulo,Rua Manoel Froes
458190,2022,-23.5965374276777,-46.7549241151358,5,kilometer,415,"4042,24",13.0,18.0,22.0,18.0,,05528-040,Vila Sônia,São Paulo,São Paulo,Rua João Gomes Barbosa
432947,2022,-23.6205529676124,-46.7592019066064,5,kilometer,526,"4037,74",16.0,21.0,19.0,26.0,,05787-000,Jardim Maria Duarte,São Paulo,São Paulo,Estrada do Campo Limpo
463950,2022,-23.6178799787047,-46.773785465413,5,kilometer,250,"4036,93",9.0,15.0,17.0,21.0,,06765-000,Jardim Helena,Taboão da Serra,São Paulo,
463668,2022,-23.6047260199602,-46.75152228619631,5,kilometer,396,"4033,72",17.0,24.0,21.0,26.0,,06753-010,Centro,Taboão da Serra,São Paulo,Rua Mendes Filho
463742,2022,-23.599838440668,-46.7611268296546,5,kilometer,667,"4029,1",40.0,34.0,41.0,44.0,,06755-020,Parque Assunção,Taboão da Serra,São Paulo,Rua Salvador Peluso Basile
445623,2022,-23.6419946582182,-46.74273352087791,5,kilometer,160,"4026,53",5.0,6.0,3.0,5.0,,05777-100,Vila Andrade,São Paulo,São Paulo,Avenida das Belezas
458155,2022,-23.6003666710191,-46.739902618515295,5,kilometer,159,"4022,95",,6.0,7.0,6.0,,05520-200,Vila Sônia,São Paulo,São Paulo,Rua Luís Araújo Faria
458120,2022,-23.5955516505222,-46.759559721227,5,kilometer,453,"4017,49",17.0,26.0,25.0,20.0,,05528-200,Jardim Jussara,São Paulo,São Paulo,Rua Daniele Crespi
463703,2022,-23.6036813440494,-46.7561874678588,5,kilometer,457,"4014,32",26.0,26.0,25.0,34.0,,06753-170,Centro,Taboão da Serra,São Paulo,Rua Maria Simão Silva
458160,2022,-23.6007438371393,-46.739180244027104,5,kilometer,406,"4013,83",20.0,13.0,20.0,15.0,,05520-200,Ferreira,São Paulo,São Paulo,Rua Professor Dias Castejon
452162,2022,-23.6416875880885,-46.7157264812,5,kilometer,409,"4011,6",13.0,11.0,14.0,21.0,,04727-001,Granja Julieta,São Paulo,São Paulo,Avenida Arquiteto Carlos Bratke
432948,2022,-23.6192533284997,-46.7591281065964,5,kilometer,376,"4005,67",24.0,20.0,23.0,18.0,,05784-160,Jardim Maria Duarte,São Paulo,São Paulo,Estrada Velha de Itapecerica
450082,2022,-23.5910178568149,-46.7704183237544,5,kilometer,481,"4005,24",20.0,25.0,21.0,27.0,,05547-080,Jardim Guaraú,São Paulo,São Paulo,Rua João Vieira Filho
445465,2022,-23.6467448883763,-46.7372061127363,5,kilometer,374,"3999,08",8.0,14.0,23.0,16.0,,05836-350,Jardim São Luís,São Paulo,São Paulo,Avenida Tomás de Sousa
463722,2022,-23.6077816079415,-46.77219162646271,5,kilometer,299,"3994,11",11.0,9.0,16.0,25.0,,06768-000,Cidade Intercap,Taboão da Serra,São Paulo,Rua México
458154,2022,-23.6001135836793,-46.7403844085358,5,kilometer,165,"3989,85",3.0,3.0,3.0,5.0,,05520-200,Vila Sônia,São Paulo,São Paulo,Rua Major Luis Fonseca
430900,2022,-23.5755709959322,-46.7199377639882,5,kilometer,215,"3987,56",5.0,3.0,3.0,9.0,,05540-000,Caxingui,São Paulo,São Paulo,Rua Martinho Claro
463633,2022,-23.6115191574484,-46.7591290145026,5,kilometer,268,"3985,7",7.0,14.0,15.0,16.0,,06763-190,Jardim Bontempo,Taboão da Serra,São Paulo,Rua Elizabetta Lips
447231,2022,-23.6102659848013,-46.725320468415696,5,kilometer,392,"3984,64",15.0,17.0,24.0,24.0,,05659-020,Morumbi,São Paulo,São Paulo,Rua Pasquale Gallupi
452304,2022,-23.6410139546187,-46.721187004712,5,kilometer,167,"3973,29",4.0,6.0,8.0,10.0,,04727-002,Santo Amaro,São Paulo,São Paulo,Rua Caiará
432926,2022,-23.6303829276933,-46.747933077767,5,kilometer,607,"3971,2",40.0,47.0,29.0,32.0,,05736-040,Campo Limpo,São Paulo,São Paulo,Rua Clodomiro de Oliveira
463671,2022,-23.6078609152172,-46.7549808225236,5,kilometer,303,"3969,97",10.0,6.0,13.0,12.0,,06754-070,Centro,Taboão da Serra,São Paulo,Rua Ernesto Capelari
458194,2022,-23.5965986982644,-46.7502759314378,5,kilometer,256,"3961,05",12.0,15.0,24.0,8.0,,05528-000,Vila Sônia,São Paulo,São Paulo,Rua Edvard Carmilo
463699,2022,-23.6005787676963,-46.7595510840907,5,kilometer,476,"3960,35",24.0,30.0,23.0,26.0,,05525-060,Parque Assunção,Taboão da Serra,São Paulo,Rua Edilia Souza Lima
452328,2022,-23.6276429441154,-46.705736500059295,5,kilometer,104,"3959,66",4.0,,4.0,7.0,,04714-002,Chácara Santo Antônio,São Paulo,São Paulo,Rua Joaquim de Andrade
450776,2022,-23.5766502289621,-46.748056532002494,5,kilometer,501,"3946,37",19.0,29.0,22.0,33.0,,05365-040,Rio Pequeno,São Paulo,São Paulo,Rua Prado Valadares
431391,2022,-23.5819488369061,-46.7468061533382,5,kilometer,345,"3933,5",13.0,16.0,14.0,22.0,,05596-000,Butantã,São Paulo,São Paulo,
458071,2022,-23.6005868347227,-46.7364222193036,5,kilometer,526,"3932,29",29.0,31.0,34.0,33.0,,05625-050,Ferreira,São Paulo,São Paulo,Rua Engenheiro Camargo Fidelis
450681,2022,-23.5833995925638,-46.754915641629,5,kilometer,472,"3930,44",20.0,25.0,23.0,34.0,,05564-000,Rio Pequeno,São Paulo,São Paulo,Rua Antônio José do Amaral
432897,2022,-23.6200424305976,-46.757431742730304,5,kilometer,165,"3930,0",3.0,4.0,,6.0,,05784-160,Jardim Maria Duarte,São Paulo,São Paulo,Estrada do Campo Limpo
463949,2022,-23.6184475491179,-46.773761945815295,5,kilometer,484,"3924,79",16.0,23.0,25.0,33.0,,06765-000,Jardim Helena,Taboão da Serra,São Paulo,
432631,2022,-23.6234351855459,-46.754719421890094,5,kilometer,378,"3899,94",19.0,20.0,22.0,18.0,,05755-150,Jardim Maria Duarte,São Paulo,São Paulo,Rua Coatinga
445494,2022,-23.652390636286,-46.7405353978323,5,kilometer,608,"3897,54",30.0,30.0,40.0,29.0,,05843-310,Jardim São Luís,São Paulo,São Paulo,Rua Geraldo Pires dos Santos Gonçalves
432903,2022,-23.6438986817912,-46.767618254863,5,kilometer,402,"3897,04",10.0,16.0,29.0,25.0,,05794-400,Campo Limpo,São Paulo,São Paulo,Rua Jacob Medeiros de Miranda
458137,2022,-23.5977094712012,-46.72719122498391,5,kilometer,250,"3893,64",5.0,13.0,6.0,15.0,,05624-001,Vila Sônia,São Paulo,São Paulo,Rua Rui Pinto
455663,2022,-23.640094383562,-46.7393377894683,5,kilometer,1691,"3883,02",111.0,95.0,97.0,74.0,,05777-100,Vila Andrade,São Paulo,São Paulo,Travessa de Pedestres Josefina Vaders
430851,2022,-23.5883480160037,-46.7350355531977,5,kilometer,183,"3879,97",9.0,,7.0,12.0,,05537-000,Butantã,São Paulo,São Paulo,Rua Junta Mizumoto
432884,2022,-23.6191124031596,-46.7532475323471,5,kilometer,324,"3870,58",7.0,13.0,11.0,15.0,,05755-090,Jardim Maria Duarte,São Paulo,São Paulo,
458230,2022,-23.594632496715,-46.7586987465636,5,kilometer,262,"3854,43",5.0,14.0,15.0,13.0,,05528-220,Jardim Jussara,São Paulo,São Paulo,Rua Berlinghieri
458102,2022,-23.6016728796059,-46.7313825904078,5,kilometer,398,"3854,35",16.0,26.0,19.0,15.0,,05629-900,Vila Sônia,São Paulo,São Paulo,Rua Jorge Alves Ferreira
458088,2022,-23.6030764398915,-46.7344211784906,5,kilometer,393,"3852,89",23.0,30.0,28.0,23.0,,05625-170,Vila Sônia,São Paulo,São Paulo,Rua Edmundo de Amicis
463615,2022,-23.6097186847153,-46.7545338313806,5,kilometer,149,"3852,48",,6.0,3.0,10.0,,06754-050,Centro,Taboão da Serra,São Paulo,Avenida Caetano Barrella
463885,2022,-23.6056581943675,-46.776385357052,5,kilometer,421,"3846,89",14.0,25.0,25.0,26.0,,05576-100,Cidade Intercap,Taboão da Serra,São Paulo,Rua Chile
458070,2022,-23.5985468798495,-46.738314539366094,5,kilometer,295,"3812,81",14.0,15.0,13.0,12.0,,05520-200,Vila Sônia,São Paulo,São Paulo,Rua Luís Araújo Faria
458189,2022,-23.6001003894647,-46.7527262027034,5,kilometer,471,"3801,13",14.0,30.0,23.0,26.0,,05527-000,Vila Sônia,São Paulo,São Paulo,Rua Natal Pigassi
450745,2022,-23.5780829112512,-46.749938308647295,5,kilometer,201,"3800,19",8.0,12.0,12.0,9.0,,05364-000,Rio Pequeno,São Paulo,São Paulo,Rua Antônio Santiago
458163,2022,-23.6029359671273,-46.73691276389111,5,kilometer,322,"3789,25",11.0,13.0,13.0,20.0,,05625-050,Ferreira,São Paulo,São Paulo,Avenida Claudio Franchi
434085,2022,-23.651130692042,-46.753524187066894,5,kilometer,514,"3777,75",32.0,22.0,18.0,21.0,,05780-390,Capão Redondo,São Paulo,São Paulo,Travessa Banco do Brasil
432630,2022,-23.6210266819657,-46.755652191330704,5,kilometer,614,"3774,11",24.0,29.0,34.0,32.0,,05755-090,Jardim Maria Duarte,São Paulo,São Paulo,Rua Itamanduaba
458186,2022,-23.6033116975504,-46.7489471723437,5,kilometer,288,"3771,53",10.0,8.0,10.0,11.0,,05525-050,Ferreira,São Paulo,São Paulo,Avenida Pirajussara
