id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total,CEP,Bairro,Cidade,UF,Logradouro
455448,2022,-23.6293117742911,-46.74081821722,5,kilometer,241,"11844,56",7.0,13.0,8.0,14.0,,05734-150,Vila Andrade,São Paulo,São Paulo,Rua Cidade de Rio Pardo
441531,2022,-23.620509884848,-46.69554848418289,5,kilometer,196,"11842,38",6.0,,3.0,8.0,,04703-003,Brooklin Novo,São Paulo,São Paulo,Rua Doutor Pascoal Imperatriz
458373,2022,-23.5916373598696,-46.7381325195471,5,kilometer,453,"11833,5",21.0,23.0,22.0,17.0,,05522-030,Vila Sônia,São Paulo,São Paulo,Avenida Eliseu de Almeida
431333,2022,-23.5827764287287,-46.7360165102679,5,kilometer,194,"11826,59",5.0,8.0,11.0,15.0,,05593-010,Butantã,São Paulo,São Paulo,Rua Poetisa Colombina
458250,2022,-23.5861790265515,-46.7391923643276,5,kilometer,348,"11812,57",21.0,20.0,14.0,9.0,,05537-000,Vila Sônia,São Paulo,São Paulo,Rua Edson Bona
455629,2022,-23.62334342804,-46.7263065493774,5,kilometer,392,"11790,69",12.0,21.0,14.0,11.0,,05712-040,Vila Andrade,São Paulo,São Paulo,Rua Coronel Francisco de Oliveira Simões
447217,2022,-23.6096951092362,-46.717345567256494,5,kilometer,132,"11789,36",,11.0,9.0,5.0,,05690-080,Morumbi,São Paulo,São Paulo,Rua Professor Luciano Gualberto
458193,2022,-23.5880139971771,-46.7509588365798,5,kilometer,540,"11754,71",31.0,34.0,42.0,19.0,,05577-200,Jardim Jussara,São Paulo,São Paulo,Rodovia Raposo Tavares
452153,2022,-23.6276740640279,-46.6945692755715,5,kilometer,551,"11744,35",23.0,24.0,21.0,15.0,,04710-010,Chácara Santo Antônio,São Paulo,São Paulo,Rua Thomas Deloney
458253,2022,-23.5875922163629,-46.7401390588628,5,kilometer,241,"11738,04",3.0,13.0,11.0,14.0,,05537-000,Vila Sônia,São Paulo,São Paulo,Rua Trajano Reis
447269,2022,-23.5890956017276,-46.7206646217884,5,kilometer,120,"11732,55",3.0,,3.0,5.0,,05616-110,Morumbi,São Paulo,São Paulo,Rua Professor Arnaldo Laurindo
455360,2022,-23.6181234875489,-46.7367353632479,5,kilometer,171,"11731,45",5.0,7.0,11.0,7.0,,05641-060,Paraisópolis,São Paulo,São Paulo,Rua Domingos Lopes da Silva
455432,2022,-23.6144839318154,-46.7307633031788,5,kilometer,154,"11727,66",6.0,5.0,6.0,16.0,,05663-020,Paraisópolis,São Paulo,São Paulo,Rua Afonso dos Santos
455500,2022,-23.6299970611329,-46.7424164990086,5,kilometer,444,"11708,25",43.0,26.0,12.0,13.0,,05734-150,Vila Andrade,São Paulo,São Paulo,Rua Nélson Gama de Oliveira
458295,2022,-23.5980739037931,-46.742128599846,5,kilometer,553,"11702,0",43.0,16.0,10.0,22.0,,05520-200,Vila Sônia,São Paulo,São Paulo,Rua Senhor Bom Jesus dos Passos
458141,2022,-23.6128954744245,-46.7313987955962,5,kilometer,462,"11694,59",14.0,18.0,22.0,13.0,,05663-020,Vila Sônia,São Paulo,São Paulo,Rua Manoel Antônio Pinto
450276,2022,-23.5858455109968,-46.7646946873311,5,kilometer,437,"11667,11",24.0,40.0,30.0,21.0,,05545-080,Jardim Dracena,São Paulo,São Paulo,
458307,2022,-23.5862496083949,-46.744601766116304,5,kilometer,630,"11656,24",44.0,35.0,32.0,23.0,,05541-000,Vila Sônia,São Paulo,São Paulo,Avenida Albert Bartholomé
458181,2022,-23.6098116193238,-46.7422078413092,5,kilometer,191,"11634,26",5.0,8.0,6.0,7.0,,05639-100,Ferreira,São Paulo,São Paulo,Rua Paulo Sérgio de Macedo
447251,2022,-23.6119260168721,-46.7050571656752,5,kilometer,326,"11620,31",17.0,15.0,11.0,9.0,,05684-080,Morumbi,São Paulo,São Paulo,Avenida Barão de Monte Mor
455533,2022,-23.6300834998199,-46.7395481997306,5,kilometer,557,"11599,54",46.0,47.0,24.0,25.0,,05727-160,Vila Andrade,São Paulo,São Paulo,Rua Nélson Gama de Oliveira
452247,2022,-23.6356685561314,-46.7107975109452,5,kilometer,449,"11564,02",23.0,12.0,16.0,12.0,,04726-001,Granja Julieta,São Paulo,São Paulo,Rua Antônio Marques Esteves
455373,2022,-23.6225151474722,-46.7357848278627,5,kilometer,250,"11534,31",10.0,15.0,12.0,9.0,,05642-001,Vila Andrade,São Paulo,São Paulo,Rua Marcus Pereira
455618,2022,-23.6331076196806,-46.7383057931656,5,kilometer,273,"11494,69",20.0,8.0,11.0,11.0,,05718-300,Vila Andrade,São Paulo,São Paulo,Rua Carvalho de Freitas
452210,2022,-23.6430386384211,-46.7018305090766,5,kilometer,271,"11480,74",8.0,11.0,15.0,11.0,,04724-000,Santo Amaro,São Paulo,São Paulo,Avenida João Dias
452343,2022,-23.6257134089554,-46.6943142642608,5,kilometer,284,"11476,97",15.0,10.0,11.0,3.0,,04710-010,Jardim Petrópolis,São Paulo,São Paulo,Rua Diogo de Quadros
455501,2022,-23.6295322280209,-46.743169914070094,5,kilometer,418,"11454,63",38.0,17.0,18.0,13.0,,05734-150,Vila Andrade,São Paulo,São Paulo,Rua Nélson Gama de Oliveira
455652,2022,-23.6312084866701,-46.7388274786499,5,kilometer,324,"11439,05",23.0,11.0,8.0,6.0,,05734-150,Vila Andrade,São Paulo,São Paulo,Rua Chapada Velha
455342,2022,-23.6242038263292,-46.735730816551,5,kilometer,270,"11437,33",11.0,9.0,16.0,12.0,,05725-050,Vila Andrade,São Paulo,São Paulo,Rua Charles Spencer Chaplin
458369,2022,-23.6082742011301,-46.7483815613589,5,kilometer,567,"11434,22",51.0,41.0,20.0,29.0,,05521-400,Ferreira,São Paulo,São Paulo,Rua José Novais
455427,2022,-23.6242332934375,-46.73308865090689,5,kilometer,321,"11433,79",14.0,8.0,8.0,8.0,,05725-050,Vila Andrade,São Paulo,São Paulo,Rua Iupeba
455366,2022,-23.6174074792569,-46.7330352751642,5,kilometer,182,"11383,16",3.0,4.0,10.0,8.0,,05642-000,Paraisópolis,São Paulo,São Paulo,Rua Doutor James Ferraz Alvim
452194,2022,-23.6408566243873,-46.6975971246809,5,kilometer,402,"11368,74",18.0,23.0,16.0,21.0,,04738-000,Santo Amaro,São Paulo,São Paulo,Avenida Adolfo Pinheiro
455450,2022,-23.6285095417329,-46.7317511110032,5,kilometer,353,"11290,63",13.0,17.0,18.0,14.0,,05715-010,Vila Andrade,São Paulo,São Paulo,Rua Deputado João Sussumu Hirata
458298,2022,-23.5963662079109,-46.7403105738304,5,kilometer,360,"11202,63",22.0,11.0,8.0,12.0,,05520-200,Vila Sônia,São Paulo,São Paulo,Avenida Professor Francisco Morato
447286,2022,-23.5862544603538,-46.718065725621,5,kilometer,72,"11177,39",3.0,,,4.0,,05615-000,Morumbi,São Paulo,São Paulo,Rua José Jannarelli
455405,2022,-23.6227127324813,-46.7174081077694,5,kilometer,250,"11157,1",9.0,11.0,21.0,12.0,,05693-000,Paraisópolis,São Paulo,São Paulo,Rua Pio V
441604,2022,-23.6089656872192,-46.6914215728046,5,kilometer,323,"11140,61",10.0,16.0,6.0,9.0,,04566-062,Brooklin Novo,São Paulo,São Paulo,Rua Flórida
447188,2022,-23.5873454984164,-46.7177448702493,5,kilometer,295,"11114,69",12.0,9.0,14.0,13.0,,05615-000,Morumbi,São Paulo,São Paulo,Rua José Jannarelli
452250,2022,-23.6319952098486,-46.7043284834236,5,kilometer,429,"11101,04",10.0,10.0,15.0,20.0,,04717-003,Chácara Santo Antônio,São Paulo,São Paulo,Rua Alexandre Dumas
455476,2022,-23.6195960519686,-46.7324097093277,5,kilometer,347,"11054,95",12.0,10.0,16.0,16.0,,05642-000,Vila Andrade,São Paulo,São Paulo,Avenida Giovanni Gronchi
458309,2022,-23.5893906011361,-46.743302092404704,5,kilometer,625,"11050,64",60.0,38.0,15.0,19.0,,05541-000,Vila Sônia,São Paulo,São Paulo,Viela Santo Agostinho
430919,2022,-23.5820729066661,-46.73643988885151,5,kilometer,178,"11046,84",7.0,6.0,6.0,11.0,,05593-010,Butantã,São Paulo,São Paulo,Rua Poetisa Colombina
455331,2022,-23.6165573462114,-46.7431332658614,5,kilometer,293,"11042,4",14.0,9.0,14.0,9.0,,05641-000,Vila Andrade,São Paulo,São Paulo,Rua Doutor Luiz Migliano
447183,2022,-23.5909922940202,-46.7203240897322,5,kilometer,458,"11040,68",18.0,17.0,8.0,7.0,,05617-040,Morumbi,São Paulo,São Paulo,Rua Salim Izar
455339,2022,-23.6242662495511,-46.7386653320902,5,kilometer,487,"11000,88",31.0,18.0,15.0,18.0,,05727-250,Paraisópolis,São Paulo,São Paulo,Rua José de Oliveira Coelho
452321,2022,-23.6349205033924,-46.6936169851824,5,kilometer,448,"10908,49",9.0,11.0,13.0,14.0,,04701-200,Santo Amaro,São Paulo,São Paulo,Avenida Adolfo Pinheiro
455514,2022,-23.6230425467285,-46.7416212838165,5,kilometer,432,"10895,6",24.0,23.0,18.0,18.0,,05726-130,Paraisópolis,São Paulo,São Paulo,Rua José Coimbra
458296,2022,-23.598577062366,-46.741547187191,5,kilometer,590,"10888,89",43.0,21.0,13.0,12.0,,05520-200,Vila Sônia,São Paulo,São Paulo,Avenida Professor Francisco Morato
455642,2022,-23.6340386299873,-46.7355259613886,5,kilometer,463,"10836,24",16.0,25.0,12.0,6.0,,05718-300,Vila Andrade,São Paulo,São Paulo,Rua Delegado Moraes Novaes
463827,2022,-23.6160453227697,-46.7784471346622,5,kilometer,635,"10835,91",44.0,58.0,44.0,39.0,,06765-000,Parque Pinheiros,Taboão da Serra,São Paulo,Rua Áurea Tavares
450902,2022,-23.575155847502,-46.7446615979174,5,kilometer,378,"10802,73",28.0,26.0,19.0,16.0,,05363-030,Rio Pequeno,São Paulo,São Paulo,Rua Marinha de Moura Pimenta
455475,2022,-23.6288625820057,-46.729570225308,5,kilometer,356,"10683,49",13.0,16.0,4.0,6.0,,05715-010,Vila Andrade,São Paulo,São Paulo,Rua Marie Nader Calfat
458262,2022,-23.5920122106983,-46.7288819862062,5,kilometer,277,"10679,22",5.0,6.0,4.0,15.0,,05625-160,Vila Sônia,São Paulo,São Paulo,Rua Professor Monjardino
455321,2022,-23.6161210955937,-46.7338388908221,5,kilometer,126,"10672,13",5.0,3.0,,9.0,,05662-020,Paraisópolis,São Paulo,São Paulo,Rua Joaquim Lopes
455298,2022,-23.6237561243765,-46.7292556891222,5,kilometer,282,"10663,08",12.0,11.0,15.0,19.0,,05712-040,Vila Andrade,São Paulo,São Paulo,Rua do Símbolo
458204,2022,-23.6004713075739,-46.7304966940513,5,kilometer,247,"10662,62",10.0,7.0,9.0,6.0,,05625-050,Vila Sônia,São Paulo,São Paulo,Rua Judith Passaldi Esteves
431380,2022,-23.576001921027,-46.7408095004232,5,kilometer,328,"10618,71",22.0,15.0,11.0,14.0,,05363-010,Rio Pequeno,São Paulo,São Paulo,Avenida Engenheiro Heitor Antônio Eiras Garcia
452274,2022,-23.6333695135079,-46.7160907372016,5,kilometer,264,"10577,09",5.0,,,3.0,,04726-170,Chácara Santo Antônio,São Paulo,São Paulo,Avenida das Nações Unidas
447239,2022,-23.5917528814984,-46.7212536152796,5,kilometer,272,"10574,11",9.0,12.0,13.0,12.0,,05617-030,Morumbi,São Paulo,São Paulo,Rua Regente Leon Kaniefsky
452273,2022,-23.633219014296,-46.715464634178495,5,kilometer,275,"10537,7",5.0,4.0,4.0,4.0,,04726-220,Granja Julieta,São Paulo,São Paulo,Rua Luís Correia de Melo
441423,2022,-23.6046586776953,-46.69596088282231,5,kilometer,267,"10527,39",7.0,9.0,5.0,9.0,,04578-000,Vila Olímpia,São Paulo,São Paulo,Rua Guilherme Barbosa de Melo
452360,2022,-23.6367130453355,-46.718348642708094,5,kilometer,306,"10511,45",20.0,11.0,9.0,4.0,,04730-990,Granja Julieta,São Paulo,São Paulo,Rua Carmo do Rio Verde
447190,2022,-23.5856860590861,-46.7165966691703,5,kilometer,452,"10502,52",12.0,16.0,20.0,21.0,,05615-040,Morumbi,São Paulo,São Paulo,Rua Carlos Lima Morel
455641,2022,-23.6351201293116,-46.735858275320304,5,kilometer,141,"10497,14",4.0,,,,,05718-300,Vila Andrade,São Paulo,São Paulo,Rua Clarindo
447207,2022,-23.5856534558692,-46.7194709865826,5,kilometer,539,"10462,84",9.0,6.0,14.0,14.0,,05615-000,Morumbi,São Paulo,São Paulo,Rua José Jannarelli
458358,2022,-23.6125323166954,-46.7305770317181,5,kilometer,38,"10462,5",0.0,0.0,5.0,,,05662-020,Vila Sônia,São Paulo,São Paulo,Rua Major José Marioto Ferreira
455617,2022,-23.632256585278,-46.739421634996,5,kilometer,328,"10458,73",25.0,17.0,9.0,4.0,,05734-150,Vila Andrade,São Paulo,São Paulo,Rua Castelhano
447235,2022,-23.6091874980408,-46.7212640612336,5,kilometer,222,"10458,46",8.0,9.0,11.0,17.0,,05659-020,Morumbi,São Paulo,São Paulo,Rua Josefina Álvares de Azevedo
458171,2022,-23.5941501455258,-46.7450282170832,5,kilometer,572,"10436,76",27.0,21.0,24.0,36.0,,05520-200,Ferreira,São Paulo,São Paulo,Rua Benvenuto Cellini
458179,2022,-23.6102783640169,-46.734833958819,5,kilometer,226,"10436,34",9.0,10.0,20.0,16.0,,05630-090,Vila Sônia,São Paulo,São Paulo,Rua José de Jesus
441457,2022,-23.6059065097338,-46.6939358459323,5,kilometer,339,"10418,72",8.0,14.0,8.0,6.0,,04578-000,Vila Olímpia,São Paulo,São Paulo,Praça General Gentil Falcão
450806,2022,-23.5768025343618,-46.7458269799447,5,kilometer,225,"10418,3",3.0,6.0,3.0,12.0,,05363-902,Rio Pequeno,São Paulo,São Paulo,Rua Andrea Palladio
452156,2022,-23.6273779800834,-46.6904147732894,5,kilometer,437,"10413,89",5.0,14.0,7.0,18.0,,04707-060,Jardim Petrópolis,São Paulo,São Paulo,Travessa Libera Rivelino
452137,2022,-23.6362053482092,-46.6968826125734,5,kilometer,571,"10410,23",20.0,12.0,17.0,36.0,,04717-000,Granja Julieta,São Paulo,São Paulo,Rua Alexandre Dumas
441295,2022,-23.6071615370631,-46.6891335606092,5,kilometer,297,"10395,05",14.0,8.0,5.0,8.0,,04562-002,Brooklin Novo,São Paulo,São Paulo,Rua Ipurinás
452251,2022,-23.6331307001486,-46.70437225229271,5,kilometer,195,"10382,45",11.0,3.0,6.0,5.0,,04719-001,Chácara Santo Antônio,São Paulo,São Paulo,Rua Capitão Otávio Machado
431351,2022,-23.583650979086,-46.7198212944001,5,kilometer,241,"10377,03",13.0,19.0,7.0,5.0,,05517-050,Caxingui,São Paulo,São Paulo,Rua Deputado Bady Bassit
458279,2022,-23.5979898257107,-46.724048299331294,5,kilometer,386,"10362,18",22.0,15.0,11.0,18.0,,05653-070,Vila Sônia,São Paulo,São Paulo,Rua Doutor José Maria Whitaker
455510,2022,-23.6251780133975,-46.742492466898895,5,kilometer,600,"10347,88",41.0,35.0,22.0,23.0,,05734-140,Vila Andrade,São Paulo,São Paulo,Rua João Simões de Souza
455402,2022,-23.6261683544485,-46.72111834780431,5,kilometer,105,"10320,32",,6.0,4.0,,,05705-170,Vila Andrade,São Paulo,São Paulo,Rua Rafael Carrozzo
455426,2022,-23.6219848647824,-46.7314346193536,5,kilometer,162,"10286,97",6.0,6.0,7.0,4.0,,05712-070,Vila Andrade,São Paulo,São Paulo,Rua Doutor José Carlos de Toledo Piza
455465,2022,-23.6248916480945,-46.7396503471979,5,kilometer,498,"10270,45",20.0,29.0,21.0,15.0,,05727-250,Paraisópolis,São Paulo,São Paulo,Rua José Gonçalves
455635,2022,-23.6243216217,-46.738299747837,5,kilometer,168,"10263,44",8.0,8.0,,,,05727-250,Paraisópolis,São Paulo,São Paulo,Rua José de Oliveira Coelho
455354,2022,-23.6165157544314,-46.7389297280938,5,kilometer,223,"10232,41",7.0,5.0,10.0,7.0,,05641-060,Ferreira,São Paulo,São Paulo,Rua Marechal Hastinfilo de Moura
458322,2022,-23.6090629320938,-46.742632224347695,5,kilometer,415,"10228,08",20.0,26.0,28.0,23.0,,05639-100,Ferreira,São Paulo,São Paulo,Rua Rodolfo Belz
458310,2022,-23.5900329193468,-46.742572612143,5,kilometer,560,"10223,55",47.0,34.0,23.0,17.0,,05541-000,Vila Sônia,São Paulo,São Paulo,Avenida Albert Bartholomé
452351,2022,-23.6347938273125,-46.6962105573159,5,kilometer,205,"10184,08",3.0,8.0,5.0,3.0,,04715-000,Chácara Santo Antônio,São Paulo,São Paulo,Rua Américo Brasiliense
455299,2022,-23.6214815363833,-46.7295669070841,5,kilometer,229,"10157,45",14.0,15.0,10.0,13.0,,05712-040,Paraisópolis,São Paulo,São Paulo,Rua Doutor José Pedro de Carvalho Lima
455352,2022,-23.6171668252767,-46.7405168427501,5,kilometer,115,"10137,25",,,3.0,9.0,,05641-060,Paraisópolis,São Paulo,São Paulo,Rua Desembargador Dalmo do Valle Nogueira
447198,2022,-23.6084080030922,-46.70506208437791,5,kilometer,493,"10132,05",11.0,28.0,30.0,18.0,,05685-010,Morumbi,São Paulo,São Paulo,Rua Mattia Filizzola
441458,2022,-23.6055772025376,-46.6948102500692,5,kilometer,205,"10131,64",0.0,7.0,3.0,7.0,,04571-110,Vila Olímpia,São Paulo,São Paulo,Rua Sansão Alves dos Santos
432645,2022,-23.6154032388177,-46.75115672184769,5,kilometer,373,"10099,42",7.0,10.0,29.0,16.0,,05750-000,Jardim Maria Duarte,São Paulo,São Paulo,Rua Raul Telles Rudge
447261,2022,-23.5901671444914,-46.7185277372528,5,kilometer,166,"10086,86",5.0,,8.0,6.0,,05617-010,Morumbi,São Paulo,São Paulo,Rua Doutor Clóvis de Oliveira
441357,2022,-23.6207167234825,-46.69407304267791,5,kilometer,294,"10072,27",11.0,9.0,8.0,6.0,,04703-020,Brooklin Novo,São Paulo,São Paulo,Rua Alfredo Trindade Moreira
458221,2022,-23.6120883001385,-46.7390360916,5,kilometer,198,"10041,31",4.0,3.0,4.0,12.0,,05630-090,Ferreira,São Paulo,São Paulo,Rua Professor José Horácio Meirelles Teixeira
458147,2022,-23.589802062061,-46.7236561445502,5,kilometer,362,"10037,54",9.0,12.0,11.0,22.0,,05618-000,Vila Sônia,São Paulo,São Paulo,Rua Cabedelo
463382,2022,-23.6120070519648,-46.7653289894529,5,kilometer,374,"10001,5",31.0,29.0,23.0,24.0,,06763-015,Chácara Marapuí,Taboão da Serra,São Paulo,Rua Rosário Inserra
430887,2022,-23.5813234616287,-46.7330346892257,5,kilometer,373,"9994,75",20.0,17.0,17.0,8.0,,05593-080,Butantã,São Paulo,São Paulo,Rua Antônio Vita
458277,2022,-23.5907429680279,-46.725689355077,5,kilometer,362,"9980,47",6.0,17.0,15.0,15.0,,05618-080,Vila Sônia,São Paulo,São Paulo,Rua Alenquer
458157,2022,-23.5993171692305,-46.7408547263716,5,kilometer,533,"9948,17",37.0,40.0,30.0,30.0,,05520-200,Ferreira,São Paulo,São Paulo,Avenida Professor Francisco Morato
445507,2022,-23.6564479349672,-46.736989559822,5,kilometer,558,"9943,82",28.0,38.0,50.0,46.0,,05820-200,Jardim São Luís,São Paulo,São Paulo,
447175,2022,-23.581871714684,-46.709660961347296,5,kilometer,147,"9941,24",,0.0,,0.0,,05513-100,Cidade Jardim,São Paulo,São Paulo,Rua Carangola
431381,2022,-23.5766883465864,-46.7406470028235,5,kilometer,334,"9933,39",21.0,12.0,4.0,17.0,,05589-020,Butantã,São Paulo,São Paulo,Rua Vicente Pelosi
452329,2022,-23.6283954881423,-46.7062266307941,5,kilometer,405,"9923,55",7.0,15.0,11.0,7.0,,04719-020,Chácara Santo Antônio,São Paulo,São Paulo,Rua Joaquim de Andrade
452336,2022,-23.6339558099302,-46.7024478880376,5,kilometer,352,"9887,25",10.0,6.0,12.0,17.0,,04719-001,Chácara Santo Antônio,São Paulo,São Paulo,Rua Capitão Otávio Machado
447204,2022,-23.5883570359437,-46.7210117951064,5,kilometer,500,"9876,91",13.0,12.0,15.0,22.0,,05616-110,Morumbi,São Paulo,São Paulo,Rua Professor Arnaldo Laurindo
452188,2022,-23.6336502109599,-46.7139879835044,5,kilometer,272,"9853,21",5.0,5.0,5.0,,,04726-220,Granja Julieta,São Paulo,São Paulo,Rua Doutor Samuel de Casto Neves
455534,2022,-23.6314725695739,-46.7374103581402,5,kilometer,200,"9774,05",9.0,8.0,9.0,9.0,,05724-002,Vila Andrade,São Paulo,São Paulo,Avenida Giovanni Gronchi
447266,2022,-23.5870543093169,-46.7164939442639,5,kilometer,368,"9757,32",8.0,9.0,4.0,5.0,,05615-010,Morumbi,São Paulo,São Paulo,Rua Padre Eugênio Lopes
452275,2022,-23.6336821913213,-46.713515508856,5,kilometer,205,"9749,46",,,0.0,,,04726-220,Granja Julieta,São Paulo,São Paulo,Rua Paulo Assunção
452361,2022,-23.6468780351522,-46.7132435636994,5,kilometer,209,"9744,52",11.0,10.0,8.0,8.0,,04755-060,Santo Amaro,São Paulo,São Paulo,Rua Jupi
452340,2022,-23.6296580467674,-46.7066189912395,5,kilometer,286,"9739,2",10.0,9.0,8.0,6.0,,04717-020,Chácara Santo Antônio,São Paulo,São Paulo,Rua Fernandes Moreira
458110,2022,-23.6151529833802,-46.7391267136828,5,kilometer,446,"9737,97",18.0,19.0,20.0,30.0,,05642-000,Ferreira,São Paulo,São Paulo,Condomínio Portal do Morumbi
458180,2022,-23.6104591744071,-46.7399358677916,5,kilometer,177,"9708,79",4.0,7.0,11.0,11.0,,05639-100,Ferreira,São Paulo,São Paulo,Rua Waldir Azevedo
458311,2022,-23.5857096932751,-46.74453209077409,5,kilometer,119,"9686,5",6.0,6.0,7.0,10.0,,05541-000,Vila Sônia,São Paulo,São Paulo,Avenida Albert Bartholomé
430864,2022,-23.5804059409816,-46.7135590144029,5,kilometer,333,"9671,39",10.0,11.0,13.0,26.0,,05514-030,Caxingui,São Paulo,São Paulo,Rua Haroldo Gurgel
441510,2022,-23.6165896671387,-46.687697789565,5,kilometer,249,"9667,93",9.0,18.0,11.0,3.0,,04581-050,Brooklin Novo,São Paulo,São Paulo,Rua Brito Peixoto
452139,2022,-23.6435296381673,-46.705235244012,5,kilometer,568,"9655,0",28.0,32.0,17.0,19.0,,04725-020,Santo Amaro,São Paulo,São Paulo,Rua Ângelo Tanchella
463826,2022,-23.6162759953653,-46.7791123594784,5,kilometer,646,"9643,32",24.0,46.0,60.0,45.0,,06767-220,Parque Pinheiros,Taboão da Serra,São Paulo,Avenida Laurita Ortega Mari
432530,2022,-23.6424642200133,-46.7576765000942,5,kilometer,772,"9574,64",39.0,43.0,56.0,54.0,,05763-450,Campo Limpo,São Paulo,São Paulo,Travessa Imagens do Nordeste
455451,2022,-23.6227850195865,-46.7293171267758,5,kilometer,509,"9516,45",27.0,34.0,25.0,25.0,,05712-070,Vila Andrade,São Paulo,São Paulo,Rua Doutor Carlos Aldrovandi
458320,2022,-23.6024066870571,-46.732289150698094,5,kilometer,429,"9490,32",24.0,22.0,21.0,20.0,,05625-050,Vila Sônia,São Paulo,São Paulo,Rua Sílvio Dante Bertacchi
455305,2022,-23.6381311697889,-46.7341679804574,5,kilometer,377,"9489,01",12.0,20.0,14.0,15.0,,05724-005,Vila Andrade,São Paulo,São Paulo,Avenida Giovanni Gronchi
452327,2022,-23.6482923033203,-46.7064831683128,5,kilometer,302,"9465,07",9.0,13.0,15.0,14.0,,04750-030,Santo Amaro,São Paulo,São Paulo,
431346,2022,-23.5811693281721,-46.7146906000918,5,kilometer,286,"9441,67",10.0,12.0,16.0,13.0,,05514-031,Caxingui,São Paulo,São Paulo,Rua Haroldo Gurgel
455346,2022,-23.6273629638473,-46.7360662604629,5,kilometer,271,"9439,0",8.0,16.0,17.0,17.0,,05724-002,Paraisópolis,São Paulo,São Paulo,Avenida Doutor Guilherme Dumont Vilares
455372,2022,-23.621341214291,-46.7390158773722,5,kilometer,266,"9431,85",6.0,19.0,17.0,11.0,,05640-003,Paraisópolis,São Paulo,São Paulo,Avenida Doutor Guilherme Dumont Vilares
431369,2022,-23.5749385383132,-46.7305069824379,5,kilometer,230,"9410,42",9.0,8.0,16.0,12.0,,05590-120,Butantã,São Paulo,São Paulo,Rua Coronel Camisão
463911,2022,-23.6162364290437,-46.7697328703104,5,kilometer,639,"9399,14",42.0,45.0,42.0,36.0,,06763-000,Parque Albina,Taboão da Serra,São Paulo,Rua Quintiliano José
455493,2022,-23.6159694243282,-46.7403272814858,5,kilometer,191,"9391,14",4.0,9.0,11.0,9.0,,05641-060,Paraisópolis,São Paulo,São Paulo,Avenida Doutor Guilherme Dumont Vilares
455511,2022,-23.6193296469733,-46.7436652397806,5,kilometer,622,"9384,08",44.0,32.0,30.0,24.0,,05749-260,Vila Andrade,São Paulo,São Paulo,
458202,2022,-23.6000989218046,-46.731157415068,5,kilometer,486,"9345,24",15.0,20.0,22.0,33.0,,05625-050,Vila Sônia,São Paulo,São Paulo,Rua Nilza Medeiros Martins
441635,2022,-23.6239313476903,-46.69008234283591,5,kilometer,383,"9331,65",14.0,15.0,6.0,9.0,,04704-050,Brooklin Novo,São Paulo,São Paulo,Rua Novo Cancioneiro
455528,2022,-23.6337114888988,-46.738123154289696,5,kilometer,265,"9329,58",9.0,23.0,13.0,8.0,,05718-300,Vila Andrade,São Paulo,São Paulo,Rua Alexandre Benois
455434,2022,-23.6369290804513,-46.7374611223186,5,kilometer,541,"9301,51",27.0,26.0,14.0,21.0,,05718-300,Vila Andrade,São Paulo,São Paulo,Rua Catuti
463747,2022,-23.6084506449702,-46.765924526131,5,kilometer,911,"9288,46",45.0,61.0,75.0,60.0,,06763-015,Chácara Marapuí,Taboão da Serra,São Paulo,Avenida Aprígio Bezerra da Silva
447189,2022,-23.5867554390183,-46.7179344378614,5,kilometer,166,"9285,54",6.0,,3.0,6.0,,05615-190,Morumbi,São Paulo,São Paulo,Rua dos Três Irmãos
452154,2022,-23.6279316154475,-46.6923992779862,5,kilometer,240,"9255,31",6.0,9.0,6.0,6.0,,04710-010,Jardim Petrópolis,São Paulo,São Paulo,Rua Caiçara
458184,2022,-23.6054151171749,-46.7484146364892,5,kilometer,342,"9203,59",20.0,14.0,14.0,12.0,,05525-050,Ferreira,São Paulo,São Paulo,Avenida Pirajussara
432533,2022,-23.6447806644828,-46.75990399996871,5,kilometer,168,"9178,9",4.0,8.0,17.0,8.0,,05763-470,Campo Limpo,São Paulo,São Paulo,Travessa Guilherme Vokurka
455654,2022,-23.6369820067158,-46.7386161769839,5,kilometer,252,"9149,93",15.0,11.0,6.0,7.0,,05718-300,Vila Andrade,São Paulo,São Paulo,Rua Alexandre Benois
441542,2022,-23.6221442932649,-46.69460178629009,5,kilometer,325,"9141,43",10.0,13.0,10.0,7.0,,04707-000,Brooklin Novo,São Paulo,São Paulo,Rua Max Klaussner
455521,2022,-23.6222161906348,-46.7446988834948,5,kilometer,543,"9108,87",24.0,37.0,27.0,28.0,,05749-260,Vila Andrade,São Paulo,São Paulo,Rua José Maria Pinto Zilli
431334,2022,-23.5831256601838,-46.7355938707719,5,kilometer,169,"9108,19",8.0,6.0,7.0,13.0,,05593-010,Butantã,São Paulo,São Paulo,Rua Poetisa Colombina
458242,2022,-23.590263135194,-46.7483867315369,5,kilometer,401,"9090,94",17.0,13.0,19.0,11.0,,05577-200,Vila Sônia,São Paulo,São Paulo,Rua Julieta Espírito Santo Pinheiro
432718,2022,-23.6283875475671,-46.7450852322548,5,kilometer,392,"9083,56",35.0,22.0,11.0,10.0,,05726-100,Jardim Maria Duarte,São Paulo,São Paulo,Rua Cauipe
