id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total,CEP,Bairro,Cidade,UF,Logradouro,renda_sm,cluster
432404,2022,-23.6680172708338,-46.7046272221594,5,kilometer,480.0,5058.5,16.0,17.0,14.0,24.0,71,04696-040,,São Paulo,São Paulo,Rua Galeno de Castro,3.6655797101449274,2
432405,2022,-23.6651174530049,-46.68982962883511,5,kilometer,323.0,8182.93,16.0,16.0,18.0,12.0,62,04686-001,Campo Grande,São Paulo,São Paulo,Rua José Jardim da Silverira,5.929659420289855,2
432406,2022,-23.6638065910589,-46.6896943548105,5,kilometer,286.0,6441.23,10.0,7.0,14.0,9.0,40,04675-050,Campo Grande,São Paulo,São Paulo,Avenida Sargento Geraldo Santana,4.667557971014492,2
432407,2022,-23.6643581882691,-46.6896256780756,5,kilometer,80.0,5897.53,,3.0,3.0,,6,04686-001,Campo Grande,São Paulo,São Paulo,Rua José Jardim da Silverira,4.273572463768116,2
432419,2022,-23.6707200044654,-46.7041881257141,5,kilometer,,,,,,,0,04696-000,Campo Grande,São Paulo,São Paulo,Avenida das Nações Unidas,,
432435,2022,-23.6687381494484,-46.7035414199414,5,kilometer,67.0,1510.34,,0.0,,,0,04696-040,Campo Grande,São Paulo,São Paulo,Rua Moacir Padilha,1.0944492753623187,2
432450,2022,-23.6113806744245,-46.7524117439723,5,kilometer,573.0,3682.89,20.0,24.0,29.0,42.0,115,06754-050,Jardim Maria Duarte,São Paulo,São Paulo,Rua Professor Indalécio de Melo,2.6687608695652174,1
432465,2022,-23.6394333064007,-46.7589865206733,5,kilometer,270.0,5826.36,16.0,7.0,19.0,17.0,59,05763-450,Campo Limpo,São Paulo,São Paulo,,4.2219999999999995,2
432483,2022,-23.6305474366392,-46.7580909792362,5,kilometer,311.0,2311.2,17.0,24.0,10.0,24.0,75,05766-290,Campo Limpo,São Paulo,São Paulo,Rua Alessandro Algardi,1.674782608695652,2
432484,2022,-23.630592888924,-46.754877958982895,5,kilometer,808.0,2771.67,49.0,53.0,49.0,45.0,196,05766-290,Campo Limpo,São Paulo,São Paulo,Rua Clametiana,2.0084565217391304,1
432486,2022,-23.6315502005726,-46.7517919544588,5,kilometer,305.0,2390.72,13.0,14.0,15.0,17.0,59,05736-040,Campo Limpo,São Paulo,São Paulo,Rua Antônio José Bastos,1.732405797101449,2
432487,2022,-23.6322810701426,-46.7580341955588,5,kilometer,414.0,2205.29,19.0,27.0,27.0,40.0,113,05766-290,Campo Limpo,São Paulo,São Paulo,Rua Gaspar de Carvajal,1.598036231884058,2
432488,2022,-23.6316263571323,-46.7524994069177,5,kilometer,495.0,1841.85,29.0,34.0,37.0,47.0,147,05766-290,Campo Limpo,São Paulo,São Paulo,Rua Inácio Manuel Tourinho,1.3346739130434782,2
432489,2022,-23.6344119745297,-46.757326122435,5,kilometer,661.0,2007.61,41.0,50.0,46.0,60.0,197,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Bernardo Correia Leitão,1.4547898550724636,1
432492,2022,-23.6377963423558,-46.757101309290704,5,kilometer,743.0,2466.77,34.0,31.0,50.0,61.0,176,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Eurico de Azevedo Marques,1.7875144927536233,1
432514,2022,-23.6251332442012,-46.7560564955329,5,kilometer,653.0,2522.43,28.0,41.0,39.0,44.0,152,05755-150,Jardim Maria Duarte,São Paulo,São Paulo,Rua Juacema,1.8278478260869564,1
432515,2022,-23.625520712133,-46.7563535864052,5,kilometer,246.0,1733.57,13.0,14.0,17.0,16.0,60,05755-150,Jardim Maria Duarte,São Paulo,São Paulo,Rua Juacema,1.2562101449275362,2
432516,2022,-23.6270751869437,-46.753845281759,5,kilometer,534.0,1536.76,40.0,51.0,44.0,44.0,179,05755-150,Campo Limpo,São Paulo,São Paulo,Rua Andrea de Firenze,1.1135942028985508,1
432517,2022,-23.6260772762514,-46.7531535605357,5,kilometer,1165.0,1701.74,121.0,85.0,65.0,80.0,351,05755-150,Campo Limpo,São Paulo,São Paulo,,1.2331449275362318,1
432518,2022,-23.6307081602307,-46.75149241346951,5,kilometer,629.0,2659.74,30.0,32.0,47.0,37.0,146,05736-040,Campo Limpo,São Paulo,São Paulo,Rua Antônio José Bastos,1.9273478260869563,1
432519,2022,-23.6345972781601,-46.7548573978983,5,kilometer,959.0,2652.92,51.0,65.0,61.0,68.0,245,05766-290,Campo Limpo,São Paulo,São Paulo,Rua Melo Coutinho,1.9224057971014494,1
432520,2022,-23.6368140269788,-46.7524623325585,5,kilometer,384.0,2338.78,19.0,17.0,27.0,26.0,89,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Dias Diniz,1.6947681159420291,2
432521,2022,-23.6380818590003,-46.7557000840832,5,kilometer,63.0,2372.08,5.0,3.0,,3.0,11,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Bernardo Correia Leitão,1.7188985507246377,2
432522,2022,-23.6366733450485,-46.75383823036911,5,kilometer,526.0,2022.36,36.0,26.0,34.0,36.0,132,05763-450,Campo Limpo,São Paulo,São Paulo,Praça João Pais Málio,1.4654782608695651,1
432523,2022,-23.6392018108761,-46.7547144486141,5,kilometer,631.0,2210.7,33.0,31.0,39.0,42.0,145,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Eurico de Azevedo Marques,1.6019565217391303,1
432524,2022,-23.640342670414,-46.7536420121577,5,kilometer,455.0,1720.82,21.0,38.0,29.0,32.0,120,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Nuno Gonçalves,1.2469710144927535,2
432525,2022,-23.6415904971368,-46.7505466456855,5,kilometer,273.0,2070.85,13.0,14.0,19.0,22.0,68,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Professor Leitão da Cunha,1.5006159420289855,2
432526,2022,-23.6435238491711,-46.75332566307689,5,kilometer,710.0,2297.19,41.0,37.0,49.0,46.0,173,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Dario Mecatti,1.6646304347826086,1
432527,2022,-23.6439615797808,-46.7559364761473,5,kilometer,681.0,6186.86,30.0,36.0,43.0,37.0,146,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Lira Cearense,4.483231884057971,1
432528,2022,-23.6451577487148,-46.7566130891255,5,kilometer,721.0,5532.24,25.0,37.0,50.0,57.0,169,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Lira Cearense,4.008869565217391,1
432529,2022,-23.6448168703913,-46.7552162050078,5,kilometer,598.0,1296.04,43.0,48.0,48.0,50.0,189,05763-470,Campo Limpo,São Paulo,São Paulo,Rua Fim de Primavera,0.939159420289855,1
432530,2022,-23.6424642200133,-46.7576765000942,5,kilometer,772.0,9574.64,39.0,43.0,56.0,54.0,192,05763-450,Campo Limpo,São Paulo,São Paulo,Travessa Imagens do Nordeste,6.938144927536231,1
432540,2022,-23.6225065292887,-46.7553065776603,5,kilometer,437.0,3473.77,11.0,23.0,22.0,29.0,85,05755-150,Jardim Maria Duarte,São Paulo,São Paulo,Avenida Doutor Hugo Lacorte Vitale,2.5172246376811596,2
432541,2022,-23.6220523428378,-46.7527173231391,5,kilometer,768.0,2948.85,39.0,43.0,40.0,47.0,169,05755-150,Jardim Maria Duarte,São Paulo,São Paulo,Rua Calogeras,2.1368478260869566,1
432542,2022,-23.6243377969102,-46.752832330932,5,kilometer,812.0,3498.15,45.0,43.0,45.0,55.0,188,05755-150,Jardim Maria Duarte,São Paulo,São Paulo,Rua Caranapatuba,2.534891304347826,1
432543,2022,-23.625594243242,-46.7498951337066,5,kilometer,778.0,2512.93,60.0,60.0,45.0,56.0,221,05734-040,Jardim Maria Duarte,São Paulo,São Paulo,Rua Castanho Mirim,1.8209637681159418,1
432544,2022,-23.6283893695225,-46.7490452026938,5,kilometer,614.0,1607.52,43.0,58.0,48.0,47.0,196,05736-040,Jardim Maria Duarte,São Paulo,São Paulo,Rua Clodoaldo Pedroso,1.1648695652173913,1
432545,2022,-23.6440787367433,-46.7524355641257,5,kilometer,1096.0,1376.52,61.0,93.0,76.0,89.0,319,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Júlio Frank,0.9974782608695653,1
432554,2022,-23.6201417478448,-46.7523904727502,5,kilometer,346.0,4816.11,8.0,24.0,18.0,20.0,70,05755-150,Jardim Maria Duarte,São Paulo,São Paulo,,3.4899347826086955,2
432555,2022,-23.6184784321263,-46.7523079386668,5,kilometer,740.0,3493.82,22.0,32.0,40.0,39.0,133,05755-090,Jardim Maria Duarte,São Paulo,São Paulo,Rua Caboclinho,2.531753623188406,1
432556,2022,-23.6205348729728,-46.7525701394239,5,kilometer,311.0,4702.47,14.0,13.0,14.0,18.0,59,05755-150,Jardim Maria Duarte,São Paulo,São Paulo,,3.4075869565217394,2
432557,2022,-23.6343669642276,-46.7474425006945,5,kilometer,764.0,2972.59,70.0,42.0,33.0,49.0,194,05736-040,Campo Limpo,São Paulo,São Paulo,Rua José Pereira Bueno,2.154050724637681,1
432558,2022,-23.6357303185445,-46.7470640733299,5,kilometer,505.0,2377.42,31.0,33.0,28.0,36.0,128,05776-340,Campo Limpo,São Paulo,São Paulo,Rua Camasati,1.722768115942029,2
432559,2022,-23.6382656245528,-46.7484386884203,5,kilometer,844.0,2898.53,55.0,36.0,33.0,39.0,163,05776-340,Campo Limpo,São Paulo,São Paulo,Rua Ricardina Campelo Fonseca Rodrigues,2.1003840579710147,1
432560,2022,-23.642101683154,-46.7498477513696,5,kilometer,670.0,2167.5,38.0,33.0,44.0,50.0,165,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Leopoldino José de Camargo,1.5706521739130435,1
432563,2022,-23.6346340820162,-46.7432884900421,5,kilometer,705.0,2386.45,37.0,61.0,48.0,52.0,198,05776-340,Campo Limpo,São Paulo,São Paulo,Rua Comediante Zacarias,1.7293115942028985,1
432575,2022,-23.6322522400018,-46.7552031858144,5,kilometer,800.0,2458.09,52.0,51.0,63.0,58.0,224,05766-290,Campo Limpo,São Paulo,São Paulo,Rua Catarina Guimarães,1.7812246376811596,1
432576,2022,-23.633429800963,-46.755291773222,5,kilometer,812.0,2323.15,52.0,54.0,58.0,61.0,225,05766-290,Campo Limpo,São Paulo,São Paulo,Viela 02,1.6834420289855072,1
432577,2022,-23.6378217618428,-46.7581388797782,5,kilometer,611.0,2097.26,33.0,41.0,39.0,37.0,150,05763-450,Campo Limpo,São Paulo,São Paulo,Rua James Ensor,1.519753623188406,1
432580,2022,-23.6283162944134,-46.7535228314268,5,kilometer,1050.0,2466.47,59.0,69.0,75.0,86.0,289,05766-290,Campo Limpo,São Paulo,São Paulo,Rua Caraíva,1.7872971014492751,1
432581,2022,-23.6249551616687,-46.752284312538,5,kilometer,816.0,1576.07,105.0,54.0,53.0,33.0,245,05755-150,Campo Limpo,São Paulo,São Paulo,,1.1420797101449276,1
432582,2022,-23.6315065251812,-46.7499886788246,5,kilometer,542.0,2334.44,28.0,32.0,38.0,32.0,130,05736-040,Campo Limpo,São Paulo,São Paulo,Rua Constantino de Oliveira Lêdo,1.691623188405797,1
432583,2022,-23.6377259457012,-46.7516413938331,5,kilometer,410.0,4252.03,18.0,19.0,25.0,24.0,86,05776-340,Campo Limpo,São Paulo,São Paulo,Rua Antônio Domingues Galera,3.08118115942029,2
432584,2022,-23.6390899249155,-46.7513109057962,5,kilometer,185.0,2844.07,7.0,11.0,11.0,8.0,37,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Nélson Brissac,2.0609202898550727,2
432585,2022,-23.6421696225845,-46.7519265388625,5,kilometer,903.0,2689.11,40.0,59.0,59.0,59.0,217,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Leopoldino José de Camargo,1.9486304347826089,1
432589,2022,-23.6261246865747,-46.7510301157666,5,kilometer,760.0,2105.29,48.0,67.0,52.0,45.0,212,05734-040,Jardim Maria Duarte,São Paulo,São Paulo,Avenida Cinquentenario,1.5255724637681158,1
432590,2022,-23.6197186262873,-46.752920173514,5,kilometer,314.0,4904.14,12.0,11.0,18.0,6.0,47,05755-090,Jardim Maria Duarte,São Paulo,São Paulo,Rua Nair Marques de Souza,3.5537246376811598,2
432591,2022,-23.636479249025,-46.743036218713,5,kilometer,640.0,3132.13,25.0,37.0,37.0,38.0,137,05776-340,Vila Andrade,São Paulo,São Paulo,Rua Maria José da Conceição,2.2696594202898552,1
432592,2022,-23.6344297339812,-46.7418244020053,5,kilometer,297.0,1927.14,13.0,32.0,19.0,16.0,80,05776-340,Vila Andrade,São Paulo,São Paulo,Rua Maria José da Conceição,1.3964782608695654,2
432613,2022,-23.6299240201694,-46.756677882115504,5,kilometer,349.0,2184.14,22.0,21.0,14.0,28.0,85,05766-290,Campo Limpo,São Paulo,São Paulo,Rua Carualina,1.582710144927536,2
432614,2022,-23.6316553067266,-46.756684720284,5,kilometer,373.0,2455.13,19.0,23.0,20.0,27.0,89,05766-290,Campo Limpo,São Paulo,São Paulo,Rua Carandazinho,1.7790797101449276,2
432616,2022,-23.6314197406008,-46.7576566646721,5,kilometer,321.0,1548.42,14.0,24.0,23.0,24.0,85,05766-290,Campo Limpo,São Paulo,São Paulo,,1.1220434782608697,2
432617,2022,-23.632838013146,-46.7562840648991,5,kilometer,331.0,4645.24,13.0,17.0,11.0,29.0,70,05766-290,Campo Limpo,São Paulo,São Paulo,Avenida Andréa Pisano,3.3661159420289852,2
432624,2022,-23.6274535578468,-46.7508643457509,5,kilometer,267.0,1695.41,19.0,22.0,19.0,23.0,83,05734-040,Jardim Maria Duarte,São Paulo,São Paulo,Rua Cinco Irmãos,1.2285579710144927,2
432630,2022,-23.6210266819657,-46.755652191330704,5,kilometer,614.0,3774.11,24.0,29.0,34.0,32.0,119,05755-090,Jardim Maria Duarte,São Paulo,São Paulo,Rua Itamanduaba,2.73486231884058,1
432631,2022,-23.6234351855459,-46.7547194218901,5,kilometer,378.0,3899.94,19.0,20.0,22.0,18.0,79,05755-150,Jardim Maria Duarte,São Paulo,São Paulo,Rua Coatinga,2.8260434782608694,2
432632,2022,-23.6287749937562,-46.747207972702704,5,kilometer,723.0,2693.25,29.0,47.0,46.0,52.0,174,05726-100,Jardim Maria Duarte,São Paulo,São Paulo,Rua do Chico Nunes,1.9516304347826088,1
432633,2022,-23.6359838091854,-46.75075456864911,5,kilometer,585.0,2080.73,36.0,25.0,41.0,31.0,133,05776-340,Campo Limpo,São Paulo,São Paulo,Rua Cearuni,1.5077753623188406,1
432634,2022,-23.6447066567865,-46.7518706115332,5,kilometer,446.0,1602.89,32.0,36.0,35.0,48.0,151,05780-390,Campo Limpo,São Paulo,São Paulo,Rua Márcio Akira Miura,1.1615144927536232,2
432637,2022,-23.6223486243683,-46.748368171586,5,kilometer,561.0,2172.18,28.0,36.0,32.0,29.0,125,05749-300,Jardim Maria Duarte,São Paulo,São Paulo,Rua Aba Soihet,1.5740434782608694,1
432639,2022,-23.6376454769803,-46.7462549784702,5,kilometer,757.0,2589.85,77.0,42.0,20.0,15.0,154,05776-340,Campo Limpo,São Paulo,São Paulo,Rua Manuel Moreira de Sá,1.8767028985507246,1
432645,2022,-23.6154032388177,-46.7511567218477,5,kilometer,373.0,10099.42,7.0,10.0,29.0,16.0,62,05750-000,Jardim Maria Duarte,São Paulo,São Paulo,Rua Raul Telles Rudge,7.318420289855072,0
432650,2022,-23.6346640059208,-46.7583424396499,5,kilometer,129.0,2515.14,3.0,5.0,16.0,8.0,32,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Eurico de Azevedo Marques,1.8225652173913043,2
432651,2022,-23.6313810586333,-46.7531027251807,5,kilometer,240.0,2603.26,7.0,18.0,10.0,15.0,50,05766-290,Campo Limpo,São Paulo,São Paulo,Rua Ceresópolis,1.8864202898550726,2
432653,2022,-23.6369517185711,-46.7543867322448,5,kilometer,151.0,3382.41,8.0,8.0,9.0,17.0,42,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Bernardo Correia Leitão,2.4510217391304345,2
432656,2022,-23.6249092913078,-46.7511683971054,5,kilometer,393.0,1977.37,20.0,27.0,30.0,32.0,109,05755-150,Campo Limpo,São Paulo,São Paulo,Rua Cauaburi,1.4328768115942028,2
432658,2022,-23.6285286324941,-46.7519833220679,5,kilometer,486.0,2460.01,30.0,37.0,28.0,32.0,127,05766-290,Jardim Maria Duarte,São Paulo,São Paulo,Rua Alexandre Biagio,1.7826159420289858,2
432669,2022,-23.6356375749787,-46.753299663946,5,kilometer,170.0,2431.58,4.0,16.0,11.0,12.0,43,05766-290,Campo Limpo,São Paulo,São Paulo,Viela Regina,1.7620144927536232,2
432670,2022,-23.6383417573907,-46.7540116456908,5,kilometer,233.0,2314.07,17.0,13.0,12.0,9.0,51,05763-450,Campo Limpo,São Paulo,São Paulo,Praça João Pais Málio,1.6768623188405798,2
432671,2022,-23.6380378907057,-46.7550523013386,5,kilometer,235.0,1617.9,4.0,13.0,19.0,23.0,59,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Bernardo Correia Leitão,1.1723913043478262,2
432674,2022,-23.6351470562307,-46.7514754090635,5,kilometer,348.0,2094.93,15.0,17.0,25.0,23.0,80,05776-340,Campo Limpo,São Paulo,São Paulo,Viela do Coqueiro,1.5180652173913043,2
432675,2022,-23.6249736008657,-46.7478566457118,5,kilometer,252.0,1732.41,24.0,18.0,20.0,22.0,84,05734-040,Jardim Maria Duarte,São Paulo,São Paulo,Rua Cajeru,1.2553695652173913,2
432679,2022,-23.637968196461,-46.7444093500148,5,kilometer,373.0,1746.55,18.0,22.0,25.0,32.0,97,05776-340,Campo Limpo,São Paulo,São Paulo,Rua Caruxa,1.2656159420289854,2
432681,2022,-23.6349526772896,-46.7446943174075,5,kilometer,462.0,1676.47,26.0,24.0,52.0,37.0,139,05776-340,Campo Limpo,São Paulo,São Paulo,Rua Vicente Fabrizi,1.2148333333333334,2
432683,2022,-23.6356669802137,-46.7505971236235,5,kilometer,166.0,1732.3,8.0,10.0,9.0,10.0,37,05776-340,Campo Limpo,São Paulo,São Paulo,Viela Santa Rita,1.2552898550724638,2
432684,2022,-23.6363991476667,-46.7457094766147,5,kilometer,214.0,3508.3,11.0,12.0,23.0,11.0,57,05776-340,Campo Limpo,São Paulo,São Paulo,Rua Camasati,2.5422463768115944,2
432685,2022,-23.6362106836001,-46.7464156142056,5,kilometer,216.0,2843.96,12.0,11.0,23.0,11.0,57,05776-340,Campo Limpo,São Paulo,São Paulo,Rua Manuel Moreira de Sá,2.060840579710145,2
432688,2022,-23.6205010974087,-46.7506964423824,5,kilometer,559.0,2480.47,36.0,28.0,38.0,38.0,140,05749-300,Jardim Maria Duarte,São Paulo,São Paulo,Rua José Laborim,1.797442028985507,1
432689,2022,-23.6195628296585,-46.7501397325895,5,kilometer,363.0,2465.12,11.0,21.0,26.0,24.0,82,05749-300,Jardim Maria Duarte,São Paulo,São Paulo,Rua Capanezinho,1.7863188405797101,2
432694,2022,-23.6298572774406,-46.7492797127805,5,kilometer,521.0,5095.36,27.0,28.0,26.0,31.0,112,05736-040,Campo Limpo,São Paulo,São Paulo,,3.6922898550724637,2
432696,2022,-23.6289264121526,-46.7492753849506,5,kilometer,503.0,5429.98,36.0,27.0,29.0,19.0,111,05736-040,Jardim Maria Duarte,São Paulo,São Paulo,Rua Clemente Rocha,3.9347681159420285,2
432697,2022,-23.632718498259,-46.7492380009268,5,kilometer,375.0,2313.42,22.0,23.0,20.0,17.0,82,05736-040,Campo Limpo,São Paulo,São Paulo,Rua Cataquena,1.6763913043478262,2
432698,2022,-23.6323330810074,-46.7485611129716,5,kilometer,260.0,2392.9,16.0,10.0,20.0,17.0,63,05736-040,Campo Limpo,São Paulo,São Paulo,Rua Mário Linhares,1.7339855072463768,2
432699,2022,-23.6351641612107,-46.7521336723104,5,kilometer,161.0,2828.64,6.0,8.0,4.0,9.0,27,05766-290,Campo Limpo,São Paulo,São Paulo,Rua Oliveira Serpa,2.0497391304347827,2
432700,2022,-23.633957969983,-46.7505497796579,5,kilometer,487.0,2774.44,22.0,35.0,34.0,28.0,119,05736-040,Campo Limpo,São Paulo,São Paulo,Rua Andréa Appiani,2.010463768115942,2
432708,2022,-23.6361237225168,-46.7552153173239,5,kilometer,515.0,2492.55,29.0,23.0,29.0,30.0,111,05766-290,Campo Limpo,São Paulo,São Paulo,Rua Francisco Jerônimo,1.806195652173913,2
432709,2022,-23.6349697956597,-46.7565251613192,5,kilometer,392.0,2263.64,17.0,29.0,19.0,28.0,93,05763-450,Campo Limpo,São Paulo,São Paulo,Avenida Professor Leitão da Cunha,1.64031884057971,2
432710,2022,-23.6370454722518,-46.7568915368456,5,kilometer,448.0,1659.66,26.0,34.0,22.0,33.0,115,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Bernardo Correia Leitão,1.2026521739130436,2
432711,2022,-23.6369891059932,-46.7558441833113,5,kilometer,503.0,1992.48,25.0,35.0,26.0,36.0,122,05763-450,Campo Limpo,São Paulo,São Paulo,Avenida Professor Leitão da Cunha,1.4438260869565218,2
432713,2022,-23.6237483283621,-46.7480175587536,5,kilometer,849.0,2004.83,69.0,57.0,67.0,72.0,265,05749-280,Jardim Maria Duarte,São Paulo,São Paulo,Rua João Slaviero,1.4527753623188406,1
432714,2022,-23.6253475048552,-46.7481497252148,5,kilometer,811.0,2869.28,42.0,40.0,63.0,71.0,216,05734-040,Jardim Maria Duarte,São Paulo,São Paulo,Rua José Roberto Pereira da Silva,2.0791884057971015,1
432715,2022,-23.6266134141071,-46.7469236699248,5,kilometer,443.0,7864.14,30.0,26.0,20.0,22.0,98,05726-100,Jardim Maria Duarte,São Paulo,São Paulo,Rua Celso Ramos,5.698652173913044,2
432716,2022,-23.6268231913655,-46.7482169343187,5,kilometer,408.0,2298.99,22.0,21.0,26.0,34.0,103,05734-100,Jardim Maria Duarte,São Paulo,São Paulo,Rua Castanho Mirim,1.6659347826086954,2
432717,2022,-23.627455337416,-46.7461891820499,5,kilometer,552.0,7643.32,47.0,37.0,26.0,13.0,123,05726-100,Jardim Maria Duarte,São Paulo,São Paulo,Rua Chapada de Minas,5.53863768115942,1
432718,2022,-23.6283875475671,-46.7450852322548,5,kilometer,392.0,9083.56,35.0,22.0,11.0,10.0,78,05726-100,Jardim Maria Duarte,São Paulo,São Paulo,Rua Cauipe,6.582289855072464,2
432719,2022,-23.6451714057706,-46.7532916331684,5,kilometer,518.0,1784.45,29.0,35.0,42.0,43.0,149,05780-390,Campo Limpo,São Paulo,São Paulo,Rua Praia dos Carreiros,1.2930797101449276,2
432727,2022,-23.6300175345868,-46.7534720242829,5,kilometer,416.0,2128.04,23.0,30.0,39.0,30.0,122,05766-290,Campo Limpo,São Paulo,São Paulo,Rua Caraíva,1.5420579710144928,2
432728,2022,-23.6307681104462,-46.7537400969309,5,kilometer,280.0,2207.64,25.0,15.0,12.0,16.0,68,05766-290,Campo Limpo,São Paulo,São Paulo,Rua Caraíva,1.5997391304347826,2
432729,2022,-23.6256637280483,-46.7542205839903,5,kilometer,324.0,2993.43,18.0,11.0,20.0,18.0,67,05755-150,Jardim Maria Duarte,São Paulo,São Paulo,,2.1691521739130435,2
432731,2022,-23.6261185129382,-46.7544435450276,5,kilometer,656.0,3538.21,31.0,53.0,64.0,42.0,190,05755-150,Jardim Maria Duarte,São Paulo,São Paulo,,2.5639202898550724,1
432732,2022,-23.6405481957747,-46.7485888024384,5,kilometer,378.0,2723.28,22.0,16.0,17.0,14.0,69,05776-340,Campo Limpo,São Paulo,São Paulo,Rua Francisco Pio de Melo,1.9733913043478262,2
432733,2022,-23.6401153461627,-46.7468850091622,5,kilometer,403.0,2274.34,17.0,18.0,17.0,26.0,78,05776-340,Campo Limpo,São Paulo,São Paulo,Rua Márcio Akira Miura,1.6480724637681161,2
432740,2022,-23.63209166042,-46.7473301451623,5,kilometer,488.0,2303.86,23.0,25.0,30.0,20.0,98,05736-040,Campo Limpo,São Paulo,São Paulo,Rua Mário Linhares,1.669463768115942,2
432741,2022,-23.6330789905991,-46.7466323585879,5,kilometer,351.0,2048.02,19.0,19.0,22.0,28.0,88,05736-040,Campo Limpo,São Paulo,São Paulo,Rua Mário Linhares,1.484072463768116,2
432742,2022,-23.6388769916189,-46.7575374027673,5,kilometer,256.0,2128.58,15.0,11.0,15.0,18.0,59,05763-450,Campo Limpo,São Paulo,São Paulo,Rua James Ensor,1.5424492753623187,2
432743,2022,-23.6415056424871,-46.7550127532069,5,kilometer,686.0,4283.0,36.0,44.0,38.0,37.0,155,05763-450,Campo Limpo,São Paulo,São Paulo,Rua James Ensor,3.103623188405797,1
432744,2022,-23.6135828331442,-46.7532668476677,5,kilometer,250.0,16685.38,5.0,9.0,11.0,23.0,48,05752-590,Jardim Maria Duarte,São Paulo,São Paulo,Rua Antônio Carlos Salles Filho,12.09085507246377,0
432766,2022,-23.641098809911,-46.7540953106351,5,kilometer,581.0,1942.13,32.0,36.0,39.0,48.0,155,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Padre Justino,1.407340579710145,1
432768,2022,-23.640112617581,-46.7525109973585,5,kilometer,588.0,2105.67,28.0,35.0,42.0,37.0,142,05763-450,Campo Limpo,São Paulo,São Paulo,Rua Doutor Abelardo da Cunha Lobo,1.5258478260869566,1
432770,2022,-23.6274372735968,-46.7562010617087,5,kilometer,313.0,2166.9,17.0,22.0,26.0,22.0,87,05766-290,Jardim Maria Duarte,São Paulo,São Paulo,Rua Diogo Martins,1.5702173913043478,2
432772,2022,-23.6284870467876,-46.7554136815558,5,kilometer,268.0,2381.96,12.0,10.0,16.0,24.0,62,05766-290,Jardim Maria Duarte,São Paulo,São Paulo,Rua Ituna,1.7260579710144928,2
432774,2022,-23.6367203653298,-46.74765472901289,5,kilometer,917.0,2526.16,78.0,61.0,31.0,35.0,205,05776-340,Campo Limpo,São Paulo,São Paulo,Rua José Pereira Bueno,1.830550724637681,1
432776,2022,-23.6376606687602,-46.7477837545259,5,kilometer,222.0,2754.96,6.0,8.0,10.0,17.0,41,05776-340,Campo Limpo,São Paulo,São Paulo,Rua Manoel Pinto,1.9963478260869565,2
432777,2022,-23.6219202274489,-46.7498348801309,5,kilometer,624.0,2244.36,31.0,33.0,47.0,48.0,159,05749-300,Jardim Maria Duarte,São Paulo,São Paulo,Rua Domingos Alejo,1.6263478260869566,1
432780,2022,-23.6232826971566,-46.7491375329668,5,kilometer,690.0,4484.53,66.0,41.0,42.0,30.0,179,05734-040,Jardim Maria Duarte,São Paulo,São Paulo,Rua José Roberto Pereira da Silva,3.2496594202898548,1
432831,2022,-23.617065791667,-46.754271186431,5,kilometer,700.0,5256.5,56.0,49.0,26.0,35.0,166,05752-590,Jardim Maria Duarte,São Paulo,São Paulo,,3.809057971014493,1
432839,2022,-23.6324438798697,-46.7595528992907,5,kilometer,426.0,2394.39,31.0,27.0,23.0,38.0,119,05767-530,Campo Limpo,São Paulo,São Paulo,Rua Francisco Martins Bonilha,1.7350652173913041,2
432844,2022,-23.6179293202913,-46.7547599560426,5,kilometer,439.0,4836.78,16.0,19.0,21.0,21.0,77,05755-080,Jardim Maria Duarte,São Paulo,São Paulo,,3.5049130434782607,2
432845,2022,-23.6186861367703,-46.7543244657474,5,kilometer,541.0,4173.65,12.0,24.0,29.0,28.0,93,05755-090,Jardim Maria Duarte,São Paulo,São Paulo,Rua Jaracatia,3.024384057971014,1
432847,2022,-23.624360329722,-46.7474439394289,5,kilometer,286.0,1729.83,24.0,27.0,32.0,29.0,112,05734-040,Jardim Maria Duarte,São Paulo,São Paulo,Viela Olaria,1.2534999999999998,2
432848,2022,-23.6247319625735,-46.7466310243578,5,kilometer,369.0,1568.17,28.0,35.0,44.0,25.0,132,05734-040,Jardim Maria Duarte,São Paulo,São Paulo,Rua Cajeru,1.136355072463768,2
