id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total,CEP
447195,2022,-23.6088567241314,-46.7021984167718,5,kilometer,336.0,"2068,1",18.0,17.0,37.0,24.0,96,05684-080
447196,2022,-23.6100028391163,-46.7026218559359,5,kilometer,630.0,"2170,63",45.0,42.0,32.0,43.0,162,05684-080
447197,2022,-23.6094809611177,-46.7031753577754,5,kilometer,751.0,"1981,12",40.0,56.0,47.0,75.0,218,05684-080
447198,2022,-23.6084080030922,-46.7050620843779,5,kilometer,493.0,"10132,05",11.0,28.0,30.0,18.0,87,05685-010
447199,2022,-23.6079527487176,-46.7074459990822,5,kilometer,372.0,"17318,59",13.0,18.0,14.0,19.0,64,05685-010
447200,2022,-23.6108163985383,-46.7067022046353,5,kilometer,566.0,"19172,98",9.0,21.0,27.0,27.0,84,05684-080
447201,2022,-23.6124859223102,-46.7087311718121,5,kilometer,225.0,22290,6.0,14.0,9.0,13.0,42,05688-021
447202,2022,-23.6061995637848,-46.7210887381145,5,kilometer,45.0,"8745,88",,,0.0,3.0,3,05658-070
447203,2022,-23.6018087905526,-46.721037999738,5,kilometer,351.0,"16475,01",9.0,20.0,17.0,16.0,62,05653-070
447209,2022,-23.6107778885327,-46.7046069627903,5,kilometer,523.0,"19810,64",9.0,12.0,20.0,20.0,61,05684-080
447210,2022,-23.6128026689918,-46.7042589950037,5,kilometer,194.0,"8357,93",6.0,9.0,5.0,5.0,25,05690-040
447211,2022,-23.6126691799992,-46.7057261648897,5,kilometer,322.0,"18899,22",10.0,19.0,16.0,17.0,62,05688-021
447212,2022,-23.6141016522532,-46.7066133407804,5,kilometer,480.0,"14296,04",14.0,15.0,22.0,19.0,70,05650-001
447213,2022,-23.6158014717043,-46.7091787572369,5,kilometer,350.0,"15203,65",23.0,16.0,15.0,19.0,73,05650-001
447214,2022,-23.5988633412032,-46.6995218798373,5,kilometer,199.0,"16293,84",5.0,14.0,20.0,14.0,53,05676-120
447215,2022,-23.603391511711,-46.6991785017948,5,kilometer,1295.0,"1562,58",112.0,152.0,130.0,115.0,509,05676-120
447216,2022,-23.6061775454882,-46.7050592898861,5,kilometer,396.0,"19817,4",10.0,12.0,28.0,18.0,68,05684-000
447217,2022,-23.6096951092362,-46.717345567256494,5,kilometer,132.0,"11789,36",,11.0,9.0,5.0,25,05690-080
447218,2022,-23.6090956827433,-46.7014206287084,5,kilometer,315.0,"1827,43",15.0,21.0,25.0,19.0,80,05684-080
447219,2022,-23.6082044462823,-46.7006278798499,5,kilometer,566.0,"1642,72",32.0,48.0,36.0,41.0,157,05684-080
447220,2022,-23.6098860196994,-46.7053877632972,5,kilometer,528.0,"14943,89",15.0,17.0,21.0,11.0,64,05684-080
447221,2022,-23.6122475404393,-46.7116412339478,5,kilometer,219.0,"21499,24",4.0,15.0,18.0,6.0,43,05690-080
447222,2022,-23.5941266488141,-46.7105520198285,5,kilometer,268.0,"24957,45",10.0,14.0,17.0,10.0,51,05651-001
447223,2022,-23.5959870207729,-46.709780612770096,5,kilometer,128.0,"16232,22",4.0,3.0,4.0,10.0,21,05651-001
447224,2022,-23.6066127775376,-46.7148628244947,5,kilometer,233.0,"15865,62",4.0,5.0,14.0,17.0,40,05650-905
447225,2022,-23.6077923573489,-46.7160186284704,5,kilometer,198.0,"19877,17",4.0,8.0,4.0,7.0,23,05688-021
447226,2022,-23.5999678114976,-46.7144734095852,5,kilometer,264.0,"15356,1",6.0,8.0,8.0,20.0,42,05650-905
447227,2022,-23.6044300621227,-46.7236595444787,5,kilometer,353.0,"20538,73",10.0,17.0,17.0,20.0,64,05658-070
447228,2022,-23.6067593037382,-46.7243716156631,5,kilometer,457.0,"7800,14",11.0,19.0,23.0,20.0,73,05658-070
447229,2022,-23.6087552074472,-46.7248797135484,5,kilometer,441.0,"4610,61",18.0,19.0,30.0,21.0,88,05658-070
447230,2022,-23.6095632008339,-46.7243598834436,5,kilometer,478.0,"6465,4",21.0,17.0,19.0,18.0,75,05659-020
447231,2022,-23.6102659848013,-46.7253204684157,5,kilometer,392.0,"3984,64",15.0,17.0,24.0,24.0,80,05659-020
447232,2022,-23.6112313077548,-46.7258606472965,5,kilometer,358.0,"3272,78",16.0,24.0,17.0,29.0,86,05659-020
447233,2022,-23.6111373079889,-46.7242528861729,5,kilometer,228.0,"4817,39",9.0,16.0,16.0,14.0,55,05659-020
447234,2022,-23.610621162344,-46.723356862481694,5,kilometer,507.0,"1990,61",38.0,43.0,37.0,55.0,173,05659-020
447235,2022,-23.6091874980408,-46.7212640612336,5,kilometer,222.0,"10458,46",8.0,9.0,11.0,17.0,45,05659-020
447236,2022,-23.6108986007902,-46.7211911107574,5,kilometer,182.0,"8044,7",5.0,5.0,,9.0,19,05659-020
447237,2022,-23.6087785608791,-46.722780448223,5,kilometer,142.0,"7729,68",7.0,7.0,7.0,9.0,30,05658-070
447238,2022,-23.6094531227425,-46.7230787044268,5,kilometer,165.0,"6965,4",12.0,7.0,13.0,8.0,40,05658-070
447240,2022,-23.5925629268508,-46.7184917930336,5,kilometer,193.0,"16508,44",8.0,8.0,10.0,6.0,32,05617-140
447241,2022,-23.5926509910765,-46.7162269797581,5,kilometer,570.0,"17210,36",17.0,22.0,29.0,33.0,101,05615-001
447242,2022,-23.6116233523038,-46.714635859808496,5,kilometer,133.0,"15994,88",3.0,4.0,5.0,9.0,21,05690-080
447243,2022,-23.6088957004101,-46.7078367233598,5,kilometer,482.0,"17157,55",4.0,55.0,17.0,8.0,84,05685-010
447244,2022,-23.6105935679975,-46.7100072627835,5,kilometer,265.0,"20049,03",3.0,8.0,7.0,14.0,32,05650-001
447245,2022,-23.6161663234425,-46.7027115380245,5,kilometer,171.0,"6458,61",5.0,6.0,7.0,8.0,26,05690-040
447246,2022,-23.6059248353401,-46.7072672187953,5,kilometer,269.0,"26464,02",3.0,9.0,14.0,17.0,43,05684-000
447247,2022,-23.6065935740077,-46.7066594808199,5,kilometer,193.0,"27781,05",3.0,3.0,4.0,17.0,27,05684-000
447248,2022,-23.6063362458759,-46.703290379476,5,kilometer,417.0,"16978,37",16.0,17.0,34.0,33.0,100,05684-000
447249,2022,-23.6072467091552,-46.7019732158206,5,kilometer,814.0,"2927,66",52.0,73.0,86.0,84.0,295,05684-000
447250,2022,-23.6129959667133,-46.7079656384267,5,kilometer,203.0,15670,3.0,12.0,5.0,5.0,25,05650-001
447251,2022,-23.6119260168721,-46.7050571656752,5,kilometer,326.0,"11620,31",17.0,15.0,11.0,9.0,52,05684-080
447252,2022,-23.611489826723,-46.7075240528234,5,kilometer,315.0,"20505,31",9.0,12.0,9.0,14.0,44,05684-080
447253,2022,-23.6095991210592,-46.70861503462729,5,kilometer,513.0,"13448,67",14.0,29.0,26.0,28.0,97,05688-021
447254,2022,-23.6091873190206,-46.7059147561326,5,kilometer,166.0,"12894,24",10.0,3.0,10.0,5.0,28,05684-080
447256,2022,-23.6050577937037,-46.7012901337342,5,kilometer,218.0,"22498,46",13.0,11.0,7.0,3.0,34,05684-000
447258,2022,-23.5985304250261,-46.6988958497058,5,kilometer,266.0,"36209,01",15.0,17.0,18.0,14.0,64,05676-120
447259,2022,-23.5983063468912,-46.697861609769,5,kilometer,285.0,"39025,42",14.0,19.0,17.0,10.0,60,05676-120
447260,2022,-23.5993342301657,-46.6978788246703,5,kilometer,202.0,"33625,12",5.0,8.0,23.0,19.0,55,05676-120
447271,2022,-23.5918691648679,-46.71011229144,5,kilometer,213.0,"23781,71",,,9.0,,9,05615-050
447279,2022,-23.5940254366891,-46.7041656513931,5,kilometer,200.0,"26238,12",8.0,6.0,4.0,11.0,29,05651-001
447280,2022,-23.5968038412571,-46.706313011663,5,kilometer,186.0,"15804,72",4.0,12.0,9.0,11.0,36,05651-001
447281,2022,-23.5952637930235,-46.696203926430094,5,kilometer,153.0,"24302,81",4.0,4.0,11.0,7.0,26,04571-030
447282,2022,-23.5921011313398,-46.701562512038,5,kilometer,204.0,"24384,49",,8.0,6.0,11.0,25,05670-000
447283,2022,-23.5961269813356,-46.701992728059295,5,kilometer,174.0,"23186,05",4.0,,7.0,10.0,21,05676-120
447289,2022,-23.6028858306043,-46.71596900539431,5,kilometer,331.0,"18319,26",10.0,20.0,18.0,15.0,63,05650-905
447290,2022,-23.6015422436335,-46.7165315976372,5,kilometer,261.0,"17295,93",7.0,5.0,0.0,7.0,19,05653-070
447291,2022,-23.6016639972749,-46.7177427063942,5,kilometer,329.0,"13274,49",6.0,3.0,,14.0,23,05653-070
447292,2022,-23.607997677347,-46.7010288570976,5,kilometer,422.0,"2360,76",27.0,33.0,44.0,37.0,141,05684-000
447293,2022,-23.6077451671558,-46.7014390682849,5,kilometer,1005.0,"2098,48",77.0,78.0,91.0,100.0,346,05684-000
447296,2022,-23.6076629804561,-46.7233849115286,5,kilometer,823.0,"1693,96",53.0,70.0,69.0,79.0,271,05659-020
447297,2022,-23.6082918129767,-46.7226028684733,5,kilometer,202.0,"1430,63",10.0,17.0,10.0,4.0,41,05658-070
447298,2022,-23.6025206072875,-46.703803461102304,5,kilometer,357.0,"28390,91",11.0,14.0,22.0,19.0,66,05684-000
447299,2022,-23.5968511910776,-46.7161765477152,5,kilometer,276.0,"14533,53",4.0,8.0,7.0,9.0,28,05651-001
447301,2022,-23.5910377891918,-46.704610740754,5,kilometer,164.0,"23500,09",,6.0,6.0,23.0,35,05425-070
447303,2022,-23.6078359771016,-46.7027582598866,5,kilometer,506.0,"2383,25",36.0,28.0,45.0,60.0,169,05684-000
447304,2022,-23.6077169898002,-46.7034372987055,5,kilometer,422.0,"13009,04",17.0,15.0,26.0,26.0,84,05684-000
447307,2022,-23.6066591191565,-46.7009763090398,5,kilometer,414.0,"13890,78",,5.0,,,5,05684-000
447308,2022,-23.6059529218509,-46.7006016887625,5,kilometer,635.0,"22632,68",14.0,40.0,52.0,41.0,147,04578-000
447309,2022,-23.6025756821063,-46.6996354321454,5,kilometer,529.0,"30590,3",22.0,40.0,51.0,34.0,147,05676-120
447311,2022,-23.6029641397439,-46.69975298681,5,kilometer,506.0,"1616,2",34.0,51.0,37.0,44.0,166,05676-120
447312,2022,-23.601725098501,-46.6995976590562,5,kilometer,,,,,,,0,05676-120
447313,2022,-23.6009067282929,-46.6991194121479,5,kilometer,91.0,"1517,86",8.0,5.0,9.0,11.0,33,05676-120
447314,2022,-23.6016204341445,-46.7068075111177,5,kilometer,266.0,"26389,88",5.0,12.0,8.0,22.0,47,05650-905
452135,2022,-23.6403037152452,-46.6962366969829,5,kilometer,436.0,"16268,17",25.0,32.0,32.0,17.0,106,04738-000
452136,2022,-23.6371074711617,-46.6990236460976,5,kilometer,462.0,"8813,96",11.0,20.0,23.0,24.0,78,04702-002
452137,2022,-23.6362053482092,-46.6968826125734,5,kilometer,571.0,"10410,23",20.0,12.0,17.0,36.0,85,04717-000
452138,2022,-23.6434302108325,-46.6958883723848,5,kilometer,409.0,"9333,49",20.0,18.0,23.0,21.0,82,04739-040
452139,2022,-23.6435296381673,-46.705235244012,5,kilometer,568.0,9655,28.0,32.0,17.0,19.0,96,04725-020
452140,2022,-23.6370525889957,-46.7040894784166,5,kilometer,518.0,"16863,88",11.0,16.0,20.0,30.0,77,04719-001
452141,2022,-23.6389938239657,-46.6888327208973,5,kilometer,384.0,"14819,18",8.0,9.0,19.0,27.0,63,04641-000
452142,2022,-23.6470089877427,-46.6960762910476,5,kilometer,514.0,"16483,87",13.0,26.0,31.0,22.0,92,04739-040
452143,2022,-23.6513205526308,-46.6956744120646,5,kilometer,465.0,"14273,29",12.0,10.0,25.0,23.0,70,04741-140
452144,2022,-23.6536484718244,-46.6976896488431,5,kilometer,497.0,"7330,5",14.0,22.0,29.0,24.0,89,04742-090
452145,2022,-23.6508616523436,-46.7020500859595,5,kilometer,401.0,"10989,84",21.0,12.0,14.0,15.0,62,04743-030
452146,2022,-23.6462506108505,-46.7136889557939,5,kilometer,348.0,"4872,04",13.0,19.0,14.0,18.0,64,04755-060
452147,2022,-23.6442826220346,-46.7103075283752,5,kilometer,439.0,"12711,33",19.0,16.0,23.0,25.0,83,04724-001
452148,2022,-23.6417544979346,-46.7116873560457,5,kilometer,615.0,"6186,84",25.0,34.0,36.0,24.0,119,04726-001
452149,2022,-23.6386466989101,-46.7119277926108,5,kilometer,590.0,"4942,92",16.0,19.0,25.0,16.0,76,04726-001
452150,2022,-23.6342166489882,-46.7086235572076,5,kilometer,792.0,"23468,64",37.0,53.0,50.0,49.0,189,04719-050
452151,2022,-23.6324983757258,-46.7005091528979,5,kilometer,502.0,"13631,64",20.0,27.0,20.0,21.0,88,04717-001
452152,2022,-23.6314771928309,-46.698985649568,5,kilometer,298.0,"3649,84",6.0,14.0,7.0,24.0,51,04714-000
452153,2022,-23.6276740640279,-46.6945692755715,5,kilometer,551.0,"11744,35",23.0,24.0,21.0,15.0,83,04710-010
452154,2022,-23.6279316154475,-46.6923992779862,5,kilometer,240.0,"9255,31",6.0,9.0,6.0,6.0,27,04710-010
452155,2022,-23.628111060289,-46.6912478851056,5,kilometer,477.0,"8611,48",14.0,10.0,16.0,19.0,59,04707-060
452156,2022,-23.6273779800834,-46.6904147732894,5,kilometer,437.0,"10413,89",5.0,14.0,7.0,18.0,44,04707-060
452157,2022,-23.6329825845853,-46.6819404157838,5,kilometer,404.0,"9822,96",21.0,27.0,29.0,24.0,101,04623-050
452158,2022,-23.6500551109567,-46.6909839458491,5,kilometer,113.0,"18510,55",,3.0,8.0,6.0,17,04748-000
452159,2022,-23.6579789941233,-46.7051533792932,5,kilometer,487.0,"4182,27",16.0,14.0,25.0,14.0,69,04746-000
452160,2022,-23.6537261345606,-46.7125669734271,5,kilometer,443.0,"4683,18",19.0,15.0,21.0,19.0,74,04752-005
452161,2022,-23.6513882055361,-46.7110384528966,5,kilometer,399.0,"3714,15",12.0,18.0,19.0,23.0,72,04752-005
452162,2022,-23.6416875880885,-46.7157264812,5,kilometer,409.0,"4011,6",13.0,11.0,14.0,21.0,59,04727-001
452163,2022,-23.6332109750903,-46.710723293987,5,kilometer,300.0,"5781,47",7.0,11.0,11.0,8.0,37,04719-040
452164,2022,-23.6303561307856,-46.7037347635092,5,kilometer,381.0,"8900,37",17.0,24.0,14.0,19.0,74,04715-004
452165,2022,-23.6286089784369,-46.7031578631434,5,kilometer,447.0,"4900,89",11.0,19.0,13.0,13.0,56,04713-001
452166,2022,-23.6470741386591,-46.678041079709,5,kilometer,452.0,"19443,38",14.0,11.0,14.0,27.0,66,04626-000
452167,2022,-23.6449459862978,-46.6792203366347,5,kilometer,596.0,"18201,42",25.0,28.0,26.0,35.0,114,04645-000
452168,2022,-23.6492543881781,-46.6777412142085,5,kilometer,624.0,"13683,77",28.0,24.0,37.0,33.0,122,04626-000
452169,2022,-23.6523626423024,-46.6884522517719,5,kilometer,25.0,"8642,86",,3.0,0.0,3.0,6,04748-000
452170,2022,-23.6586313948879,-46.7073159550752,5,kilometer,459.0,"4379,45",16.0,16.0,15.0,26.0,73,04795-100
452171,2022,-23.657266402921,-46.71130070099991,5,kilometer,724.0,"8064,41",18.0,33.0,29.0,29.0,109,04746-000
452172,2022,-23.6558169003595,-46.7145638309388,5,kilometer,560.0,"6189,16",24.0,23.0,16.0,15.0,78,04753-060
452173,2022,-23.6458948815604,-46.718962099549,5,kilometer,511.0,"5150,77",9.0,15.0,20.0,24.0,68,04757-000
452174,2022,-23.6264125925793,-46.708715173287,5,kilometer,362.0,"5149,9",23.0,7.0,16.0,17.0,63,04713-002
452175,2022,-23.6447191759704,-46.6979803778101,5,kilometer,353.0,"12493,98",11.0,17.0,20.0,24.0,72,04736-001
452176,2022,-23.6468698760675,-46.701370536667,5,kilometer,512.0,"10630,39",20.0,31.0,41.0,31.0,123,04735-001
452177,2022,-23.6465778574725,-46.7026694940195,5,kilometer,548.0,"17203,39",38.0,44.0,48.0,43.0,173,04750-001
452178,2022,-23.6318861222501,-46.7053694891998,5,kilometer,439.0,"13183,25",16.0,16.0,18.0,15.0,65,04717-003
452179,2022,-23.6551502250652,-46.6937404291385,5,kilometer,546.0,"29968,29",24.0,36.0,41.0,47.0,148,04741-140
452180,2022,-23.6557170896606,-46.6962040756486,5,kilometer,480.0,"12708,04",19.0,29.0,37.0,29.0,114,04747-901
452181,2022,-23.6394042376018,-46.7149568432886,5,kilometer,536.0,"15141,71",38.0,70.0,49.0,21.0,178,04729-060
452182,2022,-23.6307559090931,-46.7009914413136,5,kilometer,194.0,"8822,92",4.0,5.0,7.0,4.0,20,04714-001
452183,2022,-23.6379444741083,-46.6871128511214,5,kilometer,504.0,"14886,02",15.0,23.0,42.0,28.0,108,04701-000
452184,2022,-23.6413139931097,-46.7134370078275,5,kilometer,463.0,"4962,33",26.0,22.0,28.0,24.0,100,04727-001
452185,2022,-23.633897097155,-46.7067474293875,5,kilometer,762.0,"28266,39",35.0,79.0,66.0,63.0,243,04719-001
452186,2022,-23.6321645968836,-46.7019326177542,5,kilometer,431.0,"8549,01",12.0,9.0,8.0,10.0,39,04717-001
452187,2022,-23.6292811925872,-46.693363701704,5,kilometer,678.0,"15133,14",35.0,42.0,35.0,39.0,151,04708-001
452188,2022,-23.6336502109599,-46.7139879835044,5,kilometer,272.0,"9853,21",5.0,5.0,5.0,,15,04726-220
452189,2022,-23.6341477796299,-46.7145691422873,5,kilometer,501.0,"39839,35",40.0,54.0,39.0,39.0,172,04726-220
452190,2022,-23.6345553469211,-46.7150273179438,5,kilometer,710.0,"21262,66",44.0,64.0,78.0,40.0,226,04726-220
452191,2022,-23.6415458925511,-46.6769854429821,5,kilometer,488.0,"10534,53",13.0,19.0,22.0,23.0,77,04646-000
452192,2022,-23.6440720213197,-46.6747975665084,5,kilometer,410.0,"8526,29",12.0,19.0,17.0,19.0,67,04646-000
452193,2022,-23.6439057686404,-46.7135649031797,5,kilometer,640.0,"4361,49",23.0,28.0,24.0,33.0,108,04727-001
452194,2022,-23.6408566243873,-46.6975971246809,5,kilometer,402.0,"11368,74",18.0,23.0,16.0,21.0,78,04738-000
452195,2022,-23.6434924852426,-46.6928946187918,5,kilometer,544.0,"18914,85",23.0,45.0,36.0,37.0,141,04739-040
452196,2022,-23.6515576874698,-46.6982275728462,5,kilometer,418.0,"9219,09",11.0,15.0,8.0,20.0,54,04741-001
452197,2022,-23.6514213403487,-46.7011185040494,5,kilometer,473.0,"3734,37",13.0,21.0,36.0,30.0,100,04743-030
452198,2022,-23.6401673559529,-46.714511020394,5,kilometer,541.0,"19016,1",42.0,50.0,46.0,35.0,173,04727-001
452199,2022,-23.6552797077644,-46.696627965247,5,kilometer,451.0,"15819,34",20.0,29.0,30.0,33.0,112,04747-901
452200,2022,-23.6508175431572,-46.6928733073438,5,kilometer,400.0,"26006,1",15.0,31.0,38.0,25.0,109,04748-000
452201,2022,-23.6272820582555,-46.6965329477031,5,kilometer,420.0,"14946,78",19.0,23.0,18.0,31.0,91,04709-110
452202,2022,-23.6321094796647,-46.70328980144951,5,kilometer,306.0,"7501,09",8.0,5.0,15.0,11.0,39,04717-003
452203,2022,-23.640150922588,-46.7121205273227,5,kilometer,183.0,"12541,54",6.0,16.0,10.0,6.0,38,04727-001
452204,2022,-23.6260760279044,-46.7067063272768,5,kilometer,630.0,"22089,24",50.0,64.0,44.0,27.0,185,04713-002
452205,2022,-23.6355038086886,-46.71574492665,5,kilometer,562.0,"21530,96",40.0,58.0,35.0,26.0,159,04730-990
452206,2022,-23.6279071053975,-46.708767549548,5,kilometer,680.0,"14707,05",52.0,56.0,50.0,33.0,191,04717-004
452207,2022,-23.6442826236113,-46.7010365483476,5,kilometer,260.0,"6480,8",18.0,14.0,9.0,4.0,45,04750-001
452208,2022,-23.6454657337932,-46.7001239294175,5,kilometer,493.0,"14084,46",12.0,28.0,24.0,20.0,84,04739-010
452209,2022,-23.6411677686451,-46.7024831731388,5,kilometer,350.0,"11857,5",11.0,19.0,19.0,28.0,77,04722-000
452210,2022,-23.6430386384211,-46.7018305090766,5,kilometer,271.0,"11480,74",8.0,11.0,15.0,11.0,45,04724-000
452211,2022,-23.638242608237,-46.7016492359769,5,kilometer,294.0,"17051,99",11.0,13.0,12.0,20.0,56,04719-000
452212,2022,-23.6385673647295,-46.6991177756991,5,kilometer,370.0,"15941,42",19.0,8.0,13.0,21.0,61,04702-002
452213,2022,-23.6364076863654,-46.69069672702889,5,kilometer,393.0,"11806,53",14.0,11.0,21.0,25.0,71,04604-001
452214,2022,-23.6395633557091,-46.6939991804411,5,kilometer,377.0,"9489,43",12.0,21.0,20.0,23.0,76,04603-000
452216,2022,-23.6482725116516,-46.6988628556445,5,kilometer,393.0,"15366,5",22.0,24.0,30.0,19.0,95,04736-000
452217,2022,-23.65005110031,-46.699550774341,5,kilometer,246.0,"10303,59",6.0,12.0,15.0,10.0,43,04742-001
452218,2022,-23.6460461119436,-46.7021783757729,5,kilometer,488.0,"11073,75",27.0,26.0,14.0,9.0,76,04733-100
452219,2022,-23.6464930489482,-46.7012903302975,5,kilometer,326.0,"11812,39",13.0,12.0,11.0,9.0,45,04750-001
452220,2022,-23.6474131838505,-46.7013469871729,5,kilometer,275.0,"14847,12",15.0,9.0,4.0,17.0,45,04734-001
452221,2022,-23.6467224480856,-46.7043533001712,5,kilometer,322.0,"8739,13",,9.0,,9.0,18,04750-030
452222,2022,-23.6468097054142,-46.7037353824597,5,kilometer,509.0,"10745,25",27.0,6.0,8.0,6.0,47,04741-000
452223,2022,-23.6484145525035,-46.7050486448045,5,kilometer,586.0,"11267,28",46.0,42.0,40.0,35.0,163,04750-000
452225,2022,-23.6333552045203,-46.6981485542752,5,kilometer,245.0,"6928,72",7.0,4.0,8.0,9.0,28,04715-002
452226,2022,-23.6350916325901,-46.698895113201694,5,kilometer,305.0,"7804,83",10.0,12.0,16.0,25.0,63,04717-000
452227,2022,-23.631244365376,-46.6886681629326,5,kilometer,258.0,"13147,19",8.0,12.0,3.0,4.0,27,04701-000
452228,2022,-23.6335603703658,-46.6894355502215,5,kilometer,326.0,"9258,53",13.0,14.0,13.0,12.0,52,04604-001
452229,2022,-23.6327510487932,-46.6912824181118,5,kilometer,299.0,"13156,04",8.0,16.0,10.0,,34,04708-000
452230,2022,-23.6316137341065,-46.6857805237959,5,kilometer,581.0,"11366,54",22.0,19.0,26.0,35.0,102,04636-000
452231,2022,-23.6381308587437,-46.70881728173031,5,kilometer,174.0,"9041,69",5.0,6.0,11.0,11.0,33,04726-001
452233,2022,-23.6417163000085,-46.7042399924353,5,kilometer,345.0,"12302,24",15.0,18.0,15.0,15.0,63,04724-000
452234,2022,-23.6457174846134,-46.706335366689,5,kilometer,133.0,"7109,67",5.0,6.0,,4.0,15,04726-001
452235,2022,-23.6459163676674,-46.6923893724823,5,kilometer,404.0,"10636,42",21.0,25.0,14.0,17.0,77,04642-000
452237,2022,-23.6491310303169,-46.6954613770737,5,kilometer,341.0,"16397,79",7.0,9.0,17.0,16.0,49,04736-001
452239,2022,-23.6541187041856,-46.7006120997155,5,kilometer,470.0,"6948,65",12.0,15.0,27.0,17.0,71,04747-030
452240,2022,-23.6520667709712,-46.7038445951855,5,kilometer,328.0,"6150,21",11.0,12.0,10.0,16.0,49,04743-030
452241,2022,-23.6544061190874,-46.705367159878,5,kilometer,43.0,"6906,59",,,3.0,,3,04751-000
452242,2022,-23.6490772428669,-46.7084939522077,5,kilometer,167.0,"4659,44",9.0,6.0,9.0,10.0,34,04752-010
452243,2022,-23.6516583459188,-46.7069116025063,5,kilometer,149.0,"5787,9",6.0,5.0,11.0,10.0,32,04751-000
452245,2022,-23.6481467735633,-46.7104850499784,5,kilometer,826.0,"4137,98",31.0,30.0,30.0,42.0,133,04724-001
452246,2022,-23.6400888948094,-46.7133741117779,5,kilometer,327.0,"7426,96",7.0,12.0,9.0,15.0,43,04726-001
452247,2022,-23.6356685561314,-46.7107975109452,5,kilometer,449.0,"11564,02",23.0,12.0,16.0,12.0,63,04726-001
452248,2022,-23.6372407736931,-46.7106325739269,5,kilometer,349.0,"5759,24",10.0,9.0,16.0,17.0,52,04726-001
452249,2022,-23.6354123095397,-46.7073691266818,5,kilometer,291.0,"16641,35",9.0,11.0,19.0,12.0,51,04719-001
452250,2022,-23.6319952098486,-46.7043284834236,5,kilometer,429.0,"11101,04",10.0,10.0,15.0,20.0,55,04717-003
452251,2022,-23.6331307001486,-46.70437225229271,5,kilometer,195.0,"10382,45",11.0,3.0,6.0,5.0,25,04719-001
452252,2022,-23.6288377328201,-46.6989755602215,5,kilometer,289.0,"5698,64",10.0,13.0,12.0,12.0,47,04709-110
452253,2022,-23.6301359385768,-46.7002725915892,5,kilometer,303.0,"7355,98",7.0,14.0,11.0,21.0,53,04709-210
452254,2022,-23.6268309964364,-46.6979241540918,5,kilometer,232.0,"15102,44",10.0,7.0,6.0,3.0,26,04709-110
452255,2022,-23.626078060135,-46.6968772432754,5,kilometer,302.0,"25831,01",19.0,37.0,17.0,16.0,89,04710-190
452256,2022,-23.6265691931769,-46.6971692890972,5,kilometer,642.0,"20657,49",68.0,59.0,56.0,37.0,220,04710-190
452257,2022,-23.6296592440474,-46.6953380427808,5,kilometer,286.0,"33056,51",8.0,12.0,9.0,9.0,38,04710-000
452259,2022,-23.629776550523,-46.69209139728071,5,kilometer,293.0,"7458,33",6.0,8.0,8.0,6.0,28,04709-011
452260,2022,-23.6303695948404,-46.6910312542666,5,kilometer,280.0,"7556,6",7.0,7.0,0.0,8.0,22,04709-020
452262,2022,-23.6289553460578,-46.68786654559089,5,kilometer,249.0,"11197,35",3.0,4.0,,4.0,11,04707-060
452263,2022,-23.6353480336028,-46.6833247077181,5,kilometer,530.0,"21167,96",19.0,36.0,35.0,41.0,131,04636-001
452264,2022,-23.6377629140528,-46.6792805073868,5,kilometer,470.0,"22132,56",20.0,40.0,28.0,24.0,112,04636-001
452265,2022,-23.6528830774119,-46.6906485361933,5,kilometer,627.0,"15651,63",23.0,31.0,24.0,39.0,117,04748-000
452266,2022,-23.6540277252021,-46.6926148795802,5,kilometer,367.0,"33083,83",18.0,30.0,32.0,46.0,126,04741-140
452267,2022,-23.6545872239637,-46.6981421906532,5,kilometer,228.0,6230,6.0,10.0,9.0,6.0,31,04741-010
452268,2022,-23.6539476665622,-46.694964036191,5,kilometer,135.0,"20671,45",8.0,10.0,10.0,6.0,34,04741-011
452269,2022,-23.6567710472561,-46.6962630594915,5,kilometer,290.0,"7901,64",18.0,12.0,19.0,17.0,66,04747-901
452270,2022,-23.6556477575523,-46.7073399090122,5,kilometer,396.0,"6439,33",12.0,19.0,11.0,14.0,56,04751-000
452271,2022,-23.6569388988246,-46.7082875748548,5,kilometer,519.0,"5461,32",20.0,23.0,19.0,23.0,85,04746-000
452272,2022,-23.6318098513269,-46.7155407426761,5,kilometer,71.0,"6242,92",3.0,4.0,4.0,5.0,16,04713-002
452273,2022,-23.633219014296,-46.715464634178495,5,kilometer,275.0,"10537,7",5.0,4.0,4.0,4.0,17,04726-220
452274,2022,-23.6333695135079,-46.7160907372016,5,kilometer,264.0,"10577,09",5.0,,,3.0,8,04726-170
452275,2022,-23.6336821913213,-46.713515508856,5,kilometer,205.0,"9749,46",,,0.0,,0,04726-220
452276,2022,-23.634022077224,-46.7138488549232,5,kilometer,245.0,"7762,01",0.0,5.0,7.0,7.0,19,04726-220
452277,2022,-23.6372598263123,-46.7141528523502,5,kilometer,378.0,"4565,12",18.0,9.0,5.0,16.0,48,04726-001
452278,2022,-23.6397937240664,-46.7185848271236,5,kilometer,437.0,"15330,54",47.0,30.0,17.0,8.0,102,04729-060
