id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total,CEP
432944,2022,-23.6336975964746,-46.7452784507088,5,kilometer,1024.0,"2034,63",62.0,63.0,57.0,73.0,255,05736-040
432946,2022,-23.6163840812189,-46.7527295342857,5,kilometer,712.0,"5379,45",29.0,37.0,34.0,28.0,128,05752-590
432952,2022,-23.6304959295882,-46.7489202402868,5,kilometer,710.0,"3249,06",37.0,55.0,42.0,45.0,179,05736-040
432953,2022,-23.6293303271139,-46.7507024848984,5,kilometer,422.0,"4215,03",32.0,25.0,22.0,16.0,95,05736-040
432954,2022,-23.629069258756,-46.7504724317692,5,kilometer,396.0,"4459,44",35.0,20.0,13.0,14.0,82,05736-040
432955,2022,-23.6362751313231,-46.7448738137918,5,kilometer,1064.0,"2180,26",50.0,66.0,53.0,53.0,222,05776-340
432956,2022,-23.6357579327648,-46.7438872912302,5,kilometer,139.0,"1878,78",10.0,17.0,17.0,5.0,49,05776-340
432963,2022,-23.6333685846773,-46.7521261962384,5,kilometer,105.0,"1856,55",11.0,4.0,4.0,12.0,31,05736-040
432964,2022,-23.6329306683387,-46.752679107631,5,kilometer,72.0,"2695,56",3.0,4.0,,3.0,10,05736-040
432965,2022,-23.6339230041057,-46.7530518248257,5,kilometer,49.0,2172,3.0,8.0,,5.0,16,05766-290
432966,2022,-23.6336693051505,-46.7525862731276,5,kilometer,25.0,"1530,89",,,0.0,,0,05736-040
432967,2022,-23.6379672265713,-46.7506073688347,5,kilometer,848.0,"1931,81",63.0,50.0,53.0,69.0,235,05776-340
432968,2022,-23.6368054056037,-46.7510530440757,5,kilometer,,,,,,,0,05776-340
432969,2022,-23.6438589571809,-46.7499203069629,5,kilometer,21.0,"2172,67",0.0,0.0,0.0,0.0,0,05780-390
432970,2022,-23.6427926934053,-46.747989747894,5,kilometer,178.0,"3038,1",11.0,6.0,12.0,8.0,37,05777-100
432971,2022,-23.6429729340405,-46.7487461949783,5,kilometer,91.0,"2279,59",4.0,3.0,5.0,8.0,20,05777-100
432972,2022,-23.6444493589125,-46.7500030114442,5,kilometer,80.0,"3341,52",4.0,,,,4,05780-390
432974,2022,-23.6292715669657,-46.757735092251,5,kilometer,904.0,"1654,18",56.0,86.0,71.0,64.0,277,05766-290
432978,2022,-23.630527607488,-46.7449819402484,5,kilometer,674.0,"1350,66",55.0,72.0,53.0,66.0,246,05736-040
432979,2022,-23.6304746901612,-46.7462182347638,5,kilometer,23.0,"2666,67",6.0,0.0,,,6,05736-040
432980,2022,-23.6442548873807,-46.7507722029926,5,kilometer,276.0,"2299,15",12.0,18.0,16.0,21.0,67,05780-390
432987,2022,-23.6329294195684,-46.7514738405965,5,kilometer,479.0,"2324,61",17.0,31.0,26.0,38.0,112,05736-040
432988,2022,-23.6345420110542,-46.7529169147087,5,kilometer,253.0,"2610,66",19.0,22.0,23.0,21.0,85,05736-040
432990,2022,-23.6323180307309,-46.7531769120124,5,kilometer,482.0,"1572,88",23.0,42.0,34.0,48.0,147,05767-470
432991,2022,-23.6225338891562,-46.7473865777585,5,kilometer,618.0,"1454,83",46.0,46.0,45.0,58.0,195,05749-280
432995,2022,-23.6246420380958,-46.7461585335127,5,kilometer,263.0,"1154,58",23.0,26.0,23.0,37.0,109,05734-040
433420,2022,-23.6268973249649,-46.7454840224792,5,kilometer,109.0,"1508,35",10.0,11.0,8.0,7.0,36,05726-100
433430,2022,-23.6193222924929,-46.7489901979052,5,kilometer,471.0,"1300,64",74.0,60.0,55.0,69.0,258,05749-300
433431,2022,-23.6200052402453,-46.748760371408,5,kilometer,59.0,"1842,19",,4.0,,,4,05749-300
433432,2022,-23.6308263156381,-46.756461789017294,5,kilometer,412.0,"1540,44",22.0,30.0,34.0,39.0,125,05766-290
433433,2022,-23.6306390345632,-46.7565833853638,5,kilometer,89.0,"1676,15",4.0,0.0,12.0,5.0,21,05766-290
433436,2022,-23.6377066286167,-46.7532689577375,5,kilometer,350.0,"2089,93",15.0,24.0,21.0,31.0,91,05763-450
433437,2022,-23.6364728109461,-46.7531496977091,5,kilometer,125.0,"2276,81",5.0,4.0,7.0,9.0,25,05763-450
433438,2022,-23.6353393080479,-46.7491790969058,5,kilometer,692.0,"2076,61",51.0,44.0,39.0,42.0,176,05736-040
433439,2022,-23.6353506588646,-46.7500443078594,5,kilometer,68.0,"1763,5",3.0,4.0,4.0,8.0,19,05776-340
433440,2022,-23.6375729156628,-46.7457039848776,5,kilometer,760.0,"2131,57",62.0,50.0,26.0,28.0,166,05776-340
433441,2022,-23.6377549350637,-46.745074515535,5,kilometer,432.0,"2068,64",30.0,24.0,21.0,15.0,90,05776-340
433855,2022,-23.6503846892475,-46.7552210163278,5,kilometer,473.0,"2416,25",14.0,25.0,19.0,39.0,97,05780-390
434085,2022,-23.651130692042,-46.7535241870669,5,kilometer,514.0,"3777,75",32.0,22.0,18.0,21.0,93,05780-390
434086,2022,-23.6508215748913,-46.754205290151695,5,kilometer,229.0,"3753,71",14.0,8.0,7.0,10.0,39,05780-390
434147,2022,-23.6488142141862,-46.7545549992933,5,kilometer,297.0,"8664,8",15.0,15.0,20.0,19.0,69,05780-390
435001,2022,-23.6607034563312,-46.6789731098283,5,kilometer,437.0,"6754,62",24.0,22.0,22.0,20.0,88,04660-000
435007,2022,-23.6573602010067,-46.6755509826549,5,kilometer,338.0,"5437,04",13.0,13.0,19.0,16.0,61,04649-030
435018,2022,-23.6521234588516,-46.6757807779582,5,kilometer,715.0,"8436,01",27.0,41.0,28.0,26.0,122,04626-000
435019,2022,-23.6545020350399,-46.6742774060436,5,kilometer,479.0,"7615,48",10.0,20.0,16.0,25.0,71,04649-030
435020,2022,-23.6530065767034,-46.6723323212871,5,kilometer,477.0,"7998,44",22.0,19.0,33.0,21.0,95,04650-180
435035,2022,-23.6521520798635,-46.677736765537,5,kilometer,231.0,"8420,91",11.0,15.0,18.0,9.0,53,04662-003
435036,2022,-23.6496910481417,-46.6738598405031,5,kilometer,871.0,"13414,17",37.0,59.0,57.0,64.0,217,04381-000
435042,2022,-23.6462917433901,-46.673336239968,5,kilometer,597.0,"7097,96",21.0,17.0,31.0,22.0,91,04363-001
435097,2022,-23.6566089390812,-46.6735554848852,5,kilometer,360.0,"4595,42",20.0,21.0,24.0,17.0,82,04649-030
435489,2022,-23.6569327665856,-46.678788940065694,5,kilometer,350.0,"6317,65",18.0,19.0,15.0,19.0,71,04664-010
435490,2022,-23.6589932290883,-46.6780429963528,5,kilometer,306.0,"3895,79",18.0,14.0,13.0,15.0,60,04660-000
435538,2022,-23.6479458588484,-46.6713967240478,5,kilometer,320.0,"12788,42",34.0,15.0,10.0,6.0,65,04381-000
435565,2022,-23.6572689330271,-46.6777585337781,5,kilometer,224.0,"10577,18",4.0,5.0,10.0,12.0,31,04660-010
435566,2022,-23.6583324981956,-46.6770485852406,5,kilometer,224.0,"9200,24",9.0,4.0,12.0,6.0,31,04660-010
435580,2022,-23.6552224531907,-46.6782721387219,5,kilometer,414.0,"9596,88",29.0,27.0,17.0,12.0,85,04664-010
435581,2022,-23.6569574269966,-46.6770828052175,5,kilometer,433.0,"7633,81",24.0,16.0,18.0,17.0,75,04664-010
435584,2022,-23.6488430610001,-46.6711501648105,5,kilometer,353.0,"11295,29",32.0,27.0,14.0,13.0,86,04381-000
435585,2022,-23.647081113567,-46.6717813913092,5,kilometer,288.0,"8222,52",15.0,9.0,16.0,13.0,53,04363-001
435596,2022,-23.6502949889561,-46.6714890261845,5,kilometer,369.0,10431,14.0,15.0,16.0,14.0,59,04363-010
441283,2022,-23.6067800102011,-46.6802642929412,5,kilometer,399.0,"8766,83",13.0,13.0,17.0,24.0,67,04560-002
441284,2022,-23.6068499542705,-46.6827614458615,5,kilometer,465.0,"13784,21",22.0,16.0,21.0,24.0,83,04566-060
441285,2022,-23.6051829603278,-46.6871990273365,5,kilometer,508.0,"9635,06",38.0,19.0,17.0,12.0,86,04570-001
441286,2022,-23.6020121552748,-46.6891607898803,5,kilometer,352.0,"7533,68",11.0,9.0,15.0,17.0,52,04571-010
441287,2022,-23.5987850391115,-46.6932387771018,5,kilometer,56.0,"3609,32",,,,,0,04571-030
441292,2022,-23.6090924863242,-46.6783160666799,5,kilometer,450.0,"11245,93",25.0,20.0,29.0,19.0,93,04560-002
441293,2022,-23.6112087058394,-46.6795365739909,5,kilometer,351.0,"15936,09",14.0,16.0,22.0,14.0,66,04566-060
441294,2022,-23.6084592496949,-46.683821961223,5,kilometer,509.0,"11622,58",18.0,35.0,22.0,32.0,107,04560-012
441295,2022,-23.6071615370631,-46.6891335606092,5,kilometer,297.0,"10395,05",14.0,8.0,5.0,8.0,35,04562-002
441296,2022,-23.6043245065288,-46.6916860329107,5,kilometer,242.0,"7763,33",4.0,7.0,3.0,8.0,22,04569-011
441297,2022,-23.603962932909,-46.6933410595524,5,kilometer,95.0,"8636,45",,,,5.0,5,04571-110
441301,2022,-23.6120946121765,-46.679942648321,5,kilometer,284.0,"11831,55",11.0,17.0,6.0,5.0,39,04560-010
441302,2022,-23.6119253772259,-46.6806758653877,5,kilometer,370.0,"19782,44",19.0,10.0,11.0,7.0,47,04560-001
441303,2022,-23.607842326505,-46.6928754569187,5,kilometer,299.0,"17357,03",10.0,13.0,12.0,9.0,44,04575-060
441309,2022,-23.6138144764421,-46.679555698475504,5,kilometer,421.0,"14947,87",8.0,10.0,16.0,15.0,49,04556-300
441310,2022,-23.612783427432,-46.6813600947269,5,kilometer,344.0,"18098,45",19.0,14.0,6.0,13.0,52,04560-001
441311,2022,-23.6109796315608,-46.6829717304695,5,kilometer,264.0,"12904,58",9.0,4.0,3.0,6.0,22,04566-061
441312,2022,-23.6122876528115,-46.6837623080518,5,kilometer,267.0,"11001,22",14.0,6.0,11.0,9.0,40,04564-002
441313,2022,-23.6127798547655,-46.6933974001074,5,kilometer,318.0,"5379,17",12.0,15.0,24.0,19.0,70,04576-060
441323,2022,-23.6158211756485,-46.6970731999208,5,kilometer,407.0,"8822,43",14.0,15.0,14.0,18.0,61,04583-100
441326,2022,-23.6190515760699,-46.6882248432557,5,kilometer,465.0,"7720,68",20.0,23.0,19.0,20.0,82,04581-050
441334,2022,-23.6220567874284,-46.6866721630021,5,kilometer,735.0,"15530,07",44.0,33.0,21.0,20.0,118,04582-000
441341,2022,-23.6133721478169,-46.6949295903357,5,kilometer,449.0,"2938,05",16.0,28.0,32.0,36.0,112,04583-100
441342,2022,-23.6137091369097,-46.6936100901546,5,kilometer,300.0,"2550,83",19.0,24.0,20.0,23.0,86,04583-100
441347,2022,-23.6016956772575,-46.6869127733836,5,kilometer,348.0,"8840,8",18.0,16.0,24.0,24.0,82,04570-140
441348,2022,-23.6133434424006,-46.6788156775223,5,kilometer,124.0,"12259,16",,,0.0,3.0,3,04556-300
441349,2022,-23.6107095420706,-46.6847018170373,5,kilometer,307.0,"7537,8",8.0,13.0,10.0,9.0,40,04566-061
441353,2022,-23.6121837207901,-46.6783698428506,5,kilometer,374.0,"14401,79",12.0,8.0,15.0,15.0,50,04559-000
441354,2022,-23.6058107432247,-46.6901364378576,5,kilometer,472.0,"13090,07",21.0,22.0,25.0,11.0,79,04570-000
441356,2022,-23.6187501592204,-46.6950727358804,5,kilometer,302.0,"6048,31",11.0,12.0,14.0,12.0,49,04703-003
441357,2022,-23.6207167234825,-46.69407304267791,5,kilometer,294.0,"10072,27",11.0,9.0,8.0,6.0,34,04703-020
441358,2022,-23.6115810961173,-46.6801193458188,5,kilometer,386.0,"11489,29",12.0,15.0,5.0,5.0,37,04566-060
441361,2022,-23.6146302306416,-46.6802333566136,5,kilometer,407.0,"16629,84",21.0,12.0,14.0,11.0,58,04555-001
441362,2022,-23.6151001758582,-46.6802490805757,5,kilometer,225.0,"15179,69",0.0,0.0,,3.0,3,04559-001
441363,2022,-23.6141467954847,-46.6797510087873,5,kilometer,193.0,"10459,39",,,,,0,04556-300
441364,2022,-23.6113779941888,-46.6822854318094,5,kilometer,308.0,"12463,43",10.0,6.0,4.0,3.0,23,04566-061
441366,2022,-23.6127755881025,-46.682995502252304,5,kilometer,487.0,"13698,99",29.0,19.0,19.0,18.0,85,04566-061
441367,2022,-23.6126622140901,-46.6841215722613,5,kilometer,257.0,"9586,91",11.0,7.0,7.0,,25,04564-002
441387,2022,-23.6014255070931,-46.68401615871311,5,kilometer,337.0,"4728,02",18.0,16.0,19.0,21.0,74,04548-070
441388,2022,-23.604232434014,-46.6815019996528,5,kilometer,360.0,"5659,45",19.0,7.0,18.0,15.0,59,04558-040
441389,2022,-23.6013328080097,-46.6852000123682,5,kilometer,409.0,"5958,42",8.0,10.0,12.0,21.0,51,04570-140
441391,2022,-23.6002782944227,-46.6875342414169,5,kilometer,314.0,"23215,01",36.0,25.0,18.0,5.0,84,04570-140
441392,2022,-23.601226757574,-46.690382735581,5,kilometer,243.0,"6599,15",3.0,15.0,11.0,14.0,43,04571-010
441393,2022,-23.5986651474774,-46.6892378280179,5,kilometer,368.0,"17131,66",29.0,16.0,9.0,10.0,64,04570-001
441394,2022,-23.5995201635623,-46.6899040770904,5,kilometer,376.0,"29817,44",21.0,16.0,26.0,15.0,78,04570-001
441395,2022,-23.5993044849634,-46.6893658603426,5,kilometer,282.0,"19698,68",9.0,4.0,8.0,15.0,36,04570-001
441406,2022,-23.6041359311685,-46.6838707504628,5,kilometer,306.0,"7799,01",11.0,14.0,15.0,15.0,55,04558-040
441414,2022,-23.6099544153588,-46.6811046461666,5,kilometer,501.0,"20663,44",18.0,28.0,21.0,15.0,82,04560-001
441415,2022,-23.609192039267,-46.68038614998,5,kilometer,103.0,"10910,34",3.0,6.0,9.0,5.0,23,04566-060
441416,2022,-23.6091407071764,-46.6863434167067,5,kilometer,297.0,"6020,61",13.0,14.0,19.0,17.0,63,04562-002
441417,2022,-23.6105042489578,-46.6871226513082,5,kilometer,340.0,"16653,83",13.0,6.0,9.0,10.0,38,04564-002
441418,2022,-23.6091283243582,-46.6886681782922,5,kilometer,225.0,"6382,94",11.0,8.0,9.0,6.0,34,04562-002
441419,2022,-23.6081462357197,-46.6881687156176,5,kilometer,210.0,"10974,94",9.0,9.0,6.0,6.0,30,04562-002
441420,2022,-23.6067722491938,-46.6911200801126,5,kilometer,174.0,"12291,1",8.0,8.0,7.0,4.0,27,04562-002
441421,2022,-23.608227021537,-46.6899895137286,5,kilometer,286.0,"15858,17",6.0,12.0,17.0,17.0,52,04562-002
441422,2022,-23.6027568496071,-46.6955433129091,5,kilometer,231.0,"14043,73",6.0,8.0,6.0,5.0,25,04561-004
441423,2022,-23.6046586776953,-46.6959608828223,5,kilometer,267.0,"10527,39",7.0,9.0,5.0,9.0,30,04578-000
441424,2022,-23.6026900614569,-46.695263963541,5,kilometer,203.0,"21004,05",29.0,10.0,8.0,4.0,51,04561-004
441425,2022,-23.6028383560391,-46.694747142360704,5,kilometer,292.0,"19705,81",33.0,32.0,22.0,9.0,96,04561-004
441426,2022,-23.6029816639678,-46.6942273229008,5,kilometer,225.0,"24095,04",23.0,12.0,13.0,5.0,53,04571-110
441434,2022,-23.6129243293105,-46.6805272021734,5,kilometer,371.0,"17661,9",11.0,16.0,12.0,6.0,45,04560-010
441435,2022,-23.6121636687569,-46.6812789542653,5,kilometer,356.0,"17964,09",8.0,4.0,,4.0,16,04560-001
441443,2022,-23.6129195305616,-46.679468529753,5,kilometer,225.0,"13869,23",6.0,,5.0,6.0,17,04559-000
441444,2022,-23.6127339104688,-46.6788619449214,5,kilometer,189.0,"13510,45",7.0,4.0,4.0,6.0,21,04560-010
441445,2022,-23.610767298554,-46.681536903104,5,kilometer,343.0,"19553,43",12.0,8.0,14.0,16.0,50,04560-001
441446,2022,-23.6106467400152,-46.6822552199394,5,kilometer,225.0,"12100,51",8.0,6.0,3.0,6.0,23,04566-061
441447,2022,-23.6116743888777,-46.6884557643722,5,kilometer,267.0,"17793,91",8.0,9.0,10.0,10.0,37,04566-062
441448,2022,-23.6118784438718,-46.6864472979322,5,kilometer,332.0,"15492,59",21.0,15.0,11.0,20.0,67,04564-002
441449,2022,-23.6095755419039,-46.6899687098721,5,kilometer,298.0,"7929,26",14.0,4.0,5.0,10.0,33,04566-002
441450,2022,-23.6104247211102,-46.6889001323792,5,kilometer,374.0,"43930,3",15.0,23.0,15.0,8.0,61,04566-001
441451,2022,-23.6101764778866,-46.6908335076305,5,kilometer,248.0,"12524,42",18.0,12.0,9.0,7.0,46,04564-004
441452,2022,-23.6107175460334,-46.6903685652938,5,kilometer,173.0,"22767,22",13.0,11.0,4.0,9.0,37,04564-002
441453,2022,-23.6099989495481,-46.6969612867422,5,kilometer,278.0,"19671,96",15.0,18.0,6.0,12.0,51,04571-011
441454,2022,-23.6105374795819,-46.6953990175726,5,kilometer,196.0,"17675,25",6.0,4.0,,4.0,14,04571-011
441455,2022,-23.6071724528996,-46.6962340435143,5,kilometer,325.0,"26852,01",22.0,23.0,16.0,11.0,72,04578-000
441456,2022,-23.6072668685673,-46.6959264161794,5,kilometer,309.0,"23757,05",26.0,10.0,10.0,8.0,54,04575-060
441457,2022,-23.6059065097338,-46.6939358459323,5,kilometer,339.0,"10418,72",8.0,14.0,8.0,6.0,36,04578-000
441458,2022,-23.6055772025376,-46.6948102500692,5,kilometer,205.0,"10131,64",0.0,7.0,3.0,7.0,17,04571-110
441464,2022,-23.6028825402109,-46.6854376830095,5,kilometer,313.0,"6879,74",16.0,9.0,10.0,15.0,50,04558-040
441465,2022,-23.612113151074,-46.6831841532549,5,kilometer,388.0,"20098,44",21.0,28.0,13.0,18.0,80,04560-001
441466,2022,-23.6117758001742,-46.6834709514825,5,kilometer,234.0,"23325,45",8.0,8.0,16.0,5.0,37,04560-001
441467,2022,-23.6134675744457,-46.6834198925164,5,kilometer,368.0,"14250,07",14.0,21.0,13.0,15.0,63,04560-001
441468,2022,-23.6130972998298,-46.684319512722304,5,kilometer,382.0,"14928,36",14.0,15.0,22.0,20.0,71,04560-000
441469,2022,-23.6140492425653,-46.687709337598,5,kilometer,372.0,"29855,3",35.0,25.0,15.0,5.0,80,04566-001
441470,2022,-23.6149844650095,-46.6865368944752,5,kilometer,279.0,"16730,9",29.0,22.0,12.0,8.0,71,04566-000
441471,2022,-23.6134707082881,-46.6858275941808,5,kilometer,352.0,"7582,52",15.0,12.0,9.0,12.0,48,04566-060
441472,2022,-23.6157186311541,-46.6856097284324,5,kilometer,311.0,"17182,53",31.0,30.0,12.0,10.0,83,04560-000
441473,2022,-23.6153471886449,-46.686075705898,5,kilometer,209.0,"14684,57",5.0,4.0,4.0,3.0,16,04566-000
441474,2022,-23.6154489422855,-46.6859273535925,5,kilometer,287.0,"15354,46",22.0,11.0,4.0,4.0,41,04566-000
441475,2022,-23.6148903207724,-46.6849734677422,5,kilometer,245.0,"15888,19",14.0,8.0,8.0,5.0,35,04560-000
441476,2022,-23.6150819939826,-46.6847493129207,5,kilometer,249.0,"14660,22",,,5.0,8.0,13,04560-000
441477,2022,-23.6144396609815,-46.6859386103345,5,kilometer,308.0,"15848,34",32.0,23.0,17.0,,72,04566-000
441478,2022,-23.6142951916055,-46.6854426579413,5,kilometer,485.0,"14799,84",39.0,26.0,10.0,11.0,86,04566-062
441479,2022,-23.6128696139503,-46.6900371282168,5,kilometer,211.0,"7241,67",7.0,7.0,6.0,6.0,26,04569-000
441480,2022,-23.613492175095,-46.68924593564,5,kilometer,247.0,"7396,81",11.0,6.0,11.0,11.0,39,04568-000
441481,2022,-23.6149584887497,-46.688575523824895,5,kilometer,98.0,"6785,86",4.0,6.0,,5.0,15,04567-060
441482,2022,-23.6143600234246,-46.6885457211572,5,kilometer,312.0,"14876,57",23.0,14.0,5.0,3.0,45,04567-002
441483,2022,-23.6115455634683,-46.6908565487029,5,kilometer,231.0,"12358,34",10.0,13.0,9.0,18.0,50,04566-002
441484,2022,-23.6123126695787,-46.6915740308529,5,kilometer,427.0,"23652,2",32.0,46.0,33.0,21.0,132,04568-000
441488,2022,-23.6154044088252,-46.680965619585294,5,kilometer,219.0,"23755,84",7.0,15.0,27.0,14.0,63,04559-001
441489,2022,-23.6155907204228,-46.680565670841,5,kilometer,436.0,"26411,77",35.0,38.0,52.0,37.0,162,04559-001
441490,2022,-23.6159231885686,-46.6807592370189,5,kilometer,375.0,"29596,87",34.0,41.0,30.0,23.0,128,04560-000
441491,2022,-23.614649949186,-46.6819375233698,5,kilometer,344.0,"14559,12",14.0,18.0,6.0,5.0,43,04559-001
441494,2022,-23.6140048528729,-46.6824906256445,5,kilometer,247.0,"10632,6",5.0,3.0,3.0,4.0,15,04559-001
441495,2022,-23.6140464880263,-46.683029363008,5,kilometer,175.0,"8054,14",8.0,6.0,7.0,5.0,26,04559-001
441496,2022,-23.6137103063015,-46.681932217404,5,kilometer,309.0,"29471,59",17.0,4.0,,9.0,30,04564-002
441497,2022,-23.6129624404928,-46.6823799828862,5,kilometer,106.0,"12839,5",9.0,4.0,0.0,0.0,13,04560-001
441498,2022,-23.6132199163264,-46.6816656994443,5,kilometer,318.0,"18786,89",10.0,10.0,17.0,14.0,51,04560-001
441499,2022,-23.613897804781,-46.6810538861611,5,kilometer,260.0,"14483,69",12.0,,6.0,9.0,27,04559-001
441501,2022,-23.6160688999525,-46.6817398495457,5,kilometer,311.0,"8207,39",11.0,10.0,7.0,6.0,34,04559-001
441502,2022,-23.6167539661692,-46.6811459637986,5,kilometer,185.0,"14896,92",10.0,14.0,9.0,9.0,42,04559-001
441503,2022,-23.617567364952,-46.6825745673841,5,kilometer,431.0,"11078,05",13.0,20.0,29.0,36.0,98,04566-000
441504,2022,-23.6168966766806,-46.6819471934169,5,kilometer,207.0,"15353,56",8.0,9.0,3.0,6.0,26,04566-062
441505,2022,-23.6170554317149,-46.6817236914106,5,kilometer,170.0,"13536,55",5.0,,4.0,,9,04566-062
441506,2022,-23.6177495928938,-46.6852254130042,5,kilometer,107.0,"9197,61",3.0,4.0,4.0,7.0,18,04556-500
441507,2022,-23.6186669475813,-46.685534132095,5,kilometer,223.0,"12638,81",10.0,7.0,6.0,9.0,32,04556-500
441508,2022,-23.6187786300161,-46.6844773073603,5,kilometer,212.0,"19350,99",8.0,6.0,,7.0,21,04556-500
441509,2022,-23.6195186943328,-46.6834382361885,5,kilometer,470.0,"12641,76",18.0,24.0,31.0,16.0,89,04556-500
441510,2022,-23.6165896671387,-46.687697789565,5,kilometer,249.0,"9667,93",9.0,18.0,11.0,3.0,41,04581-050
441511,2022,-23.6154821882134,-46.6914133098167,5,kilometer,360.0,"6139,98",15.0,19.0,16.0,30.0,80,04583-050
441512,2022,-23.6139491177479,-46.690801144472,5,kilometer,221.0,"16667,41",7.0,,0.0,,7,04568-010
441513,2022,-23.6137695575533,-46.6910258031999,5,kilometer,233.0,"16778,18",10.0,6.0,5.0,,21,04568-010
441519,2022,-23.6198754604451,-46.6860497267959,5,kilometer,249.0,"8087,1",10.0,4.0,4.0,9.0,27,04556-500
441520,2022,-23.6213520889153,-46.6847921919247,5,kilometer,185.0,"8588,24",5.0,,6.0,6.0,17,04581-050
441521,2022,-23.6204931421876,-46.684165017932,5,kilometer,463.0,"20281,98",42.0,28.0,32.0,17.0,119,04556-500
441522,2022,-23.6216439703745,-46.6849803539332,5,kilometer,278.0,"23556,25",10.0,6.0,14.0,9.0,39,04581-050
441523,2022,-23.6167685772112,-46.6906426032416,5,kilometer,364.0,"6347,32",8.0,17.0,15.0,12.0,52,04581-050
441524,2022,-23.618286733903,-46.6908008246919,5,kilometer,378.0,"7563,42",15.0,10.0,17.0,15.0,57,04581-050
441525,2022,-23.6184212464715,-46.6934834593495,5,kilometer,329.0,"9014,73",10.0,10.0,8.0,8.0,36,04582-001
441526,2022,-23.619947005349,-46.6912848479537,5,kilometer,328.0,"9055,78",7.0,12.0,16.0,24.0,59,04582-001
441527,2022,-23.6175261708014,-46.6947922617162,5,kilometer,398.0,"14544,77",21.0,10.0,15.0,5.0,51,04583-100
441528,2022,-23.6217732801745,-46.6965619612299,5,kilometer,404.0,"20685,65",40.0,29.0,16.0,19.0,104,04711-130
441529,2022,-23.6201987490179,-46.6949930296631,5,kilometer,238.0,"21322,79",23.0,10.0,10.0,8.0,51,04707-000
441530,2022,-23.6209236746928,-46.695461372536,5,kilometer,338.0,"33901,64",40.0,48.0,20.0,10.0,118,04707-000
441531,2022,-23.620509884848,-46.6955484841829,5,kilometer,196.0,"11842,38",6.0,,3.0,8.0,17,04703-003
441532,2022,-23.620212218931,-46.6954393791783,5,kilometer,233.0,"14072,1",16.0,16.0,,4.0,36,04703-003
441533,2022,-23.6202803604655,-46.697050917529104,5,kilometer,134.0,"17564,58",,4.0,,0.0,4,04703-003
441534,2022,-23.6201913221055,-46.6973635300256,5,kilometer,126.0,"23545,92",,,,,0,04711-130
441535,2022,-23.6195897418491,-46.6985926945711,5,kilometer,615.0,"25051,17",49.0,31.0,48.0,37.0,165,04711-130
441540,2022,-23.6220105460389,-46.6893776898292,5,kilometer,325.0,"7447,39",3.0,10.0,6.0,11.0,30,04704-050
441541,2022,-23.6228421822821,-46.6923843336296,5,kilometer,251.0,"7635,12",10.0,6.0,14.0,12.0,42,04703-020
441542,2022,-23.6221442932649,-46.6946017862901,5,kilometer,325.0,"9141,43",10.0,13.0,10.0,7.0,40,04707-000
441543,2022,-23.6234512148434,-46.6950922964737,5,kilometer,253.0,"16195,12",,,,3.0,3,04707-000
441553,2022,-23.6232599332093,-46.6862592208766,5,kilometer,346.0,"14343,34",8.0,16.0,19.0,16.0,59,04702-000
441554,2022,-23.6235572648122,-46.686067048509,5,kilometer,466.0,"17389,41",28.0,33.0,20.0,17.0,98,04708-000
441555,2022,-23.6242435303613,-46.6878214164615,5,kilometer,327.0,"15369,65",26.0,13.0,7.0,4.0,50,04703-004
441556,2022,-23.6248132101087,-46.68779538441711,5,kilometer,226.0,"11375,33",5.0,5.0,,,10,04704-050
441557,2022,-23.6251537915594,-46.6886084728174,5,kilometer,319.0,"33907,62",5.0,10.0,7.0,6.0,28,04704-050
441583,2022,-23.6060017263826,-46.6959963025556,5,kilometer,235.0,"7375,23",12.0,8.0,7.0,11.0,38,04578-000
441584,2022,-23.6072716253681,-46.6944703165984,5,kilometer,44.0,"8256,57",,0.0,3.0,3.0,6,04575-060
441585,2022,-23.611009309343,-46.6938475140237,5,kilometer,184.0,"36884,35",14.0,17.0,17.0,10.0,58,04567-110
441586,2022,-23.6116600433363,-46.6928097890924,5,kilometer,325.0,"18470,52",27.0,12.0,8.0,6.0,53,04569-000
441587,2022,-23.6112775665418,-46.6924506421437,5,kilometer,175.0,"17061,22",4.0,6.0,,0.0,10,04568-000
441588,2022,-23.6105352186735,-46.6919895255351,5,kilometer,317.0,"18617,33",23.0,25.0,13.0,20.0,81,04567-110
441593,2022,-23.611535427136,-46.6829654494681,5,kilometer,318.0,"16714,6",18.0,14.0,15.0,13.0,60,04560-001
441594,2022,-23.6119287484194,-46.6820695388763,5,kilometer,240.0,"15400,1",12.0,13.0,5.0,12.0,42,04560-001
441603,2022,-23.6098898207953,-46.6930348857032,5,kilometer,278.0,"39611,2",13.0,22.0,13.0,18.0,66,04571-011
441604,2022,-23.6089656872192,-46.6914215728046,5,kilometer,323.0,"11140,61",10.0,16.0,6.0,9.0,41,04566-062
441610,2022,-23.6038864987815,-46.6948781894226,5,kilometer,245.0,"19894,86",9.0,11.0,12.0,6.0,38,04571-110
441611,2022,-23.6041500488323,-46.6949827939003,5,kilometer,212.0,"21910,98",16.0,5.0,4.0,4.0,29,04578-000
441617,2022,-23.6110992863616,-46.6897326999505,5,kilometer,159.0,"21589,36",7.0,13.0,7.0,5.0,32,04566-001
