id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total,unidade,CEP,Logradouro,Bairro,Cidade,UF,renda_sm,cluster
447282,2022,-23.5921011313398,-46.701562512038,5,kilometer,204.0,2438449.0,,8.0,6.0,11.0,25.0,chacara,05674-010,R Das Jabuticabeiras,Cidade Jardim,São Paulo,SP,17.669920289855074,3
447283,2022,-23.5961269813356,-46.701992728059295,5,kilometer,174.0,2318605.0,4.0,,7.0,10.0,21.0,chacara,05675-160,R Das Zinias,Cidade Jardim,São Paulo,SP,16.801485507246376,3
447289,2022,-23.6028858306043,-46.71596900539431,5,kilometer,331.0,1831926.0,10.0,20.0,18.0,15.0,63.0,chacara,05653-000,R Comen Elias Jafet,Jardim Leonor,São Paulo,SP,13.274826086956521,1
447290,2022,-23.6015422436335,-46.7165315976372,5,kilometer,261.0,1729593.0,7.0,5.0,0.0,7.0,19.0,chacara,05653-160,Av Pde Lebret,Jardim Leonor,São Paulo,SP,12.533282608695652,1
447291,2022,-23.6016639972749,-46.7177427063942,5,kilometer,329.0,1327449.0,6.0,3.0,,14.0,23.0,chacara,05653-160,Av Pde Lebret,Jardim Leonor,São Paulo,SP,9.619195652173913,1
447292,2022,-23.607997677347,-46.7010288570976,5,kilometer,422.0,236076.0,27.0,33.0,44.0,37.0,141.0,chacara,05686-050,R  Paulo Bourroul,Real Parque,São Paulo,SP,1.7106956521739132,2
447293,2022,-23.6077451671558,-46.7014390682849,5,kilometer,1005.0,209848.0,77.0,78.0,91.0,100.0,346.0,chacara,05686-030,R Cd De Itaguai,Real Parque,São Paulo,SP,1.5206376811594202,0
447296,2022,-23.6076629804561,-46.7233849115286,5,kilometer,823.0,169396.0,53.0,70.0,69.0,79.0,271.0,chacara,05659-020,R  Ernest Renan,Paraisópolis,São Paulo,SP,1.2275072463768115,0
447297,2022,-23.6082918129767,-46.7226028684733,5,kilometer,202.0,143063.0,10.0,17.0,10.0,4.0,41.0,chacara,05659-010,R  Joao Avelino Pinho Mellao,Fazenda Morumbi,São Paulo,SP,1.0366884057971015,2
447298,2022,-23.6025206072875,-46.703803461102304,5,kilometer,357.0,2839091.0,11.0,14.0,22.0,19.0,66.0,chacara,05679-040,R  Tanhacu,Jardim Panorama D'Oeste,São Paulo,SP,20.5731231884058,3
447299,2022,-23.5968511910776,-46.7161765477152,5,kilometer,276.0,1453353.0,4.0,8.0,7.0,9.0,28.0,chacara,05652-000,Av  Albert Einstein,Jardim Leonor,São Paulo,SP,10.53154347826087,1
447301,2022,-23.5910377891918,-46.704610740754,5,kilometer,164.0,2350009.0,,6.0,6.0,23.0,35.0,chacara,05605-000,R Dr Joao Neves Neto,Jardim Guedala,São Paulo,SP,17.02905072463768,3
447303,2022,-23.6078359771016,-46.7027582598866,5,kilometer,506.0,238325.0,36.0,28.0,45.0,60.0,169.0,chacara,05685-040,R Br De Castro Lima,Real Parque,São Paulo,SP,1.7269927536231884,2
447304,2022,-23.6077169898002,-46.7034372987055,5,kilometer,422.0,1300904.0,17.0,15.0,26.0,26.0,84.0,chacara,05685-040,R Br De Castro Lima,Real Parque,São Paulo,SP,9.426840579710145,1
447307,2022,-23.6066591191565,-46.7009763090398,5,kilometer,414.0,1389078.0,,5.0,,,5.0,chacara,05684-011,R S Paulo Antigo,Real Parque,São Paulo,SP,10.065782608695653,1
447308,2022,-23.6059529218509,-46.7006016887625,5,kilometer,635.0,2263268.0,14.0,40.0,52.0,41.0,147.0,chacara,05684-011,R S Paulo Antigo,Real Parque,São Paulo,SP,16.40049275362319,3
447309,2022,-23.6025756821063,-46.6996354321454,5,kilometer,529.0,305903.0,22.0,40.0,51.0,34.0,147.0,chacara,05679-050,R  Francisco Rebolo,Jardim Panorama D'Oeste,São Paulo,SP,22.166884057971014,0
447311,2022,-23.6029641397439,-46.69975298681,5,kilometer,506.0,16162.0,34.0,51.0,37.0,44.0,166.0,chacara,05679-110,R  Contos Azuis,Jardim Panorama,São Paulo,SP,1.1711594202898552,2
447312,2022,-23.601725098501,-46.6995976590562,5,kilometer,,,,,,,0.0,chacara,05679-010,R  Armando Petrella,Jardim Panorama,São Paulo,SP,,
447313,2022,-23.6009067282929,-46.6991194121479,5,kilometer,91.0,151786.0,8.0,5.0,9.0,11.0,33.0,chacara,05679-010,R  Armando Petrella,Jardim Panorama,São Paulo,SP,1.0998985507246377,2
447314,2022,-23.6016204341445,-46.7068075111177,5,kilometer,266.0,2638988.0,5.0,12.0,8.0,22.0,47.0,chacara,05683-050,R  Pascoal Leite,Paineiras do Morumbi,São Paulo,SP,19.123101449275364,3
452135,2022,-23.6403037152452,-46.6962366969829,5,kilometer,436.0,1626817.0,25.0,32.0,32.0,17.0,106.0,chacara,04738-000,R Mal Deodoro,Santo Amaro,São Paulo,SP,11.788528985507247,1
452136,2022,-23.6371074711617,-46.6990236460976,5,kilometer,462.0,881396.0,11.0,20.0,23.0,24.0,78.0,chacara,04719-000,R  Verbo Divino,Chácara Santo Antônio (Zona Sul),São Paulo,SP,6.386927536231884,1
452137,2022,-23.6362053482092,-46.6968826125734,5,kilometer,571.0,1041023.0,20.0,12.0,17.0,36.0,85.0,chacara,04717-000,R  Alexandre Dumas,Chácara Santo Antônio (Zona Sul),São Paulo,SP,7.543644927536231,1
452138,2022,-23.6434302108325,-46.6958883723848,5,kilometer,409.0,933349.0,20.0,18.0,23.0,21.0,82.0,chacara,04736-002,R Comen Elias Zarzur,Santo Amaro,São Paulo,SP,6.763398550724638,1
452139,2022,-23.6435296381673,-46.705235244012,5,kilometer,568.0,96550.0,28.0,32.0,17.0,19.0,96.0,chacara,04725-000,R Dr Vito Rolim De Freitas,Vila Elvira,São Paulo,SP,6.996376811594203,0
452140,2022,-23.6370525889957,-46.7040894784166,5,kilometer,518.0,1686388.0,11.0,16.0,20.0,30.0,77.0,chacara,04716-010,R  Pires De Oliveira,Chácara Santo Antônio (Zona Sul),São Paulo,SP,12.220202898550726,1
452141,2022,-23.6389938239657,-46.6888327208973,5,kilometer,384.0,1481918.0,8.0,9.0,19.0,27.0,63.0,chacara,04740-020,R  Alberto Hodge,Santo Amaro,São Paulo,SP,10.738536231884058,1
452142,2022,-23.6470089877427,-46.6960762910476,5,kilometer,514.0,1648387.0,13.0,26.0,31.0,22.0,92.0,chacara,04739-010,R  Nove De Julho,Santo Amaro,São Paulo,SP,11.944833333333333,1
452143,2022,-23.6513205526308,-46.6956744120646,5,kilometer,465.0,1427329.0,12.0,10.0,25.0,23.0,70.0,chacara,04741-140,R  Caraubas,Jardim Santo Amaro,São Paulo,SP,10.342963768115943,1
452144,2022,-23.6536484718244,-46.6976896488431,5,kilometer,497.0,73305.0,14.0,22.0,29.0,24.0,89.0,chacara,04742-001,R Pde Jose De Anchieta,Santo Amaro,São Paulo,SP,5.3119565217391305,2
452145,2022,-23.6508616523436,-46.7020500859595,5,kilometer,401.0,1098984.0,21.0,12.0,14.0,15.0,62.0,chacara,04743-030,R  Isabel Schmidt,Santo Amaro,São Paulo,SP,7.963652173913044,1
452146,2022,-23.6462506108505,-46.7136889557939,5,kilometer,348.0,487204.0,13.0,19.0,14.0,18.0,64.0,chacara,04755-050,R  Jupi,Santo Amaro,São Paulo,SP,3.530463768115942,2
452147,2022,-23.6442826220346,-46.7103075283752,5,kilometer,439.0,1271133.0,19.0,16.0,23.0,25.0,83.0,chacara,04724-903,Av  Joao Dias,Santo Amaro,São Paulo,SP,9.211108695652173,1
452148,2022,-23.6417544979346,-46.7116873560457,5,kilometer,615.0,618684.0,25.0,34.0,36.0,24.0,119.0,chacara,04726-000,Av  Joao Carlos Da Silva Borges,Vila Cruzeiro,São Paulo,SP,4.483217391304348,0
452149,2022,-23.6386466989101,-46.7119277926108,5,kilometer,590.0,494292.0,16.0,19.0,25.0,16.0,76.0,chacara,04726-001,Av  Joao Carlos Da Silva Borges,Vila Cruzeiro,São Paulo,SP,3.581826086956522,0
452150,2022,-23.6342166489882,-46.7086235572076,5,kilometer,792.0,2346864.0,37.0,53.0,50.0,49.0,189.0,chacara,04726-160,Av Prof Alceu Maynard Araujo,Vila Cruzeiro,São Paulo,SP,17.006260869565217,3
452151,2022,-23.6324983757258,-46.7005091528979,5,kilometer,502.0,1363164.0,20.0,27.0,20.0,21.0,88.0,chacara,04715-003,R  Americo Brasiliense,Chácara Santo Antônio (Zona Sul),São Paulo,SP,9.878,1
452152,2022,-23.6314771928309,-46.698985649568,5,kilometer,298.0,364984.0,6.0,14.0,7.0,24.0,51.0,chacara,04713-001,R Da Paz,Chácara Santo Antônio (Zona Sul),São Paulo,SP,2.6448115942028987,2
452153,2022,-23.6276740640279,-46.6945692755715,5,kilometer,551.0,1174435.0,23.0,24.0,21.0,15.0,83.0,chacara,04710-041,R  Thomas Deloney,Santo Amaro,São Paulo,SP,8.510398550724638,1
452154,2022,-23.6279316154475,-46.6923992779862,5,kilometer,240.0,925531.0,6.0,9.0,6.0,6.0,27.0,chacara,04710-020,R  Caicara,Santo Amaro,São Paulo,SP,6.706746376811594,1
452155,2022,-23.628111060289,-46.6912478851056,5,kilometer,477.0,861148.0,14.0,10.0,16.0,19.0,59.0,chacara,04707-070,R  Joao Rodrigues Machado,Jardim das Acácias,São Paulo,SP,6.2402028985507245,1
452156,2022,-23.6273779800834,-46.6904147732894,5,kilometer,437.0,1041389.0,5.0,14.0,7.0,18.0,44.0,chacara,04707-903,R  Joaquim Guarani,Jardim das Acácias,São Paulo,SP,7.546297101449275,1
452157,2022,-23.6329825845853,-46.6819404157838,5,kilometer,404.0,982296.0,21.0,27.0,29.0,24.0,101.0,chacara,04638-110,R  Bolivar,Jardim Petrópolis,São Paulo,SP,7.118086956521738,1
452158,2022,-23.6500551109567,-46.6909839458491,5,kilometer,113.0,1851055.0,,3.0,8.0,6.0,17.0,chacara,04748-020,R Duq De Caxias,Santo Amaro,São Paulo,SP,13.413442028985507,1
452159,2022,-23.6579789941233,-46.7051533792932,5,kilometer,487.0,418227.0,16.0,14.0,25.0,14.0,69.0,chacara,04745-020,R  Maria Almeida Do Prado,Santo Amaro,São Paulo,SP,3.030630434782609,2
452160,2022,-23.6537261345606,-46.7125669734271,5,kilometer,443.0,468318.0,19.0,15.0,21.0,19.0,74.0,chacara,04752-030,Tv  Jurci Soares Sebastiao,Santo Amaro,São Paulo,SP,3.393608695652174,2
452161,2022,-23.6513882055361,-46.7110384528966,5,kilometer,399.0,371415.0,12.0,18.0,19.0,23.0,72.0,chacara,04754-010,Av  Mario Lopes Leao,Santo Amaro,São Paulo,SP,2.691413043478261,2
452162,2022,-23.6416875880885,-46.7157264812,5,kilometer,409.0,40116.0,13.0,11.0,14.0,21.0,59.0,chacara,04727-001,R  Braganca Paulista,Vila Cruzeiro,São Paulo,SP,2.90695652173913,2
452163,2022,-23.6332109750903,-46.710723293987,5,kilometer,300.0,578147.0,7.0,11.0,11.0,8.0,37.0,chacara,04719-917,R Prof Manoelito De Ornellas,Chácara Santo Antônio (Zona Sul),São Paulo,SP,4.189471014492754,2
452164,2022,-23.6303561307856,-46.7037347635092,5,kilometer,381.0,890037.0,17.0,24.0,14.0,19.0,74.0,chacara,04715-004,R  Americo Brasiliense,Chácara Santo Antônio (Zona Sul),São Paulo,SP,6.44954347826087,1
452165,2022,-23.6286089784369,-46.7031578631434,5,kilometer,447.0,490089.0,11.0,19.0,13.0,13.0,56.0,chacara,04713-002,R Da Paz,Chácara Santo Antônio (Zona Sul),São Paulo,SP,3.5513695652173913,2
452166,2022,-23.6470741386591,-46.678041079709,5,kilometer,452.0,1944338.0,14.0,11.0,14.0,27.0,66.0,chacara,04645-070,R  Arataca,Chácara Monte Alegre,São Paulo,SP,14.08940579710145,3
452167,2022,-23.6449459862978,-46.6792203366347,5,kilometer,596.0,1820142.0,25.0,28.0,26.0,35.0,114.0,chacara,04645-060,R  Lotario Lutz,Chácara Monte Alegre,São Paulo,SP,13.189434782608695,1
452168,2022,-23.6492543881781,-46.6777412142085,5,kilometer,624.0,1368377.0,28.0,24.0,37.0,33.0,122.0,chacara,04647-030,R  Mapua,Chácara Monte Alegre,São Paulo,SP,9.915775362318842,1
452169,2022,-23.6523626423024,-46.6884522517719,5,kilometer,25.0,864286.0,,3.0,0.0,3.0,6.0,chacara,04662-002,Av  Washington Luis,Santo Amaro,São Paulo,SP,6.262942028985508,2
452170,2022,-23.6586313948879,-46.7073159550752,5,kilometer,459.0,437945.0,16.0,16.0,15.0,26.0,73.0,chacara,04746-070,R  Angelo Herrero,Santo Amaro,São Paulo,SP,3.173514492753623,2
452171,2022,-23.657266402921,-46.71130070099991,5,kilometer,724.0,806441.0,18.0,33.0,29.0,29.0,109.0,chacara,04753-100,Av Das Nacoes Unidas,Jardim Promissão,São Paulo,SP,5.843775362318841,0
452172,2022,-23.6558169003595,-46.7145638309388,5,kilometer,560.0,618916.0,24.0,23.0,16.0,15.0,78.0,chacara,04753-130,R Dr Licinio Maragliano,Jardim Promissão,São Paulo,SP,4.484898550724638,0
452173,2022,-23.6458948815604,-46.718962099549,5,kilometer,511.0,515077.0,9.0,15.0,20.0,24.0,68.0,chacara,04756-050,R Dr Jose De Sa,Santo Amaro,São Paulo,SP,3.7324420289855076,2
452174,2022,-23.6264125925793,-46.708715173287,5,kilometer,362.0,51499.0,23.0,7.0,16.0,17.0,63.0,chacara,04714-002,R  Antonio Das Chagas,Chácara Santo Antônio (Zona Sul),São Paulo,SP,3.7318115942028984,2
452175,2022,-23.6447191759704,-46.6979803778101,5,kilometer,353.0,1249398.0,11.0,17.0,20.0,24.0,72.0,chacara,04736-001,R Comen Elias Zarzur,Santo Amaro,São Paulo,SP,9.053608695652173,1
452176,2022,-23.6468698760675,-46.701370536667,5,kilometer,512.0,1063039.0,20.0,31.0,41.0,31.0,123.0,chacara,04734-001,Av  Adolfo Pinheiro,Santo Amaro,São Paulo,SP,7.703181159420289,1
452177,2022,-23.6465778574725,-46.7026694940195,5,kilometer,548.0,1720339.0,38.0,44.0,48.0,43.0,173.0,chacara,04750-001,R Dr Antonio Bento,Santo Amaro,São Paulo,SP,12.46622463768116,1
452178,2022,-23.6318861222501,-46.7053694891998,5,kilometer,439.0,1318325.0,16.0,16.0,18.0,15.0,65.0,chacara,04717-004,R  Alexandre Dumas,Chácara Santo Antônio (Zona Sul),São Paulo,SP,9.553079710144928,1
452179,2022,-23.6551502250652,-46.6937404291385,5,kilometer,546.0,2996829.0,24.0,36.0,41.0,47.0,148.0,chacara,04662-002,Av  Washington Luis,Santo Amaro,São Paulo,SP,21.716152173913045,3
452180,2022,-23.6557170896606,-46.6962040756486,5,kilometer,480.0,1270804.0,19.0,29.0,37.0,29.0,114.0,chacara,04747-090,R Pde Chico,Santo Amaro,São Paulo,SP,9.20872463768116,1
452181,2022,-23.6394042376018,-46.7149568432886,5,kilometer,536.0,1514171.0,38.0,70.0,49.0,21.0,178.0,chacara,04728-190,R  Tamiko Fuzioka,Chácara Japonesa,São Paulo,SP,10.972253623188406,1
452182,2022,-23.6307559090931,-46.7009914413136,5,kilometer,194.0,882292.0,4.0,5.0,7.0,4.0,20.0,chacara,04714-001,R  Antonio Das Chagas,Chácara Santo Antônio (Zona Sul),São Paulo,SP,6.393420289855072,2
452183,2022,-23.6379444741083,-46.6871128511214,5,kilometer,504.0,1488602.0,15.0,23.0,42.0,28.0,108.0,chacara,04641-080,R  Carlo Rainaldi,Jardim dos Estados,São Paulo,SP,10.786971014492753,1
452184,2022,-23.6413139931097,-46.7134370078275,5,kilometer,463.0,496233.0,26.0,22.0,28.0,24.0,100.0,chacara,04727-030,R  Albino Boldasso Gabril,Vila Cruzeiro,São Paulo,SP,3.595891304347826,2
452185,2022,-23.633897097155,-46.7067474293875,5,kilometer,762.0,2826639.0,35.0,79.0,66.0,63.0,243.0,chacara,04719-905,R  Verbo Divino,Chácara Santo Antônio (Zona Sul),São Paulo,SP,20.482891304347827,3
452186,2022,-23.6321645968836,-46.7019326177542,5,kilometer,431.0,854901.0,12.0,9.0,8.0,10.0,39.0,chacara,04717-010,R  Pedroso De Camargo,Chácara Santo Antônio (Zona Sul),São Paulo,SP,6.194934782608696,1
452187,2022,-23.6292811925872,-46.693363701704,5,kilometer,678.0,1513314.0,35.0,42.0,35.0,39.0,151.0,chacara,04708-010,R  Cancioneiro De Evora,Santo Amaro,São Paulo,SP,10.96604347826087,1
452188,2022,-23.6336502109599,-46.7139879835044,5,kilometer,272.0,985321.0,5.0,5.0,5.0,,15.0,chacara,04726-220,R  Luis Correia De Melo,Vila Cruzeiro,São Paulo,SP,7.140007246376811,1
452189,2022,-23.6341477796299,-46.7145691422873,5,kilometer,501.0,3983935.0,40.0,54.0,39.0,39.0,172.0,chacara,04726-220,R  Luis Correia De Melo,Vila Cruzeiro,São Paulo,SP,28.869094202898548,3
452190,2022,-23.6345553469211,-46.7150273179438,5,kilometer,710.0,2126266.0,44.0,64.0,78.0,40.0,226.0,chacara,04726-220,R  Luis Correia De Melo,Vila Cruzeiro,São Paulo,SP,15.40772463768116,3
452191,2022,-23.6415458925511,-46.6769854429821,5,kilometer,488.0,1053453.0,13.0,19.0,22.0,23.0,77.0,chacara,04646-020,R Dep Martinho Rodrigues,Chácara Monte Alegre,São Paulo,SP,7.633717391304348,1
452192,2022,-23.6440720213197,-46.6747975665084,5,kilometer,410.0,852629.0,12.0,19.0,17.0,19.0,67.0,chacara,04647-010,R  Jacatirao,Chácara Monte Alegre,São Paulo,SP,6.178471014492755,1
452193,2022,-23.6439057686404,-46.7135649031797,5,kilometer,640.0,436149.0,23.0,28.0,24.0,33.0,108.0,chacara,04727-150,R  Joaquim Dos Reis,Vila Cruzeiro,São Paulo,SP,3.1605,0
452194,2022,-23.6408566243873,-46.6975971246809,5,kilometer,402.0,1136874.0,18.0,23.0,16.0,21.0,78.0,chacara,04738-000,R Mal Deodoro,Santo Amaro,São Paulo,SP,8.238217391304348,1
452195,2022,-23.6434924852426,-46.6928946187918,5,kilometer,544.0,1891485.0,23.0,45.0,36.0,37.0,141.0,chacara,04738-010,R Cd D'Eu,Santo Amaro,São Paulo,SP,13.70641304347826,1
452196,2022,-23.6515576874698,-46.6982275728462,5,kilometer,418.0,921909.0,11.0,15.0,8.0,20.0,54.0,chacara,04742-040,R Sta Zoe,Santo Amaro,São Paulo,SP,6.6805,1
452197,2022,-23.6514213403487,-46.7011185040494,5,kilometer,473.0,373437.0,13.0,21.0,36.0,30.0,100.0,chacara,04736-000,R Comen Elias Zarzur,Santo Amaro,São Paulo,SP,2.7060652173913042,2
452198,2022,-23.6401673559529,-46.714511020394,5,kilometer,541.0,190161.0,42.0,50.0,46.0,35.0,173.0,chacara,04728-020,R Do Carreiro De Pedra,Jardim Caravelas,São Paulo,SP,13.779782608695651,0
452199,2022,-23.6552797077644,-46.696627965247,5,kilometer,451.0,1581934.0,20.0,29.0,30.0,33.0,112.0,chacara,04742-001,R Pde Jose De Anchieta,Santo Amaro,São Paulo,SP,11.463289855072464,1
452200,2022,-23.6508175431572,-46.6928733073438,5,kilometer,400.0,260061.0,15.0,31.0,38.0,25.0,109.0,chacara,04740-900,R  Joaquim Jose Esteves,Santo Amaro,São Paulo,SP,18.845,2
452201,2022,-23.6272820582555,-46.6965329477031,5,kilometer,420.0,1494678.0,19.0,23.0,18.0,31.0,91.0,chacara,04710-090,R Dr Jose Aureo Bustamante,Santo Amaro,São Paulo,SP,10.831000000000001,1
452202,2022,-23.6321094796647,-46.70328980144951,5,kilometer,306.0,750109.0,8.0,5.0,15.0,11.0,39.0,chacara,04716-002,R  Fernandes Moreira,Chácara Santo Antônio (Zona Sul),São Paulo,SP,5.435572463768116,2
452203,2022,-23.640150922588,-46.7121205273227,5,kilometer,183.0,1254154.0,6.0,16.0,10.0,6.0,38.0,chacara,04726-001,Av  Joao Carlos Da Silva Borges,Vila Cruzeiro,São Paulo,SP,9.088072463768116,1
452204,2022,-23.6260760279044,-46.7067063272768,5,kilometer,630.0,2208924.0,50.0,64.0,44.0,27.0,185.0,chacara,04713-002,R Da Paz,Chácara Santo Antônio (Zona Sul),São Paulo,SP,16.006695652173914,3
452205,2022,-23.6355038086886,-46.71574492665,5,kilometer,562.0,2153096.0,40.0,58.0,35.0,26.0,159.0,chacara,04726-160,Av Prof Alceu Maynard Araujo,Vila Cruzeiro,São Paulo,SP,15.602144927536232,3
452206,2022,-23.6279071053975,-46.708767549548,5,kilometer,680.0,1470705.0,52.0,56.0,50.0,33.0,191.0,chacara,04716-003,R  Fernandes Moreira,Chácara Santo Antônio (Zona Sul),São Paulo,SP,10.657282608695652,1
452207,2022,-23.6442826236113,-46.7010365483476,5,kilometer,260.0,64808.0,18.0,14.0,9.0,4.0,45.0,chacara,04750-001,R Dr Antonio Bento,Santo Amaro,São Paulo,SP,4.696231884057971,2
452208,2022,-23.6454657337932,-46.7001239294175,5,kilometer,493.0,1408446.0,12.0,28.0,24.0,20.0,84.0,chacara,04735-900,R S Benedito,Santo Amaro,São Paulo,SP,10.206130434782608,1
452209,2022,-23.6411677686451,-46.7024831731388,5,kilometer,350.0,118575.0,11.0,19.0,19.0,28.0,77.0,chacara,04722-000,R  Alves Pontual,Granja Julieta,São Paulo,SP,8.592391304347826,2
452210,2022,-23.6430386384211,-46.7018305090766,5,kilometer,271.0,1148074.0,8.0,11.0,15.0,11.0,45.0,chacara,04722-000,R  Alves Pontual,Granja Julieta,São Paulo,SP,8.319376811594204,1
452211,2022,-23.638242608237,-46.7016492359769,5,kilometer,294.0,1705199.0,11.0,13.0,12.0,20.0,56.0,chacara,04721-020,R S Mateus,Granja Julieta,São Paulo,SP,12.356514492753625,1
452212,2022,-23.6385673647295,-46.6991177756991,5,kilometer,370.0,1594142.0,19.0,8.0,13.0,21.0,61.0,chacara,04738-900,R Mal Deodoro,Santo Amaro,São Paulo,SP,11.551753623188405,1
452213,2022,-23.6364076863654,-46.69069672702889,5,kilometer,393.0,1180653.0,14.0,11.0,21.0,25.0,71.0,chacara,04713-000,R Da Paz,Alto da Boa Vista,São Paulo,SP,8.555456521739131,1
452214,2022,-23.6395633557091,-46.6939991804411,5,kilometer,377.0,948943.0,12.0,21.0,20.0,23.0,76.0,chacara,04736-002,R Comen Elias Zarzur,Santo Amaro,São Paulo,SP,6.8763985507246375,1
452216,2022,-23.6482725116516,-46.6988628556445,5,kilometer,393.0,153665.0,22.0,24.0,30.0,19.0,95.0,chacara,04736-001,R Comen Elias Zarzur,Santo Amaro,São Paulo,SP,11.135144927536231,2
452217,2022,-23.65005110031,-46.699550774341,5,kilometer,246.0,1030359.0,6.0,12.0,15.0,10.0,43.0,chacara,04737-000,R Min Roberto Cardoso Alves,Santo Amaro,São Paulo,SP,7.466369565217391,1
452218,2022,-23.6460461119436,-46.7021783757729,5,kilometer,488.0,1107375.0,27.0,26.0,14.0,9.0,76.0,chacara,04739-050,R  Salomao Karlik,Santo Amaro,São Paulo,SP,8.02445652173913,1
452219,2022,-23.6464930489482,-46.7012903302975,5,kilometer,326.0,1181239.0,13.0,12.0,11.0,9.0,45.0,chacara,04734-001,Av  Adolfo Pinheiro,Santo Amaro,São Paulo,SP,8.559702898550725,1
452220,2022,-23.6474131838505,-46.7013469871729,5,kilometer,275.0,1484712.0,15.0,9.0,4.0,17.0,45.0,chacara,04735-001,R S Benedito,Santo Amaro,São Paulo,SP,10.758782608695652,1
452221,2022,-23.6467224480856,-46.7043533001712,5,kilometer,322.0,873913.0,,9.0,,9.0,18.0,chacara,04750-030,R Cel Luis Barroso,Santo Amaro,São Paulo,SP,6.332702898550724,1
452222,2022,-23.6468097054142,-46.7037353824597,5,kilometer,509.0,1074525.0,27.0,6.0,8.0,6.0,47.0,chacara,04741-000,R Cd De Itu,Jardim Santo Amaro,São Paulo,SP,7.786413043478261,1
452223,2022,-23.6484145525035,-46.7050486448045,5,kilometer,586.0,1126728.0,46.0,42.0,40.0,35.0,163.0,chacara,04742-000,R Pde Jose De Anchieta,Santo Amaro,São Paulo,SP,8.164695652173913,1
452225,2022,-23.6333552045203,-46.6981485542752,5,kilometer,245.0,692872.0,7.0,4.0,8.0,9.0,28.0,chacara,04715-002,R  Americo Brasiliense,Chácara Santo Antônio (Zona Sul),São Paulo,SP,5.020811594202899,2
452226,2022,-23.6350916325901,-46.698895113201694,5,kilometer,305.0,780483.0,10.0,12.0,16.0,25.0,63.0,chacara,04717-001,R  Alexandre Dumas,Chácara Santo Antônio (Zona Sul),São Paulo,SP,5.655673913043478,2
452227,2022,-23.631244365376,-46.6886681629326,5,kilometer,258.0,1314719.0,8.0,12.0,3.0,4.0,27.0,chacara,04701-000,Av Sto Amaro,Santo Amaro,São Paulo,SP,9.52694927536232,1
452228,2022,-23.6335603703658,-46.6894355502215,5,kilometer,326.0,925853.0,13.0,14.0,13.0,12.0,52.0,chacara,04638-000,R  Santos Dumont,Jardim Petrópolis,São Paulo,SP,6.709079710144928,1
452229,2022,-23.6327510487932,-46.6912824181118,5,kilometer,299.0,1315604.0,8.0,16.0,10.0,,34.0,chacara,04734-004,Av  Adolfo Pinheiro,Santo Amaro,São Paulo,SP,9.533362318840581,1
452230,2022,-23.6316137341065,-46.6857805237959,5,kilometer,581.0,1136654.0,22.0,19.0,26.0,35.0,102.0,chacara,04638-010,R Cap Felisbino De Morais,Jardim Petrópolis,São Paulo,SP,8.236623188405797,1
452231,2022,-23.6381308587437,-46.70881728173031,5,kilometer,174.0,904169.0,5.0,6.0,11.0,11.0,33.0,chacara,04726-070,R  Joao Elias,Vila Cruzeiro,São Paulo,SP,6.551949275362319,2
452233,2022,-23.6417163000085,-46.7042399924353,5,kilometer,345.0,1230224.0,15.0,18.0,15.0,15.0,63.0,chacara,04725-010,R  Antonieta Revoredo,Vila Elvira,São Paulo,SP,8.914666666666667,1
452234,2022,-23.6457174846134,-46.706335366689,5,kilometer,133.0,710967.0,5.0,6.0,,4.0,15.0,chacara,04724-010,R Eng Francisco De Godoi,Santo Amaro,São Paulo,SP,5.151934782608696,2
452235,2022,-23.6459163676674,-46.6923893724823,5,kilometer,404.0,1063642.0,21.0,25.0,14.0,17.0,77.0,chacara,04739-060,R Sen Vergueiro,Santo Amaro,São Paulo,SP,7.707550724637681,1
452237,2022,-23.6491310303169,-46.6954613770737,5,kilometer,341.0,1639779.0,7.0,9.0,17.0,16.0,49.0,chacara,04739-001,R S Jose,Santo Amaro,São Paulo,SP,11.882456521739131,1
452239,2022,-23.6541187041856,-46.7006120997155,5,kilometer,470.0,694865.0,12.0,15.0,27.0,17.0,71.0,chacara,04742-120,Pc  Antonio Soares Sebastiao,Santo Amaro,São Paulo,SP,5.035253623188406,2
452240,2022,-23.6520667709712,-46.7038445951855,5,kilometer,328.0,615021.0,11.0,12.0,10.0,16.0,49.0,chacara,04735-000,R S Benedito,Santo Amaro,São Paulo,SP,4.4566739130434785,2
452241,2022,-23.6544061190874,-46.705367159878,5,kilometer,43.0,690659.0,,,3.0,,3.0,chacara,04744-030,R Sen Flaquer,Santo Amaro,São Paulo,SP,5.004775362318841,2
452242,2022,-23.6490772428669,-46.7084939522077,5,kilometer,167.0,465944.0,9.0,6.0,9.0,10.0,34.0,chacara,04753-020,R Eng Joaquim Tome Filho,Santo Amaro,São Paulo,SP,3.376405797101449,2
452243,2022,-23.6516583459188,-46.7069116025063,5,kilometer,149.0,57879.0,6.0,5.0,11.0,10.0,32.0,chacara,04751-030,Pc  Floriano Peixoto,Santo Amaro,São Paulo,SP,4.1941304347826085,2
452245,2022,-23.6481467735633,-46.7104850499784,5,kilometer,826.0,413798.0,31.0,30.0,30.0,42.0,133.0,chacara,04753-001,R Br Do Rio Branco,Santo Amaro,São Paulo,SP,2.998536231884058,0
