id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total,unidade,CEP,Logradouro,Bairro,Cidade,UF,renda_sm,cluster
432396,2022,-23.6593388194347,-46.6967381855043,5,kilometer,14.0,35808.0,3.0,,0.0,,3.0,chacara,04685-000,Av Nsra Do Sabara,Vila Sofia,São Paulo,SP,2.5947826086956525,2
432397,2022,-23.6585821294377,-46.69451584152311,5,kilometer,432.0,828255.0,24.0,22.0,24.0,14.0,84.0,chacara,04671-050,R  Olavo Bilac,Vila Sofia,São Paulo,SP,6.001847826086956,1
432399,2022,-23.6559876359929,-46.6845250728709,5,kilometer,343.0,109119.0,15.0,12.0,16.0,19.0,62.0,chacara,04664-100,R Min Coriolano De Gois,Jardim Marajoara,São Paulo,SP,7.907173913043478,2
432400,2022,-23.6617205094823,-46.701631456278,5,kilometer,109.0,593588.0,3.0,11.0,3.0,4.0,21.0,chacara,04662-020,R  Herbert Alfred Landsberger,Santo Amaro,São Paulo,SP,4.30136231884058,2
432403,2022,-23.6685772032349,-46.7042294039358,5,kilometer,578.0,505532.0,28.0,17.0,12.0,19.0,76.0,chacara,04696-040,R  Galeno De Castro,Jurubatuba,São Paulo,SP,3.6632753623188403,0
432404,2022,-23.6680172708338,-46.7046272221594,5,kilometer,480.0,50585.0,16.0,17.0,14.0,24.0,71.0,chacara,04696-040,R  Galeno De Castro,Jurubatuba,São Paulo,SP,3.6655797101449274,2
432405,2022,-23.6651174530049,-46.68982962883511,5,kilometer,323.0,818293.0,16.0,16.0,18.0,12.0,62.0,chacara,04674-230,R  Jose Jardim Da Silveira,Jardim Taquaral,São Paulo,SP,5.929659420289855,2
432406,2022,-23.6638065910589,-46.6896943548105,5,kilometer,286.0,644123.0,10.0,7.0,14.0,9.0,40.0,chacara,04674-225,Av Sarg Geraldo Sant'Ana,Jardim Taquaral,São Paulo,SP,4.667557971014492,2
432407,2022,-23.6643581882691,-46.6896256780756,5,kilometer,80.0,589753.0,,3.0,3.0,,6.0,chacara,04674-225,Av Sarg Geraldo Sant'Ana,Jardim Taquaral,São Paulo,SP,4.273572463768116,2
432419,2022,-23.6707200044654,-46.7041881257141,5,kilometer,,,,,,,0.0,chacara,04795-912,Av Das Nacoes Unidas,Vila Almeida,São Paulo,SP,,
432435,2022,-23.6687381494484,-46.7035414199414,5,kilometer,67.0,151034.0,,0.0,,,0.0,chacara,04696-040,R  Galeno De Castro,Jurubatuba,São Paulo,SP,1.0944492753623187,2
432450,2022,-23.6113806744245,-46.7524117439723,5,kilometer,573.0,368289.0,20.0,24.0,29.0,42.0,115.0,chacara,05743-230,R Prof Indalecio De Melo,Jardim Jamaica,São Paulo,SP,2.6687608695652174,0
432465,2022,-23.6394333064007,-46.7589865206733,5,kilometer,270.0,582636.0,16.0,7.0,19.0,17.0,59.0,chacara,05763-450,R  Lira Cearense,Jardim Santa Efigênia,São Paulo,SP,4.2219999999999995,2
432483,2022,-23.6305474366392,-46.7580909792362,5,kilometer,311.0,23112.0,17.0,24.0,10.0,24.0,75.0,chacara,05765-140,R  Alessandro Algardi,Jardim Olinda,São Paulo,SP,1.674782608695652,2
432484,2022,-23.630592888924,-46.754877958982895,5,kilometer,808.0,277167.0,49.0,53.0,49.0,45.0,196.0,chacara,05766-280,R  Carandazinho,Jardim Olinda,São Paulo,SP,2.0084565217391304,0
432486,2022,-23.6315502005726,-46.7517919544588,5,kilometer,305.0,239072.0,13.0,14.0,15.0,17.0,59.0,chacara,05775-120,R  Antonio Jose Bastos,Parque Regina,São Paulo,SP,1.732405797101449,2
432487,2022,-23.6322810701426,-46.7580341955588,5,kilometer,414.0,220529.0,19.0,27.0,27.0,40.0,113.0,chacara,05767-390,R  Gaspar De Carvajal,Jardim Catanduva,São Paulo,SP,1.598036231884058,2
432488,2022,-23.6316263571323,-46.7524994069177,5,kilometer,495.0,184185.0,29.0,34.0,37.0,47.0,147.0,chacara,05766-340,R  Ceresopolis,Jardim Olinda,São Paulo,SP,1.3346739130434782,2
432489,2022,-23.6344119745297,-46.757326122435,5,kilometer,661.0,200761.0,41.0,50.0,46.0,60.0,197.0,chacara,05773-020,R  Bernardo Correia Leitao,Parque Regina,São Paulo,SP,1.4547898550724636,0
432492,2022,-23.6377963423558,-46.757101309290704,5,kilometer,743.0,246677.0,34.0,31.0,50.0,61.0,176.0,chacara,05778-181,R  Caio Graco Da Silva Prado,Parque Arariba,São Paulo,SP,1.7875144927536233,0
432514,2022,-23.6251332442012,-46.7560564955329,5,kilometer,653.0,252243.0,28.0,41.0,39.0,44.0,152.0,chacara,05756-400,R  Juacema,Jardim Umarizal,São Paulo,SP,1.8278478260869564,0
432515,2022,-23.625520712133,-46.7563535864052,5,kilometer,246.0,173357.0,13.0,14.0,17.0,16.0,60.0,chacara,05756-400,R  Juacema,Jardim Umarizal,São Paulo,SP,1.2562101449275362,2
432516,2022,-23.6270751869437,-46.753845281759,5,kilometer,534.0,153676.0,40.0,51.0,44.0,44.0,179.0,chacara,05756-190,R  Andrea De Firenze,Jardim Umarizal,São Paulo,SP,1.1135942028985508,0
432517,2022,-23.6260772762514,-46.7531535605357,5,kilometer,1165.0,170174.0,121.0,85.0,65.0,80.0,351.0,chacara,05756-280,R  Caxinava,Jardim Umarizal,São Paulo,SP,1.2331449275362318,0
432518,2022,-23.6307081602307,-46.75149241346951,5,kilometer,629.0,265974.0,30.0,32.0,47.0,37.0,146.0,chacara,05775-120,R  Antonio Jose Bastos,Parque Regina,São Paulo,SP,1.9273478260869563,0
432519,2022,-23.6345972781601,-46.7548573978983,5,kilometer,959.0,265292.0,51.0,65.0,61.0,68.0,245.0,chacara,05775-230,R  Melo Coutinho,Parque Regina,São Paulo,SP,1.9224057971014494,0
432520,2022,-23.6368140269788,-46.7524623325585,5,kilometer,384.0,233878.0,19.0,17.0,27.0,26.0,89.0,chacara,05775-160,R  Dias Diniz,Parque Regina,São Paulo,SP,1.6947681159420291,2
432521,2022,-23.6380818590003,-46.7557000840832,5,kilometer,63.0,237208.0,5.0,3.0,,3.0,11.0,chacara,05773-110,R  Nelson Brissac,Parque Regina,São Paulo,SP,1.7188985507246377,2
432522,2022,-23.6366733450485,-46.75383823036911,5,kilometer,526.0,202236.0,36.0,26.0,34.0,36.0,132.0,chacara,05773-020,R  Bernardo Correia Leitao,Parque Regina,São Paulo,SP,1.4654782608695651,0
432523,2022,-23.6392018108761,-46.7547144486141,5,kilometer,631.0,22107.0,33.0,31.0,39.0,42.0,145.0,chacara,05778-181,R  Caio Graco Da Silva Prado,Parque Arariba,São Paulo,SP,1.6019565217391303,0
432524,2022,-23.640342670414,-46.7536420121577,5,kilometer,455.0,172082.0,21.0,38.0,29.0,32.0,120.0,chacara,05778-250,Av  Lucilo De Almeida,Parque Arariba,São Paulo,SP,1.2469710144927535,2
432525,2022,-23.6415904971368,-46.7505466456855,5,kilometer,273.0,207085.0,13.0,14.0,19.0,22.0,68.0,chacara,05775-200,R Prof Leitao Da Cunha,Parque Regina,São Paulo,SP,1.5006159420289855,2
432526,2022,-23.6435238491711,-46.75332566307689,5,kilometer,710.0,229719.0,41.0,37.0,49.0,46.0,173.0,chacara,05778-140,R  Dario Mecatti,Parque Arariba,São Paulo,SP,1.6646304347826086,0
432527,2022,-23.6439615797808,-46.7559364761473,5,kilometer,681.0,618686.0,30.0,36.0,43.0,37.0,146.0,chacara,05763-906,R  Lira Cearense,Chácara Nossa Senhora do Bom Conselho,São Paulo,SP,4.483231884057971,0
432528,2022,-23.6451577487148,-46.7566130891255,5,kilometer,721.0,553224.0,25.0,37.0,50.0,57.0,169.0,chacara,05763-907,R  Lira Cearense,Chácara Nossa Senhora do Bom Conselho,São Paulo,SP,4.008869565217391,0
432529,2022,-23.6448168703913,-46.7552162050078,5,kilometer,598.0,129604.0,43.0,48.0,48.0,50.0,189.0,chacara,05778-170,R  Fim De Primavera,Parque Arariba,São Paulo,SP,0.939159420289855,0
432530,2022,-23.6424642200133,-46.7576765000942,5,kilometer,772.0,957464.0,39.0,43.0,56.0,54.0,192.0,chacara,05763-500,R  Jordao Gouvea,Jardim Piracuama,São Paulo,SP,6.938144927536231,0
432540,2022,-23.6225065292887,-46.7553065776603,5,kilometer,437.0,347377.0,11.0,23.0,22.0,29.0,85.0,chacara,05756-350,Av Das Colmeias,Jardim Umarizal,São Paulo,SP,2.5172246376811596,2
432541,2022,-23.6220523428378,-46.7527173231391,5,kilometer,768.0,294885.0,39.0,43.0,40.0,47.0,169.0,chacara,05754-010,R  Calogeras,Umarizal,São Paulo,SP,2.1368478260869566,0
432542,2022,-23.6243377969102,-46.752832330932,5,kilometer,812.0,349815.0,45.0,43.0,45.0,55.0,188.0,chacara,05756-220,R  Caranapatuba,Jardim Umarizal,São Paulo,SP,2.534891304347826,0
432543,2022,-23.625594243242,-46.7498951337066,5,kilometer,778.0,251293.0,60.0,60.0,45.0,56.0,221.0,chacara,05735-050,R  Castanho Mirim,Parque Reboucas,São Paulo,SP,1.8209637681159418,0
432544,2022,-23.6283893695225,-46.7490452026938,5,kilometer,614.0,160752.0,43.0,58.0,48.0,47.0,196.0,chacara,05735-110,R  Clodoaldo Pedroso,Parque Reboucas,São Paulo,SP,1.1648695652173913,0
432545,2022,-23.6440787367433,-46.7524355641257,5,kilometer,1096.0,137652.0,61.0,93.0,76.0,89.0,319.0,chacara,05777-170,R  Vila Caiz,Vila Nova das Belezas,São Paulo,SP,0.9974782608695653,0
432554,2022,-23.6201417478448,-46.7523904727502,5,kilometer,346.0,481611.0,8.0,24.0,18.0,20.0,70.0,chacara,05752-570,R  Luisa Beck Silva,Jardim Maria Duarte,São Paulo,SP,3.4899347826086955,2
432555,2022,-23.6184784321263,-46.7523079386668,5,kilometer,740.0,349382.0,22.0,32.0,40.0,39.0,133.0,chacara,05752-460,R  Chico Mana,Vila Analia,São Paulo,SP,2.531753623188406,0
432556,2022,-23.6205348729728,-46.7525701394239,5,kilometer,311.0,470247.0,14.0,13.0,14.0,18.0,59.0,chacara,05754-071,R  Jaracatia,Jardim Umarizal,São Paulo,SP,3.4075869565217394,2
432557,2022,-23.6343669642276,-46.7474425006945,5,kilometer,764.0,297259.0,70.0,42.0,33.0,49.0,194.0,chacara,05776-430,R  Jose Pereira Bueno,Vila Franca,São Paulo,SP,2.154050724637681,0
432558,2022,-23.6357303185445,-46.7470640733299,5,kilometer,505.0,237742.0,31.0,33.0,28.0,36.0,128.0,chacara,05776-340,R  Camasati,Vila Franca,São Paulo,SP,1.722768115942029,2
432559,2022,-23.6382656245528,-46.7484386884203,5,kilometer,844.0,289853.0,55.0,36.0,33.0,39.0,163.0,chacara,05776-500,R  Ricardina Campello F.Rodrigues,Vila Franca,São Paulo,SP,2.1003840579710147,0
432560,2022,-23.642101683154,-46.7498477513696,5,kilometer,670.0,21675.0,38.0,33.0,44.0,50.0,165.0,chacara,05778-240,R  Leopoldino Jose De Camargo,Parque Arariba,São Paulo,SP,1.5706521739130435,0
432563,2022,-23.6346340820162,-46.7432884900421,5,kilometer,705.0,238645.0,37.0,61.0,48.0,52.0,198.0,chacara,05736-200,R Comed Zacarias,Jardim São Roque,São Paulo,SP,1.7293115942028985,0
432575,2022,-23.6322522400018,-46.7552031858144,5,kilometer,800.0,245809.0,52.0,51.0,63.0,58.0,224.0,chacara,05766-310,R  Catarina Guimaraes,Jardim Olinda,São Paulo,SP,1.7812246376811596,0
432576,2022,-23.633429800963,-46.755291773222,5,kilometer,812.0,232315.0,52.0,54.0,58.0,61.0,225.0,chacara,05773-010,Av  Andrea Pisano,Parque Regina,São Paulo,SP,1.6834420289855072,0
432577,2022,-23.6378217618428,-46.7581388797782,5,kilometer,611.0,209726.0,33.0,41.0,39.0,37.0,150.0,chacara,05772-060,R Pde Justino,Parque Regina,São Paulo,SP,1.519753623188406,0
432580,2022,-23.6283162944134,-46.7535228314268,5,kilometer,1050.0,246647.0,59.0,69.0,75.0,86.0,289.0,chacara,05757-900,R  Diogo Martins,Jardim Ana Maria,São Paulo,SP,1.7872971014492751,0
432581,2022,-23.6249551616687,-46.752284312538,5,kilometer,816.0,157607.0,105.0,54.0,53.0,33.0,245.0,chacara,05756-360,R Cel Domingos Quirino Ferreira,Jardim Umarizal,São Paulo,SP,1.1420797101449276,0
432582,2022,-23.6315065251812,-46.7499886788246,5,kilometer,542.0,233444.0,28.0,32.0,38.0,32.0,130.0,chacara,05774-280,R  Constantino De Oliveira Ledo,Parque Regina,São Paulo,SP,1.691623188405797,0
432583,2022,-23.6377259457012,-46.7516413938331,5,kilometer,410.0,425203.0,18.0,19.0,25.0,24.0,86.0,chacara,05775-320,R  Antonio Domingues Galera,Parque Regina,São Paulo,SP,3.08118115942029,2
432584,2022,-23.6390899249155,-46.7513109057962,5,kilometer,185.0,284407.0,7.0,11.0,11.0,8.0,37.0,chacara,05778-290,R  Eurico De Azevedo Marques,Parque Arariba,São Paulo,SP,2.0609202898550727,2
432585,2022,-23.6421696225845,-46.7519265388625,5,kilometer,903.0,268911.0,40.0,59.0,59.0,59.0,217.0,chacara,05778-240,R  Leopoldino Jose De Camargo,Parque Arariba,São Paulo,SP,1.9486304347826089,0
432589,2022,-23.6261246865747,-46.7510301157666,5,kilometer,760.0,210529.0,48.0,67.0,52.0,45.0,212.0,chacara,05735-050,R  Castanho Mirim,Parque Reboucas,São Paulo,SP,1.5255724637681158,0
432590,2022,-23.6197186262873,-46.752920173514,5,kilometer,314.0,490414.0,12.0,11.0,18.0,6.0,47.0,chacara,05752-460,R  Chico Mana,Vila Analia,São Paulo,SP,3.5537246376811598,2
432591,2022,-23.636479249025,-46.743036218713,5,kilometer,640.0,313213.0,25.0,37.0,37.0,38.0,137.0,chacara,05730-170,R  Maria Jose Da Conceicao,Vila Andrade,São Paulo,SP,2.2696594202898552,0
432592,2022,-23.6344297339812,-46.7418244020053,5,kilometer,297.0,192714.0,13.0,32.0,19.0,16.0,80.0,chacara,05776-530,R  Joao Maximiano,Jardim São Roque,São Paulo,SP,1.3964782608695654,2
432613,2022,-23.6299240201694,-46.756677882115504,5,kilometer,349.0,218414.0,22.0,21.0,14.0,28.0,85.0,chacara,05765-140,R  Alessandro Algardi,Jardim Olinda,São Paulo,SP,1.582710144927536,2
432614,2022,-23.6316553067266,-46.756684720284,5,kilometer,373.0,245513.0,19.0,23.0,20.0,27.0,89.0,chacara,05766-280,R  Carandazinho,Jardim Olinda,São Paulo,SP,1.7790797101449276,2
432616,2022,-23.6314197406008,-46.7576566646721,5,kilometer,321.0,154842.0,14.0,24.0,23.0,24.0,85.0,chacara,05765-160,R  Campos Elisios,Jardim Olinda,São Paulo,SP,1.1220434782608697,2
432617,2022,-23.632838013146,-46.7562840648991,5,kilometer,331.0,464524.0,13.0,17.0,11.0,29.0,70.0,chacara,05766-290,R  Cardoso Moreira,Jardim Olinda,São Paulo,SP,3.3661159420289852,2
432624,2022,-23.6274535578468,-46.7508643457509,5,kilometer,267.0,169541.0,19.0,22.0,19.0,23.0,83.0,chacara,05735-070,R  Cinco Irmaos,Parque Reboucas,São Paulo,SP,1.2285579710144927,2
432630,2022,-23.6210266819657,-46.755652191330704,5,kilometer,614.0,377411.0,24.0,29.0,34.0,32.0,119.0,chacara,05755-140,R  Itamanduaba,Jardim Umarizal,São Paulo,SP,2.73486231884058,0
432631,2022,-23.6234351855459,-46.7547194218901,5,kilometer,378.0,389994.0,19.0,20.0,22.0,18.0,79.0,chacara,05756-340,R  Coatinga,Jardim Umarizal,São Paulo,SP,2.8260434782608694,2
432632,2022,-23.6287749937562,-46.747207972702704,5,kilometer,723.0,269325.0,29.0,47.0,46.0,52.0,174.0,chacara,05734-110,R Do Chico Nunes,Vila Andrade,São Paulo,SP,1.9516304347826088,0
432633,2022,-23.6359838091854,-46.75075456864911,5,kilometer,585.0,208073.0,36.0,25.0,41.0,31.0,133.0,chacara,05774-250,R  Cearuni,Parque Regina,São Paulo,SP,1.5077753623188406,0
432634,2022,-23.6447066567865,-46.7518706115332,5,kilometer,446.0,160289.0,32.0,36.0,35.0,48.0,151.0,chacara,05777-170,R  Vila Caiz,Vila Nova das Belezas,São Paulo,SP,1.1615144927536232,2
432637,2022,-23.6223486243683,-46.748368171586,5,kilometer,561.0,217218.0,28.0,36.0,32.0,29.0,125.0,chacara,05752-350,R  Aba Soihet,Jardim Maria Duarte,São Paulo,SP,1.5740434782608694,0
432639,2022,-23.6376454769803,-46.7462549784702,5,kilometer,757.0,258985.0,77.0,42.0,20.0,15.0,154.0,chacara,05776-450,R  Manuel Moreira De Sa,Vila Franca,São Paulo,SP,1.8767028985507246,0
432645,2022,-23.6154032388177,-46.7511567218477,5,kilometer,373.0,1009942.0,7.0,10.0,29.0,16.0,62.0,chacara,05750-350,R  Renea Ferreira De Castilho,Super Quadra Morumbi,São Paulo,SP,7.318420289855072,1
432650,2022,-23.6346640059208,-46.7583424396499,5,kilometer,129.0,251514.0,3.0,5.0,16.0,8.0,32.0,chacara,05778-181,R  Caio Graco Da Silva Prado,Parque Arariba,São Paulo,SP,1.8225652173913043,2
432651,2022,-23.6313810586333,-46.7531027251807,5,kilometer,240.0,260326.0,7.0,18.0,10.0,15.0,50.0,chacara,05766-340,R  Ceresopolis,Jardim Olinda,São Paulo,SP,1.8864202898550726,2
432653,2022,-23.6369517185711,-46.7543867322448,5,kilometer,151.0,338241.0,8.0,8.0,9.0,17.0,42.0,chacara,05773-020,R  Bernardo Correia Leitao,Parque Regina,São Paulo,SP,2.4510217391304345,2
432656,2022,-23.6249092913078,-46.7511683971054,5,kilometer,393.0,197737.0,20.0,27.0,30.0,32.0,109.0,chacara,05756-320,R  Claraiba,Jardim Umarizal,São Paulo,SP,1.4328768115942028,2
432658,2022,-23.6285286324941,-46.7519833220679,5,kilometer,486.0,246001.0,30.0,37.0,28.0,32.0,127.0,chacara,05766-260,R  Alexandre Biagio,Jardim Olinda,São Paulo,SP,1.7826159420289858,2
432669,2022,-23.6356375749787,-46.753299663946,5,kilometer,170.0,243158.0,4.0,16.0,11.0,12.0,43.0,chacara,05775-200,R Prof Leitao Da Cunha,Parque Regina,São Paulo,SP,1.7620144927536232,2
432670,2022,-23.6383417573907,-46.7540116456908,5,kilometer,233.0,231407.0,17.0,13.0,12.0,9.0,51.0,chacara,05773-020,R  Bernardo Correia Leitao,Parque Regina,São Paulo,SP,1.6768623188405798,2
432671,2022,-23.6380378907057,-46.7550523013386,5,kilometer,235.0,16179.0,4.0,13.0,19.0,23.0,59.0,chacara,05773-020,R  Bernardo Correia Leitao,Parque Regina,São Paulo,SP,1.1723913043478262,2
432674,2022,-23.6351470562307,-46.7514754090635,5,kilometer,348.0,209493.0,15.0,17.0,25.0,23.0,80.0,chacara,05774-260,R  Cipolandia,Parque Regina,São Paulo,SP,1.5180652173913043,2
432675,2022,-23.6249736008657,-46.7478566457118,5,kilometer,252.0,173241.0,24.0,18.0,20.0,22.0,84.0,chacara,05734-020,R  Carajeru,Parque Reboucas,São Paulo,SP,1.2553695652173913,2
432679,2022,-23.637968196461,-46.7444093500148,5,kilometer,373.0,174655.0,18.0,22.0,25.0,32.0,97.0,chacara,05776-360,R  Caruxa,Vila Franca,São Paulo,SP,1.2656159420289854,2
432681,2022,-23.6349526772896,-46.7446943174075,5,kilometer,462.0,167647.0,26.0,24.0,52.0,37.0,139.0,chacara,05736-190,R  Vicente Fabrizi,Jardim São Roque,São Paulo,SP,1.2148333333333334,2
432683,2022,-23.6356669802137,-46.7505971236235,5,kilometer,166.0,17323.0,8.0,10.0,9.0,10.0,37.0,chacara,05774-280,R  Constantino De Oliveira Ledo,Parque Regina,São Paulo,SP,1.2552898550724638,2
432684,2022,-23.6363991476667,-46.7457094766147,5,kilometer,214.0,35083.0,11.0,12.0,23.0,11.0,57.0,chacara,05776-340,R  Camasati,Vila Franca,São Paulo,SP,2.5422463768115944,2
432685,2022,-23.6362106836001,-46.7464156142056,5,kilometer,216.0,284396.0,12.0,11.0,23.0,11.0,57.0,chacara,05776-450,R  Manuel Moreira De Sa,Vila Franca,São Paulo,SP,2.060840579710145,2
432688,2022,-23.6205010974087,-46.7506964423824,5,kilometer,559.0,248047.0,36.0,28.0,38.0,38.0,140.0,chacara,05752-540,R  Jose Laborim,Jardim Maria Duarte,São Paulo,SP,1.797442028985507,0
432689,2022,-23.6195628296585,-46.7501397325895,5,kilometer,363.0,246512.0,11.0,21.0,26.0,24.0,82.0,chacara,05752-400,R  Capanezinho,Jardim Maria Duarte,São Paulo,SP,1.7863188405797101,2
432694,2022,-23.6298572774406,-46.7492797127805,5,kilometer,521.0,509536.0,27.0,28.0,26.0,31.0,112.0,chacara,05735-030,R  Carlos Magalhaes,Parque Reboucas,São Paulo,SP,3.6922898550724637,2
432696,2022,-23.6289264121526,-46.7492753849506,5,kilometer,503.0,542998.0,36.0,27.0,29.0,19.0,111.0,chacara,05735-090,R  Clemente Rocha,Parque Reboucas,São Paulo,SP,3.9347681159420285,2
432697,2022,-23.632718498259,-46.7492380009268,5,kilometer,375.0,231342.0,22.0,23.0,20.0,17.0,82.0,chacara,05774-220,R  Catauara,Parque Regina,São Paulo,SP,1.6763913043478262,2
432698,2022,-23.6323330810074,-46.7485611129716,5,kilometer,260.0,23929.0,16.0,10.0,20.0,17.0,63.0,chacara,05736-160,R  Mario Linhares,Jardim Ingá,São Paulo,SP,1.7339855072463768,2
432699,2022,-23.6351641612107,-46.7521336723104,5,kilometer,161.0,282864.0,6.0,8.0,4.0,9.0,27.0,chacara,05775-190,R  Goncalo Da Costa Temudo,Parque Regina,São Paulo,SP,2.0497391304347827,2
432700,2022,-23.633957969983,-46.7505497796579,5,kilometer,487.0,277444.0,22.0,35.0,34.0,28.0,119.0,chacara,05774-200,R  Andrea Appiani,Parque Regina,São Paulo,SP,2.010463768115942,2
432708,2022,-23.6361237225168,-46.7552153173239,5,kilometer,515.0,249255.0,29.0,23.0,29.0,30.0,111.0,chacara,05775-180,R  Francisco Jeronimo,Parque Regina,São Paulo,SP,1.806195652173913,2
432709,2022,-23.6349697956597,-46.7565251613192,5,kilometer,392.0,226364.0,17.0,29.0,19.0,28.0,93.0,chacara,05775-200,R Prof Leitao Da Cunha,Parque Regina,São Paulo,SP,1.64031884057971,2
432710,2022,-23.6370454722518,-46.7568915368456,5,kilometer,448.0,165966.0,26.0,34.0,22.0,33.0,115.0,chacara,05773-020,R  Bernardo Correia Leitao,Parque Regina,São Paulo,SP,1.2026521739130436,2
432711,2022,-23.6369891059932,-46.7558441833113,5,kilometer,503.0,199248.0,25.0,35.0,26.0,36.0,122.0,chacara,05775-200,R Prof Leitao Da Cunha,Parque Regina,São Paulo,SP,1.4438260869565218,2
432713,2022,-23.6237483283621,-46.7480175587536,5,kilometer,849.0,200483.0,69.0,57.0,67.0,72.0,265.0,chacara,05756-420,R  Manicoba,Jardim Umarizal,São Paulo,SP,1.4527753623188406,0
432714,2022,-23.6253475048552,-46.7481497252148,5,kilometer,811.0,286928.0,42.0,40.0,63.0,71.0,216.0,chacara,05734-090,R  Chapada De Minas,Parque Reboucas,São Paulo,SP,2.0791884057971015,0
432715,2022,-23.6266134141071,-46.7469236699248,5,kilometer,443.0,786414.0,30.0,26.0,20.0,22.0,98.0,chacara,05734-080,R  Celso Ramos,Vila Andrade,São Paulo,SP,5.698652173913044,1
432716,2022,-23.6268231913655,-46.7482169343187,5,kilometer,408.0,229899.0,22.0,21.0,26.0,34.0,103.0,chacara,05735-050,R  Castanho Mirim,Parque Reboucas,São Paulo,SP,1.6659347826086954,2
432717,2022,-23.627455337416,-46.7461891820499,5,kilometer,552.0,764332.0,47.0,37.0,26.0,13.0,123.0,chacara,05734-090,R  Chapada De Minas,Parque Reboucas,São Paulo,SP,5.53863768115942,0
432718,2022,-23.6283875475671,-46.7450852322548,5,kilometer,392.0,908356.0,35.0,22.0,11.0,10.0,78.0,chacara,05734-110,R Do Chico Nunes,Vila Andrade,São Paulo,SP,6.582289855072464,1
432719,2022,-23.6451714057706,-46.7532916331684,5,kilometer,518.0,178445.0,29.0,35.0,42.0,43.0,149.0,chacara,05777-130,R  Praia De Carreiros,Vila Nova das Belezas,São Paulo,SP,1.2930797101449276,2
432727,2022,-23.6300175345868,-46.7534720242829,5,kilometer,416.0,212804.0,23.0,30.0,39.0,30.0,122.0,chacara,05766-270,R  Caraiva,Jardim Olinda,São Paulo,SP,1.5420579710144928,2
432728,2022,-23.6307681104462,-46.7537400969309,5,kilometer,280.0,220764.0,25.0,15.0,12.0,16.0,68.0,chacara,05766-270,R  Caraiva,Jardim Olinda,São Paulo,SP,1.5997391304347826,2
432729,2022,-23.6256637280483,-46.7542205839903,5,kilometer,324.0,299343.0,18.0,11.0,20.0,18.0,67.0,chacara,05756-280,R  Caxinava,Jardim Umarizal,São Paulo,SP,2.1691521739130435,2
432731,2022,-23.6261185129382,-46.7544435450276,5,kilometer,656.0,353821.0,31.0,53.0,64.0,42.0,190.0,chacara,05756-310,R  Citrolandia,Jardim Umarizal,São Paulo,SP,2.5639202898550724,0
432732,2022,-23.6405481957747,-46.7485888024384,5,kilometer,378.0,272328.0,22.0,16.0,17.0,14.0,69.0,chacara,05778-090,R  Adolfo Campos De Araujo,Parque Arariba,São Paulo,SP,1.9733913043478262,2
432733,2022,-23.6401153461627,-46.7468850091622,5,kilometer,403.0,227434.0,17.0,18.0,17.0,26.0,78.0,chacara,05730-150,R  Canabarro,Vila Andrade,São Paulo,SP,1.6480724637681161,2
432740,2022,-23.63209166042,-46.7473301451623,5,kilometer,488.0,230386.0,23.0,25.0,30.0,20.0,98.0,chacara,05736-160,R  Mario Linhares,Jardim Ingá,São Paulo,SP,1.669463768115942,2
432741,2022,-23.6330789905991,-46.7466323585879,5,kilometer,351.0,204802.0,19.0,19.0,22.0,28.0,88.0,chacara,05736-160,R  Mario Linhares,Jardim Ingá,São Paulo,SP,1.484072463768116,2
432742,2022,-23.6388769916189,-46.7575374027673,5,kilometer,256.0,212858.0,15.0,11.0,15.0,18.0,59.0,chacara,05772-040,R  James Ensor,Parque Regina,São Paulo,SP,1.5424492753623187,2
432743,2022,-23.6415056424871,-46.7550127532069,5,kilometer,686.0,42830.0,36.0,44.0,38.0,37.0,155.0,chacara,05772-040,R  James Ensor,Parque Regina,São Paulo,SP,3.103623188405797,0
432744,2022,-23.6135828331442,-46.7532668476677,5,kilometer,250.0,1668538.0,5.0,9.0,11.0,23.0,48.0,chacara,05745-250,R  Antonio Carlos Salles Filho,Residencial Morumbi,São Paulo,SP,12.09085507246377,1
432766,2022,-23.641098809911,-46.7540953106351,5,kilometer,581.0,194213.0,32.0,36.0,39.0,48.0,155.0,chacara,05772-060,R Pde Justino,Parque Regina,São Paulo,SP,1.407340579710145,0
432768,2022,-23.640112617581,-46.7525109973585,5,kilometer,588.0,210567.0,28.0,35.0,42.0,37.0,142.0,chacara,05778-150,R Dr Abelardo Da Cunha Lobo,Parque Arariba,São Paulo,SP,1.5258478260869566,0
432770,2022,-23.6274372735968,-46.7562010617087,5,kilometer,313.0,21669.0,17.0,22.0,26.0,22.0,87.0,chacara,05757-120,R  Diogo Martins,Jardim Ana Maria,São Paulo,SP,1.5702173913043478,2
432772,2022,-23.6284870467876,-46.7554136815558,5,kilometer,268.0,238196.0,12.0,10.0,16.0,24.0,62.0,chacara,05765-240,R  Ituna,Jardim Olinda,São Paulo,SP,1.7260579710144928,2
432774,2022,-23.6367203653298,-46.74765472901289,5,kilometer,917.0,252616.0,78.0,61.0,31.0,35.0,205.0,chacara,05776-430,R  Jose Pereira Bueno,Vila Franca,São Paulo,SP,1.830550724637681,0
